KID,LIV
Sult1a1,Maea
Kctd2,Klhdc8a
Apoo,Rgp1
Cebpg,Mmaa
Fbxo10,Usp54
Nbr1,BC023829
Oscp1,Lpl
Cav1,Fam176a
Nup35,Ndufab1
Acnat2,Ppat
9430097D07Rik,Atg12
Prpf18,Coq4
Ttc39b,Aldh1b1
Dnajc12,Lasp1
Rorc,Ppard
Igf2bp2,Ttc7b
Mars,Il5ra
Rtn4ip1,Col4a5
Arhgap29,Myst2
Stoml1,Fkbp1a
Fcho2,H3f3b
Gdf7,Slc46a3
Zfp518a,Atp2a2
Rad17,Slc22a15
Cd164,Tnip1
Hsph1,Fam13b
Cabin1,Ranbp1
Pik3ip1,Usp25
Sirpa,Tmem42
Khdrbs3,Tefm
Dirc2,Ptpn23
Dhtkd1,Tmem69
Lgalsl,Gabra6
Zfp143,Cdk2ap2
Ifnab,Cdc42ep2
Tmem59l,Pddc1
Wsb1,D19Ertd386e
Wfdc16,Sec23a
Susd3,Fbxo25
Acat3,0610030E20Rik
Pfkfb2,Lipc
Csnk1g3,Hmgcr
Cxx1a,Mycbp2
G6pc3,Mitf
Hdac6,Ccnf
Sdhd,Tubg1
Litaf,Timm8a1
Ndufb3,Gstm3
Tmem192,Sgpp1
Adrb2,Kank1
Tmub2,Parp10
Hdhd3,Dram2
Adap1,Tsku
Rchy1,Npnt
Bpnt1,Plcb1
Tspan12,Hacl1
Atp1a1,Pnpla3
Wisp2,1700048O20Rik
Tmem53,Chmp2a
Aamp,Plekhf2
Cyp24a1,Blm
Alg6,Wwp1
Polh,Kat5
Zfp770,Tmem87a
Gart,Elk3
2010012O05Rik,BC006779
Fjx1,Abat
Shmt1,Mthfd2
Slc35a1,Mpp4
4932438A13Rik,Ndufaf5
Srebf1,Baat1
Ftsjd1,Trp53inp2
Fads1,Fam102a
Daam1,Camk1d
Zfp949,Nags
Trim37,Klf16
Zfp871,Arhgef10l
Slc22a4,Nf2
Ppm1k,Ahcy
Calml4,Snx12
Arcn1,Tbc1d10a
Gucy1a2,Creb1
Zim1,Sumo3
Cpsf3,Chmp4b
Adamts10,Sema4a
Slc25a35,Car2
Slc16a11,Psmg3
Entpd2,Rnf43
Spag1,Dennd4c
Ly86,Nsun2
Fbxo30,Rps10
Hprt,Ctsl
Ttyh1,Prlr
Nmt2,Rnf144a
Hsp90b1,Dgkh
Gm10109,Acot4
Ncoa3,Syt1
Sox13,Adpgk
Snai2,Nab2
Cmpk2,Per2
Fam178a,Ahsa2
Zfp654,Apof
Set,Trit1
Wbscr27,Pced1a
Thap1,2310044G17Rik
Mesdc2,Ankar
Atraid,Copz1
Slc25a38,Dnpep
Dld,Zmpste24
Ufd1l,Kdm4a
Crtc3,Tmem209
Arih1,Fat1
Mt1,Spic
Exoc6b,Pknox1
Gtpbp1,Caln1
Vps28,Colec12
Dnahc7b,Cenpo
Il6ra,Stau2
Kbtbd7,Sult1a1
Cgnl1,Ppm1f
Cd79b,Apoo
Vma21,Thtpa
Ippk,Tmem179b
Crispld1,Rassf3
Grina,Neb
Nos3,Ppp2r2d
Eif3b,Cav1
Sccpdh,Olfr531
Car14,Nup35
Hnrnpab,Acnat2
Gpr142,Gfod1
43358,Bdnf
Slc25a20,Ttc39b
Ostc,Atl3
Fhl1,Rorc
Cpt1b,Gpr64
Suv420h1,Ikbkb
Rad18,Ptrh2
Pcbp1,Plin5
Steap2,Ifi30
Atp6v0d1,Rtn4ip1
Dcun1d5,Arhgap29
Cry2,Gpr137
Degs2,Zfp518a
5830415F09Rik,Hist1h3d
Parp6,Cfl1
Fam167b,Spata22
Oxct1,Cd164
Zmynd12,Hsph1
Aftph,Pla2g2d
Nostrin,Cabin1
Slc11a2,Nelf
Surf4,Fcgr3
Adam23,Taok1
Senp6,Klhl32
1600014C10Rik,Khdrbs3
Eaf1,Dirc2
Zfp191,Lgalsl
Got1,Wsb1
Plg,Repin1
Inf2,Hmbs
Fdxacb1,Ahi1
Qars,Acat3
Mcfd2,Atat1
Cyp27a1,Limch1
Rbbp9,Pfkfb2
2900092E17Rik,Fhod1
Prkcz,Csnk1g3
Gosr2,Cxx1a
Nek7,Bscl2
Wac,Hdac6
Rcan3,Sdhd
Yars,Litaf
Irf2bpl,Ndufb3
Golim4,AU022252
Casp7,Lgals3bp
Ubr2,Thoc5
Mpdu1,Ubtf
Cwc27,Hdhd3
Plekhg3,Bpnt1
Rxfp4,BC053749
Cdh6,Tspan12
Pappa,Serinc3
E430025E21Rik,Atp1a1
Fmr1nb,Aamp
Tor1aip1,1500012F01Rik
Zkscan2,Usp40
Gtpbp2,Zfp770
Cyfip2,Cnot7
Cep78,Hmgcs1
Pigc,Hoxc10
Bmp15,Gart
Nrp1,Cd302
Slc4a9,Shmt1
Abcc2,Slc35a1
Slc14a2,4932438A13Rik
Lonp2,Oaz1
Abca3,Srebf1
Slc1a5,Htatip2
Arhgap28,Wdr59
Rasa1,Rfc5
Zeb2,Fads1
Slc25a13,Diap1
Nus1,Daam1
Ube2n,Trim37
Ttc38,Tchp
Hist1h1c,Tspan32
BC026590,Zfp871
Tomm40,Ppm1k
Chrnb2,Masp2
Utp18,Hus1
Mrps36,Prpsap1
Plcg1,Kdm2a
Gm9938,Cpsf3
Sp140,Slc25a35
Srgap1,Hprt
Gamt,Fam114a1
Sh3d19,Pou5f2
Thbd,Ncoa3
Mtap7d1,Inadl
Snw1,E130311K13Rik
Rbm33,Tyw5
Rgl2,Ncald
A430107O13Rik,Cmpk2
Clcn3,Tmem222
AA987161,Tmem14a
Ttc39c,Zmat1
Zfp763,Cdadc1
Spsb4,Ttyh2
Sms,Cyp2c40
Agmat,Wbscr27
Stom,Cbx2
Capn2,Impdh2
Pi4k2a,Itpr2
Ift52,Slc16a12
Bcar1,Tada3
Vamp4,Pctp
Zfp157,Mesdc2
Plxnd1,Atraid
Fam172a,Slc25a38
Mpp1,Poli
Pion,Ufd1l
Coro6,Parp3
Nuak2,Klf10
Osbpl1a,Crtc3
Retn,Ccdc77
Zfp781,Exoc6b
3110007F17Rik,Il6ra
Rmnd5a,Kbtbd7
Thy1,Cd79b
Slc25a34,Vma21
Iars,Oxsm
Pitpnm2,Zfp622
Zfp687,Grina
Rasal2,Eif3b
H2afy,Car14
Vmn1r24,Nrbp2
Glg1,Ostc
Rabggta,Fhl1
Serpina3b,2810004N23Rik
Rufy4,1700128F08Rik
Nupl1,Cpt1b
Sox4,Suv420h1
Glrx2,Cacng2
Sptssa,Enpep
Alkbh8,Tex12
Mrps21,Diras2
Plekha1,Rab33a
Ak4,Pcbp1
Smpd2,B3gnt7
Upb1,Fnip1
Zc3h12c,Cnksr3
Slc2a2,Fkbp14
Eps8l2,Atp6v0d1
Sgcd,Cry2
Krba1,Acox1
Fam175a,Degs2
Tmem210,5830415F09Rik
Itgb3bp,Smarcd1
Ino80c,Parp6
Pcsk9,Hps1
AW549877,Rcc1
Polr3gl,Aftph
Ildr1,Nostrin
Slco2a1,Slc11a2
Ctnnd1,Surf4
1110057K04Rik,Fam160a1
Mtmr2,Adam23
Dusp15,Pcdh1
C1rl,Kif26b
Gm9931,Msrb1
D630037F22Rik,Senp6
Cyp39a1,1600014C10Rik
Prkaa2,Tmem107
Fabp7,Ppp2r5a
L3hypdh,Got1
Pim3,Nupl2
Agxt2l2,Plg
P2ry14,Alg8
Prelid1,Fdxacb1
Dus1l,Mcfd2
Cobl,Asb3
Gm5414,Cyp27a1
Rsad2,Rbbp9
Atp13a1,2900092E17Rik
Agmo,4933427I04Rik
Fgg,Ces2e
Ly6c1,Entpd6
2210009G21Rik,Galnt4
Glyctk,Gosr2
Wdr19,Rab4a
Accs,Nek7
Rftn2,Wac
Arhgap26,Nit2
Vapb,Yars
Rwdd2b,Anapc16
Etv1,Serinc2
Gm1976,Cyp4f39
Rab12,Lrrtm3
Plekho1,Alg3
Trip11,Zfp385b
Cpxm1,Ubr2
Habp4,Cyp26b1
Slc34a2,Gmpr2
Proz,Ccdc69
Avpr1a,Brwd1
Herpud2,Ubl7
Sh2d4a,Gpr56
Kcna5,E430025E21Rik
Slc7a9,Gm8186
Cbx1,Tor1aip1
Arih2,Gtpbp2
Fdps,Cep78
Etf1,Pigc
Fam82a2,Plekhb2
Il17rd,Abcc2
Abcb7,Lonp2
Tsc22d1,Samm50
Narg2,Rc3h1
Ctgf,Slc1a5
Prps1,Agxt2
Ipo7,F11r
Dscr3,Orm1
Tab2,Nus1
Dhx40,Ube2n
Ankrd40,Hist1h1c
Nck1,Trim21
Hspa2,Smarcd3
Neurl3,BC026590
2700060E02Rik,Tomm40
Hnrnpf,Trappc9
Ndufs4,Slc4a4
Cul4b,Meiob
Pde7b,Chrnb2
Map4k3,Mrps36
Arid5b,Plcg1
Vamp7,9130409I23Rik
Wbscr28,Ap4m1
Tmc6,Bop1
Parvb,1110059E24Rik
Tulp1,Hmgcs2
Kcns1,Hes1
Smo,Sh3d19
Taf2,Mapk15
Defb1,Carhsp1
Mapre1,Rbm33
Pla2g7,A430107O13Rik
Pdss2,Olig1
Zfp955a,Csnk2a1
Mmgt1,Atp5g1
Ppp1r2,Aff4
Cml1,Zfp763
Tlr3,Trpc6
Hpn,Fbxw8
Plekhg6,Thap4
Crip2,Mrpl16
Ccne1,Atp5b
Slc17a9,Agmat
Bmp3,Stom
Cand2,Capn2
Hlx,Pi4k2a
Sipa1l1,Gnl3
A4galt,Pdcd2
Ociad1,Prickle1
Klhdc3,Sipa1l2
Mapk8,Ift52
Zfyve21,Bcar1
Car11,Zfp157
Heca,Clec4g
Slit2,Fam172a
Mtx3,Mrps2
Olfr960,Mpp1
Cul5,Psmb7
Serping1,Pcsk4
Asxl1,Osbpl1a
Sectm1a,Iars
Pdzk1,Pitpnm2
BC017643,H2afy
BC002059,Rabggta
Bicd1,Pgrmc2
Abca7,Dock6
Hdac3,Sox4
Hecw2,Glrx2
Sspn,Alkbh8
Sap18,Flywch1
1500003O03Rik,Mrps21
Lcor,Plekha1
Glis1,Ak4
Trerf1,Lancl2
Olfm1,Cyp2j12
Stard5,Glipr2
Slc26a6,Slc2a2
Mettl14,Eps8l2
Sft2d2,Rcc2
Ppid,Stat5a
Fgf14,Maged1
Pfdn2,Aldh7a1
Exoc5,Rpusd4
Fgfr4,AW549877
Nbas,Slco2a1
Chrnb1,Brca1
Sco1,Ctnnd1
Tuba4a,1110057K04Rik
Sectm1b,Def8
Sptlc2,Hltf
Gria4,Spnb2
Fam3c,C1rl
Pdcd4,Gm9931
Pvrl3,Acot2
Thumpd3,D630037F22Rik
Stip1,Prpf8
Ddx4,Cyp39a1
Mob3b,Bcr
Eprs,Vrk2
Auh,F8
E030030I06Rik,Prkaa2
Sphk1,AA474408
Fga,Fabp7
Idh3a,Sez6l2
Esm1,Pim3
Pla2g2c,Atp6v1g1
Meis2,Iyd
Foxred2,Zfyve20
Spopl,Fam122a
Znf512b,Prelid1
Lrrc8b,Cobl
Nox4,Rsad2
Senp7,Diablo
C1galt1,Fgg
Dusp9,Rufy1
Stx17,Slmo2
Gm10451,Ly6c1
Fam84a,2210009G21Rik
Kank4,Glyctk
Cops4,Wdr19
Prom1,Arhgap26
Ampd3,Cd59b
Sgpp2,Gbp3
Rbm14,Dock7
Fam35a,Cyb5r3
D9Ertd402e,Dydc2
Etaa1,Rtn4rl1
E130309D02Rik,Gys2
Tbrg4,Rab12
Ogdh,Plekhg5
Pom121,Trp53i13
Noxo1,Psmg2
Dhx29,Slc34a2
BC005764,Avpr1a
Nrg4,Ctps2
Fndc3a,Herpud2
Lamp2,Traf3ip2
Cltc,Dbi
Atp6v0d2,Arih2
Rif1,Cdh5
Zfp940,Zfp353
Plekhg2,Fdps
St6galnac2,Ralgps1
Tfap2b,4930562F07Rik
Rbm34,Tpcn1
Arl8a,Fam82a2
Ap2m1,Gtf2h2
Kifap3,Creld1
Klk1b4,Narg2
Plcxd2,Serpina6
Sppl2a,Prps1
Armcx3,Ipo7
Yes1,Dscr3
Wdr16,Tab2
Asf1a,Ddx58
1190002H23Rik,Ankrd40
Arsk,Gm10447
Anp32a,Hspa2
Bnip3,Mcm3
Spop,Med12
Eif1ax,Gjc3
Plaur,Pdss1
Pgp,Neurl3
Aadac,Pole2
4930503L19Rik,2700060E02Rik
Slc22a6,Cox15
Ttc30a1,Hnrnpf
Cryl1,Hist1h1d
Agk,Ndufs4
Lsm14a,Pde7b
Kif21a,Timm17a
Adamts18,Clk3
Pex7,Tmc6
Ctage5,Ttc9
Mtss1,Axin2
Krt8,Atg16l2
Osbp,Smo
Cct8,Gramd1c
Klf1,Defb1
Guf1,Mapre1
Sgms2,2410001C21Rik
Gbe1,Dph3
Cand1,9430023L20Rik
Pds5b,Rfwd3
Pced1b,Zfp955a
Bcl2,Mmgt1
Angptl4,Ppp1r2
Rnf125,Alpl
Polr2a,Mapkapk3
Srp72,Mrpl42
Gpr146,Rdbp
Hnrpdl,Rap1gap2
Psmb9,Crip2
Zfp53,Ccne1
Sumo1,Slc17a9
Manf,Brd8
Aebp1,Zfp101
Exosc8,Msra
Cd200,Sipa1l1
Igfbp4,Sike1
Zfr,Klhdc3
Gm10000,Heca
Mtx1,Mtx3
Syt11,Psmg1
Sgce,Acin1
Ints7,Lars
Cd93,D15Ertd621e
Spata24,Hist1h2bg
Aph1a,Atp6v1f
Gjb1,Lcor
Casp8ap2,Slc9a1
Gba2,Stard5
Wdr85,Slc26a6
Rcbtb1,Mettl14
Tfpi2,Lgals8
Gm10417,Ppid
Supt16h,Lzts2
Wfdc17,Vars
Palm3,Suv420h2
Fcamr,BC017647
Irf2bp2,Rnf170
Oplah,Nr2c2
Ngly1,Cat
Hsf1,Zfp2
Rap1gds1,Usf2
Hebp1,Snap47
Vsnl1,Tuba4a
Coil,Lrrfip1
Dtx4,Sptlc2
Glce,Pdcd4
Otub2,Pvrl3
Ccl19,Stip1
4930578G10Rik,Nudt13
Tox3,Auh
Trub2,Cilp
Cpped1,Fga
Thada,Esm1
Snx32,Gca
Taf1b,Tm4sf4
Rsc1a1,Meis2
Rhcg,Znf512b
St5,Pcdh7
C7,Mbd5
Pafah2,Ccl27a
St13,Lrrc8b
Gna13,Nox4
Sat2,2900010M23Rik
Rabep1,Fam84a
4833420G17Rik,Tet2
Paqr4,Parp11
Fcrl1,Bsdc1
Zfp410,Cox8a
Ppp2r2a,N4bp2l1
Spnb1,Cmtm8
Net1,Ssna1
Rhov,Rwdd1
Bach2,Rce1
Myg1,Fam35a
Pde7a,Pde6c
Itgal,Rgs2
Efr3a,D9Ertd402e
Rala,Gm382
Snx18,Etaa1
Taf12,Mageb1
Cxcl12,Cdca7
Gm10590,Pex26
2700097O09Rik,Dhx29
Pcnx,Nrg4
Tamm41,Xkr4
Ube2b,Dand5
Cstb,Zfp940
Slc37a4,Srek1ip1
Kir3dl2,Itsn1
Mov10,Safb2
Cep135,Smndc1
Ttpa,Ppp2r3c
Ric8b,Fyb
Hrh3,Chchd6
Nat8,Arl8a
Prpsap2,Ap2m1
Elovl2,Cyp8b1
Stam2,Kifap3
Eps15l1,Aimp1
Copb1,Kifc2
Dnajc28,Erc1
Gm5129,Gm4070
Ppm1j,Klk1b4
Myadm,Ythdf2
Tex9,Sppl2a
Ncapd2,Slc36a1
Serf1,A830093I24Rik
Nr1d1,Nacc2
Rbm38,Nsmce1
4930451G09Rik,Zc3h4
BC018507,Traf5
Wdsub1,Anp32a
Kcnh4,Cphx
Tbc1d12,Tkt
Kdm5a,Pgd
Rabl2,Mat2a
1300001I01Rik,Bnip3
Srrm1,Serpina3m
Lars2,Eif1ax
Arhgap4,Pgp
2610008E11Rik,Btnl9
Wdr78,Tax1bp3
Son,Ccr5
Vegfc,Agk
Gab2,Ctage5
Fus,Gata4
Sypl2,Bst2
Smc3,Mtss1
Mrps22,Krt8
Fam161a,Ddx11
Gpihbp1,Cct8
Dock9,Gpr155
Rab21,Klf1
Pik3ca,Sgms2
Med19,Obfc1
Alg14,Gbe1
Hps4,Gbp6
Dsn1,Pced1b
Slc4a5,Angptl4
Secisbp2l,Sufu
Rab3b,Rnf125
Acvr2b,Prrx1
Cul1,Ttll8
Fnip2,Gpr146
Phldb2,Adcy6
Gnrh1,Znrd1
Myom3,Fxn
Sucla2,Rbmxl1
Arhgef38,Hnrpdl
Nup210,Tmem188
Snx3,Zfp53
C8a,Zcrb1
Tdrd5,Grm5
Lysmd3,Exosc8
Lpin3,Igfbp4
Spns2,Tubgcp3
Fam151b,Zfr
Snx29,Syt11
BC016423,Pde4c
Tekt5,Ints7
Bax,Cd93
Magi1,Leng1
Rock2,Gjb1
Cuedc1,Srsf4
Sec24c,St6galnac6
Habp2,Gba2
Etnk1,Rcbtb1
C1ql3,B3gat2
Oxa1l,Ido2
Psen1,Tfpi2
Mical2,Wfdc17
Ethe1,Ms4a15
1110038F14Rik,Irf2bp2
Limd2,Oplah
Gdap2,Ncl
Id1,Ngly1
Cct6a,Igfals
Bag5,Dtx4
Stk3,Tgfbr1
Krt72-ps,Otub2
Slc2a13,Szt2
Ppp4r1,Rnf149
Camk2a,Snx4
Siglec1,Topbp1
Hnrnpm,Cpped1
Esrra,Snx32
1700025E21Rik,Taf1b
Mpdz,Rsc1a1
Dennd2d,St5
Cog5,Pafah2
Fam184a,Eif1ad
Midn,St13
Cyp1b1,Rpl7l1
4833439L19Rik,Gna13
Ifitm7,Naglu
Tex264,Unkl
Kcnt1,Cdk13
Ywhaz,4833420G17Rik
Zfp329,Asrgl1
Wdr3,Tns1
Ryk,Net1
Adam17,Pabpc4
Csde1,Rhov
Pcmtd1,Myg1
4933407H18Rik,Dnajc1
Kat8,Pde7a
Gmds,Efr3a
Calcoco1,Gm10774
Picalm,2310046O06Rik
Capn7,Taf12
Slc16a9,Sct
Atad2b,Cxcl12
Tfrc,Usp21
Insc,Gm10762
Zfp759,Tamm41
Pecam1,Ube2b
Inpp5a,Slc37a4
Zfp236,Gimap9
Nab1,Slc7a2
Slc16a14,Mov10
Decr2,Slc22a13
Tdrd3,Pik3ap1
Gata6,Pacrgl
Mau2,Ric8b
Rnft1,Nipsnap1
Tspan14,Zcwpw1
Hhatl,Nat8
Scd2,Prpsap2
1700016C15Rik,Pcp4l1
Nav3,Stam2
St6galnac3,Dnajc28
Klhl21,Capsl
3110062M04Rik,Agfg1
Ipo9,Myadm
1810037I17Rik,Tub
Tex28,Tnfaip8l1
Hdlbp,Zc3h6
Trak1,Sat1
Mon2,Nr1d1
Pus3,Stau1
Cbs,BC018507
Tmem26,Dtnb
Folh1,Wdsub1
Gda,Fam83a
Ccdc41,Zfp334
Hcfc1,2510049J12Rik
Hist1h1b,Ece2
Ptgis,Kdm5a
Psmc4,Rabl2
Capza1,1300001I01Rik
Gatm,Capzb
Cyp2e1,Lars2
Bod1,Nono
Pcdh17,2610008E11Rik
Zfp292,Son
Ankrd13d,Fus
Rai14,Lmf2
Rint1,Mrps22
Fam120c,Lrrc59
Acvr1c,1700011L22Rik
Crct1,Dctn2
Tatdn3,Naca
Sec11c,Sf1
Siglec15,Rab21
Psma6,St3gal1
Mospd2,Med19
Cdk5,Alg14
Atp6v1c1,Hps4
Slc8a1,Hectd2
Opcml,Dsn1
Arhgef12,Acvr2b
Pnliprp1,Cul1
Tjp1,Fnip2
Gnai2,Npc1
Plcl2,Mphosph9
Diap2,Gna12
Imp4,Chd7
Dnajc22,Ccng2
Pdgfrb,Atp8b1
Apod,Mmd
Rnf168,Snx3
Miip,Celsr1
Ap3s2,Fam165b
2410127L17Rik,Il28b
Mthfd1l,Pfkfb4
Myh15,Enox2
Fermt1,Spns2
Ciao1,Card9
2310008H04Rik,Snx29
Adh5,Mvd
Fam54b,Tsn
D14Ertd449e,Gpatch2
Tlr1,Magi1
Etv5,Fzd6
Kti12,Atp5e
Fgf9,Epc2
Wipi2,Etnk1
BC067074,Oxa1l
Calu,Psen1
Psen2,Dhcr7
Zfml,Mical2
Il16,4921510H08Rik
Ier5,Gm9747
Klhl4,Ethe1
Crat,Arid3b
Il20rb,1110038F14Rik
Pyroxd1,Gsk3a
Cwf19l2,Osbpl11
Blvra,Lrrc41
2810032G03Rik,Cct6a
Hist1h4i,Myo7a
Cald1,Fam83f
Sgtb,Ppp4r1
Clint1,Esrra
Fam100b,Stxbp3a
Ttc21b,Lrrc32
Sesn1,Dennd2d
Acta2,Cog5
Ppa1,Midn
Treml1,Lyve1
Wrb,4833439L19Rik
Lsm6,Tbx15
Scaper,Ttc8
Fgf18,Reep6
Pik3r6,Hfe2
Zfc3h1,Htra2
Psmd6,Zfp329
Eif2ak3,Dusp3
Mcf2l,Adam17
Aqp7,Csde1
Epm2a,Pcmtd1
Pde3b,Calcoco1
Lgr4,Col3a1
Pid1,Nhp2l1
Lrrcc1,Picalm
Dnajb11,Atad2b
Ust,Cd72
Shisa5,Mlh3
Pnp,Trmt10b
Papolg,Tfrc
Lrp4,Insc
Lbp,Zfp759
Cln8,Slc45a3
Msrb3,Tssc1
Alcam,Cox4i1
Osbpl10,Fam174a
Acsl3,Nab1
Gm9958,Cyp2c70
Idi1,Ube2h
Nrap,Decr2
Mybph,Gata6
Accn2,Rnft1
Dimt1,Tspan14
Rassf4,Mettl8
Cyb5d1,Scd2
Siglech,Dguok
Tbc1d8,Dscc1
Phf21a,St6galnac3
Wnk1,Klhl21
Trim44,3110062M04Rik
Fhod3,Shmt2
BC021785,Cox6a1
Gtf3c5,Nmnat2
Nfatc2,Trak1
Scarb1,Ftmt
Cnnm4,Oaf
Gcn1l1,Crp
Fyco1,Pus3
Prr13,Cbs
Higd1a,Tmem26
Flt1,Gda
Pnrc1,Hist1h1b
Btrc,Psmc4
Smagp,Gatm
Htra1,U2af1l4
Btf3l4,Pcdh17
Nradd,Zfp292
Rgl1,Themis
Minpp1,Aim2
Acmsd,Cyp3a13
Tmem80,Cyth1
Dhcr24,Tspan18
Cep110,Rai14
Lass6,Zmym3
Podn,Mapk9
Fam203a,Fam120c
Suco,Qsox1
Lman1,Tatdn3
Cpsf3l,Prpf19
Nucks1,Tmem160
Rpusd3,Gm7853
Ccl21a,Mospd2
Ptpru,Iigp1
3110002H16Rik,Foxp1
Zfp882,Rcan2
Akr1b3,Mrpl49
Exosc3,Tax1bp1
Agps,Nbn
Tmem207,Tmc8
Tfdp2,Alg5
Smpdl3b,Arhgef12
Arhgef19,Lpin2
Agfg2,Nek6
Rsrc2,Mknk1
Abhd11,Zfyve9
Sorbs1,Diap2
Sult4a1,Zfand2a
Rhbdl1,Imp4
BC005561,Naa35
Plk2,Trf
Wbscr16,Pdgfrb
Neo1,Tmtc2
Rpl36,Rnf168
Irx2,Fam192a
Sfrs18,Miip
Tshr,Tbc1d15
Sass6,Mthfd1l
Clca5,Exoc4
Entpd4,Slc46a1
Tmem19,Atp2b2
Zfp330,Gstm6
Cops8,Katnal1
Cblc,Exosc2
Ubxn10,2310008H04Rik
Hist4h4,Mef2d
Cd19,BC088983
Sec31a,D14Ertd449e
Eif3a,Maff
2310003H01Rik,Megf8
Fam131a,AI661453
Vgll2,Wipi2
Gcsh,Calu
Stxbp5l,Psen2
Chordc1,Ier5
Hspg2,Crat
Sh3tc2,4930471M23Rik
Mfsd6,Dph1
Acsl1,Pyroxd1
Ddx39,Cwf19l2
Rps15,Gcap14
Tbc1d5,Nfya
Vmn1r27,Dock5
Trpm6,Cald1
Abca8a,Clint1
Lrat,Rad9
Prps2,Sf3b1
Lpar2,Rbmx2
Phlda3,Fam100b
Nudcd2,Cdc23
Atg7,Evi5l
Tuba1a,Srrd
Pde2a,Ppa1
Klf13,AI182371
Ccl24,Lsm6
Stx5a,Scaper
Cebpz,Ecd
Tmem41b,Mcf2l
Asxl2,Hmgb1
Foxa3,Epm2a
Scin,Pde3b
Trim47,Nxt2
Tmem150a,43166
Man1a2,Pid1
Eapp,Tat
Eef1e1,43345
Cdk19,Ercc1
Proc,Lin54
Psme4,Lrrcc1
Ap1m1,Dnajb11
Dis3l2,Ccdc159
Adamts15,Bptf
Hyal1,1810055G02Rik
Dctn6,Pnp
Atad3a,Lrp4
Usp32,Lbp
Ahsa1,Tatdn1
Gin1,Cln8
Uso1,Msrb3
Atxn1,Alcam
4933403G14Rik,Fam65b
Rhoq,Acsl3
Mum1l1,Gm9958
Msi2,Rundc3b
Lactb2,Gng11
Dnajc2,Phf21a
Sestd1,P2rx3
Cyp2j9,Psmb10
Ankrd16,Trim44
Chrna7,Gtf3c5
Chd6,Cnnm4
Kcna1,Fyco1
Slc14a1,Prr13
Ruvbl1,Zfp870
Ssb,Higd1a
Nudt6,Flt1
Nphs2,Pnrc1
Usp8,Btrc
Heatr1,Smagp
1700021F05Rik,2310035C23Rik
Rrp9,Gprc5c
Utp3,Rgl1
Slc44a4,Acmsd
Wipf3,Apoc4
Cdkn1a,Tmem80
Mtmr14,Dhcr24
Gcgr,Lass6
Gm6483,Tceb2
Fam185a,Ap1b1
Taf6,Podn
Dnajc6,Cnot1
Lacc1,Lman1
Cbfa2t3,Cpsf3l
Rpgr,Nucks1
Trim41,Asap2
Dram1,Rpusd3
Npy1r,3110002H16Rik
Prkag3,1190005I06Rik
Plod1,Zfp882
Ugt8a,6430571L13Rik
Eno2,Tfdp2
Ttc7,2310036O22Rik
Myrip,Btg3
Rab6a,Arhgef19
Tlk1,Rsrc2
Zfp873,Sorbs1
Epb4.1l4b,Pigf
Ldb2,Plk2
Gm5077,2310016M24Rik
Kcnh5,Cstf1
Slc25a45,Neo1
A230052G05Rik,Myl9
Spry1,Sfrs18
4930431F12Rik,Gm10644
Spcs3,Abhd14a
Osgep,Entpd4
Zfp952,Exoc3l
Wdr75,Tmem19
Phactr1,Insig2
Galnt7,Pm20d2
AI597468,Cops8
Zbtb44,Cblc
Aptx,D930048N14Rik
Tusc5,Sbno2
Zyx,Hist4h4
Slc6a19,Sec31a
2610001J05Rik,Snf8
Rdh10,2310003H01Rik
Acat1,Gck
Isyna1,Dut
Agpat2,Cnbp
Mylk,Chordc1
Trim56,Acsl1
Appl2,Grb7
Ifnar2,Ddx39
Ap3s1,Zfp454
Adck5,Atf2
Ccl5,Rhbdd3
Gramd1b,Gstm2
Ssbp1,Tti1
Naa15,Lrat
Wnt5a,Lpar2
Tmem178,Cyp51
Kcnn4,Atg7
Ces1f,Pde2a
Marf1,Cyp7a1
Mfsd10,Klf13
Mcm9,Glt28d2
Tubgcp5,Ccl24
Rps6ka3,Hsd17b4
Shc3,Foxa3
Eny2,Zcchc6
Nsd1,Zfp113
Dynlt1b,Mfsd12
Tubb4b,Tmem150a
Polr1e,Rabl3
Nop16,Eapp
Bub3,Mvp
Sun2,Tufm
Trim33,Pdcl3
Spa17,Rnf187
Ankrd42,Gpr182
Tspan9,Dis3l2
Slc7a5,Hyal1
2610034B18Rik,Pcsk5
Jmjd1c,Atad3a
Dynlt3,Ahsa1
Zcchc11,Uso1
Acvr2a,Kdm3b
Gm11437,Mycn
Lrrc58,Atxn1
Aldoc,Rapgef1
Chmp2b,Cmah
Usp31,Nacad
2610029I01Rik,Fam60a
Ifit2,Msi2
Sec22b,Ube2d1
Csnk1d,Kctd8
Tctex1d4,Got2
Kidins220,Tcirg1
Phc3,Mrps17
Ank2,Hoxa10
Eef1d,Ppp1r3b
Gm16515,Cd4
Plk3,Chd6
Cdc14a,Sdhc
Sqle,Hsd3b2
Ero1lb,Sele
Stab1,Ruvbl1
Ttll5,Nudt6
Mpp5,Nphs2
Rnf13,Rrp9
Gosr1,Wipf3
Phyh,Rnd2
Ypel3,Wbp1
Tpgs2,Cdkn1a
1110051M20Rik,Mtmr14
Cdc27,Cobra1
Mast3,Ppip5k2
Ccdc126,Dapl1
Cdan1,Taf6
Atxn2,Dnajc6
Tro,Npr1
Polr3k,Lacc1
Olfr561,Rpgr
Helb,Trim41
