ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
Fam107a,Eif4b,Arap1,Abca9,Cldn5,Mipep,Alg11,Paqr3,Scamp1,Lrrc8e,Pdlim3,Gm5689
Fam173b,Mrpl22,Clip4,Creld2,Kcnd2,Lpgat1,Bag4,Dcaf10,Aifm2,Clec16a,Pln,Tll1
Galns,Tceal8,Supt6h,Rbl2,Olfr224,Slc38a9,Tanc2,Scrib,Lrp6,Rps27a,Pdia4,Efhd1
Acadl,Plxna2,Plac9,Tpst2,Npc2,Emp1,Akap9,Tmem47,Bag6,Anxa9,Tmem194b,Them5
Gpn2,Star,Itga6,Dynlrb1,Cyth3,Arid1b,Lair1,Apob,Gas6,Slc25a10,Adamts12,Adrbk2
Adamts5,Cpeb2,Smc5,Hexim1,Sel1l,Rcsd1,4930402H24Rik,Slc25a10,Mff,Tmem171,Adamtsl4,Ei24
Hist2h3c2,Tsc22d3,P2ry10,Plcd4,Apoc3,Csrnp1,St3gal4,Rpa3,Tmed5,9130011J15Rik,Stxbp4,AB041803
Srpk1,Pgap1,Shprh,Hdac4,Ccnl2,Hpgd,Ccdc60,Ticam1,Zfp605,Fnbp4,G0s2,Srrm2
Selrc1,Dock10,Phka1,Mgea5,Adap2,Kit,Nkap,Tmem171,Eid2b,Erf,Cd8b1,Mprip
Zfp692,Scaf8,Apobec2,Ceacam1,Npas3,Col6a2,Zfp933,Cttnbp2nl,Grn,Sun1,Slc39a7,Fermt2
Pgam1,Marveld1,Smarca4,Tnxb,Bhlhe41,Ipmk,Cd47,Erf,Nr2f6,Grk6,Cldn5,Kpna4
Tpd52l2,Slc10a5,Usp6nl,H1f0,Ptprd,Eef2k,Zfp114,Cct2,Tcl1b3,Ulk2,Zfp563,Tapt1
Spcs2,Lamtor2,Vdac1,Klf15,2210408I21Rik,Shisa6,Efhd1,Rsl1d1,Tbc1d19,Gpr18,Pim1,Nanp
Pank3,C1qtnf1,Grpel1,Fubp3,2310015B20Rik,Sparcl1,Gja5,Rab11fip1,Gnb1,Aifm2,Cyth3,Vkorc1l1
Osbpl6,Pdia4,Lman2,Nbl1,0610037L13Rik,Tpk1,Afap1l2,Slc34a3,Dpysl2,Lrp6,Dgcr6,Uba6
Rnf141,Tnfrsf1a,Rhbdl3,Tmem14c,Ctsd,Rhoj,Msto1,Bag6,Adora1,Mars2,Thap2,Ankrd44
Optc,Arsg,2810055G20Rik,Mrpl10,Ap1g1,Plp2,Srrm2,Wbp5,Pex11a,Bag6,Nfkb1,Lpcat3
Ypel2,Adamts12,Zfp185,Zcchc24,Rsph10b2,Sipa1,Ampd2,Dnahc12,Tada2a,Filip1l,Naa40,Il1rap
Slc6a6,Cdh3,Alg2,Ankrd28,Itga1,Fam107a,Phf12,Tbc1d8b,Rac3,Gas6,Gfra2,Mthfr
Vnn1,Aspg,Pcsk6,Anpep,Dst,Mettl7a1,2310022B05Rik,Eid2b,Eif1b,Mff,Tor1aip2,Tox
Ttll7,Adamtsl4,Nexn,Gramd3,Hk2,Ablim3,D10Jhu81e,Ddx3x,Epha1,Slco4c1,Bhlhe41,Phldb1
Tulp4,Fam134a,Fbxo38,Mmp14,Clcn2,Art1,3110052M02Rik,Nr2f6,Tpr,Coro1a,2310015B20Rik,Slc41a1
Man2a1,Stxbp4,Arhgef15,Sdccag8,Cd70,Tm4sf1,Uba6,Coro1a,Eif2d,Pdp1,Rab15,Gabpb1
Dlc1,Cldn1,Psmd11,Lgr5,Slc38a3,Usp24,Tia1,Dpysl2,Abtb1,Rac3,Lpar6,Pou6f1
Ftl1,Fgf1,Bves,Arntl2,Ankrd13a,Plin3,Lpcat3,Pex11a,Tbc1d14,4930432E11Rik,0610009B22Rik,Dcaf8
Galt,Cep97,Rsad1,Scmh1,Smarce1,Adamts5,Hoxd4,Tada2a,Pigx,Jund,Ppp2cb,Arhgap24
Srgap3,Zbtb5,Lrp12,Tnfsf12,Nusap1,Nudt7,Asphd2,Eif1b,Cyp2f2,Epha1,Itga4,Thbs1
Sec61g,Slc39a7,Olfr478,Hist2h4,Stk32a,Hist2h3c2,Hnrnpa3,Epha1,Mxd1,Calcrl,Aldh9a1,Gpr174
Podxl,Cldn5,Leo1,Calr,Vav3,Mtor,Pla2g4a,Tpr,Zfp879,Fam186a,F3,Pum1
Sik1,Zswim5,Rfc1,Lfng,Glrx,Pgam1,Trim66,Ppp3cb,Kptn,Cd40,Ptgfr,Stx6
Psd3,Ntf3,Srl,Fnbp1l,Ift80,Slc25a1,Slco6b1,Eif2d,Trp53bp1,Cass4,Lcp2,Acad11
Epb4.1l2,Vdr,Tacc2,Wfdc3,Dars2,Slc38a2,Srfbp1,Abtb1,Alms1,C530008M17Rik,Ablim2,Ahctf1
Klb,Slc35a4,Slc25a12,Gm1661,Anxa3,Arrdc3,Ppp1r32,Slc6a4,Hps5,Aldh18a1,Jarid2,Tmem43
Parg,Epb4.1l4a,Clcn1,Eif2c2,Crebl2,Tpd52l2,Abca9,Tbc1d14,Fbxl3,Myt1l,Fam160b1,Kcnq4
Ctsh,Nat6,Rxra,Rptor,Myh11,Fam108c,Stx6,1700026J04Rik,Cd2ap,Mxd1,Dus3l,Ldha
Phf20,Slc1a3,Mest,5730419I09Rik,Srpk2,Vmn1r40,1700012B09Rik,Calcrl,Sema4c,Rnaseh2c,Pot1a,Sox12
Peli2,Pmm1,Rabgap1,Ascc2,Bmpr1b,Mapre2,Creld2,Synpo2l,Slc25a5,Taok2,Sars2,Hsp90aa1
Arv1,Adap2,Tmem63b,Zmym6,Spata18,Ypel2,Rbl2,Cd40,Atpbd4,Hmha1,1810013L24Rik,Gpd1
Mab21l2,Tor1aip2,Penk,Serp1,Gsta4,Slc6a6,Ahctf1,Zfp58,Trh,Trp53bp1,Thumpd1,Ept1
Luc7l,Bhlhe41,Ppl,Lonrf2,Slc7a3,Manba,Ctnna1,Pigx,Zfp326,Slc27a1,Rasgrp1,Adh1
Clcn5,Syngr1,Tmem56,Tnr,Tll1,Myh9,A630010A05Rik,Aldh18a1,Bbs9,Rgs12,Anxa3,Trim14
Mocos,Ptprd,Lrrc30,Ptplad1,Mreg,Ttll7,Med26,Mxd1,Nf1,Ssbp3,Srpk2,Pdxk
Rnaseh2b,Hnrnpd,Lmod2,Map3k11,Cmip,Tulp4,Gm4968,Hmha1,Capn8,Bdkrb1,Gpam,Tmtc1
Car4,Lrp10,Ubxn2a,Efemp1,Efhd1,Man2a1,Hsp90aa1,Alms1,Supt4h1,Bbs9,Hexim2,AI314976
Akr1b7,Mapk14,Lnp,Peg3,4632404H12Rik,Nfs1,Hexim1,Cd300lg,Zfp219,Dcbld1,Bmpr1b,Fbxo31
Eif4b,2310030G06Rik,Erlin2,Pdzd2,Adrbk2,Podxl,Lancl3,Hps5,Slc20a1,Ipo4,Rasip1,H1f0
1700009P17Rik,Itga1,Med24,Papola,Epha4,Epb4.1l2,Ept1,Fbxl3,Ifitm2,Supt4h1,H2-T23,Tmem14c
Eif3g,4831426I19Rik,Fam160a2,Slc7a11,Mbtps2,Kcnh2,Mgea5,Cd2ap,Inmt,Atl1,Dtx3,Mmp14
Ets2,Clcn2,2210016F16Rik,Psmf1,Xbp1,Zmiz2,Xpo1,Bag1,Cul2,Sema7a,Itpk1,Cd320
Star,Tbc1d13,Esr1,Foxf2,Cops6,Socs2,Il1rl2,Sema4c,Parp2,Ngrn,Slc9a2,Il4ra
Rev3l,Sirt3,Fxr2,4933432B09Rik,2310022B05Rik,Arv1,Acox3,Atpbd4,Ihh,Wasf2,Cd47,2010106E10Rik
Tsc22d3,Myh14,Prkg1,Slc16a1,Rbm10,AI607873,Smg1,Bbs9,Soat2,Dnahc1,Klf9,Ywhag
Itgav,Adcy4,Snrpb2,Irak3,Ppie,Tasp1,Mtrr,Nf1,Ngrn,2700081O15Rik,Eci1,Agpat6
Eif3l,Lsm11,Ttl,9430020K01Rik,Mpeg1,Car4,Magee2,Olfr740,Wasf2,Zfp36l2,Efhd1,Cnr1
Tubb6,Tsen15,Camsap2,Gstm4,Polr1d,Foxo3,Klf15,Lrtm1,Naa50,Rap1a,Lgals9,Hspa8
Fbxl20,Gigyf1,Inhbb,Arrdc2,Gpr158,Zfp418,Trmt2a,Slc6a18,Adss,Selenbp2,Pdk4,Grik5
Dock10,Rpl37a,Fam101b,Rerg,Nhp2,Adra1a,Zxdb,Ipo4,Acsm5,Adipor2,AB041803,Prkar1a
Cc2d1b,Glrx,Ptprm,Heatr5a,Calb2,Nupr1,Mrpl10,Olfm4,Zfhx2,Klf11,Olfr651,Tmem38b
Marveld1,Zrsr2,Tnik,Rbp4,Zmynd11,Ets2,Rfx5,Gnai3,Adipor2,Cypt2,Fyn,Hhipl1
Elk4,Sytl5,Chkb,Gramd4,Map2k6,Afap1,Tnfrsf21,Supt4h1,Khnyn,Agap1,Pdzrn3,Rbm45
Slc11a1,1810013L24Rik,Nup205,Plce1,Pou6f1,Desi2,Gramd3,Slc20a1,Klf11,Dnase2b,Map3k4,Tubb2a
C1qtnf1,Anxa3,Tmem248,Pkd2l1,Irak2,Cx3cr1,Mmp14,Atl1,Pars2,Smpx,Pou2af1,Aacs
Psmb5,Gak,Pde3a,Mtcp1,Zfp521,Tsc22d3,Sdccag8,Ifitm2,Ankmy2,Sdc3,Itm2b,Sphk2
Uggt2,Prnp,Raf1,Gdf10,Mcmbp,Abcg2,Cyp2d22,Inmt,Agap1,Urod,Samd9l,Ifrd2
Arsg,0910001L09Rik,Vmn1r232,Phactr4,Dusp19,Stmn2,Il4ra,Cul2,Cct3,Zzef1,Ankrd44,Sar1b
Fmn2,Mcart1,Suclg1,Fis1,Creld2,Rps6ka2,Brf2,2700081O15Rik,Polr2h,Hif3a,Lpcat3,Rap2c
Adamts12,Rnf19b,Camk2b,Prdm2,Rbl2,Bdp1,Chd9,Acsm5,Urod,Zswim6,Mchr1,Pard6g
Ddx26b,Gpam,Gm889,Lrrk2,Prkch,Sh3rf2,Grik5,Rap1a,Dhrs9,Bmp1,Il3ra,Ccdc6
Npepps,Bag4,Fank1,Morf4l2,Kcnj13,Marveld1,Ptprt,Trim23,Ppp2r1b,Nrcam,Zfp26,Gatsl3
Aspg,Rps18,Wdr41,Cdk2,Ahctf1,Pdia4,Lgmn,Selenbp2,Bmp1,Slc35e3,Acp5,Peg3
Adamtsl4,Rasip1,Tenm4,Npas2,6430573F11Rik,Psmb5,Prkar1a,Lsm7,Tmem170b,Large,Akr1c6,Akap13
Fam134a,Fkbp7,Sucnr1,Elavl3,Tpst2,Rab40c,P4ha3,Adipor2,Gse1,Serpina7,Rgs19,Lta4h
Stxbp4,Plec,Pofut1,Myo10,Hsd3b7,Lama4,Calr,Klf11,Prdx3,Orc6,Slc41a1,Wdr33
G0s2,Unc119b,Plcb4,Cadm4,Gpd1,Adamts12,Lfng,Pten,Serpina7,Mxi1,1700011I03Rik,Slc16a1
Cldn1,St3gal4,Ccdc50,Map6d1,Slc35b1,Lrrc17,Pomgnt1,Ankmy2,Ulk1,Plekho2,Tnnt1,Irak3
Crip1,Itpk1,Ncstn,Fzd1,Cdh4,Fam84b,Haus2,Cct3,Scn3a,Scn3a,Arhgap24,Ccdc123
Tmem62,Lrig1,Mtus2,Cd52,Mgea5,Atp11a,Snx6,Zfp354c,Hars2,Irf7,Thbs1,AA960436
Cldn5,Il17d,Prune,Vps41,Ceacam1,Adamtsl4,Prim2,Rnf128,Rab11fip4,Sema3b,Otx1,Zfp251
Ntf3,Zfp933,Atg4d,Dbp,Adh1,Tmem196,Eif2c2,Ppp2r1b,1110038D17Rik,Arap1,Gpr174,Gramd4
Zfp563,Mrgprf,Fam132a,Slc43a3,Smg1,Cks2,Serp1,Khdrbs2,Ahcyl1,Fmnl3,Foxn2,Rasl12
Clip1,Shank3,Cpe,Ppp1r13b,Timp2,Zgpat,Aip,Cacna1a,Dazap2,Gata5,Prkch,Spata30
Vdr,Klf9,Rb1,Sash1,Ing4,Crip1,Ptplad1,Prdx3,Spink5,Kcnip4,Ahctf1,Plce1
Sel1l,Sfrp4,Ing1,Myof,Dbndd1,Cldn5,3010026O09Rik,Plin1,Arap1,Itga6,Trpm7,Gpr157
Hoga1,Adrbk2,Angpt1,Ndufaf1,H1f0,Nrbp1,Tbc1d24,Tmx1,Scamp3,Ptk2b,Zfp947,Zfp598
Hdac11,Pgr,Dnaja1,Nhsl1,Klf15,Kcnd2,Papola,Large,Dusp12,P2ry10,Hsp90aa1,Rad21
Tex29,Pdk4,Ssbp4,Vsig2,Chi3l7,Pim1,Rbm3,Ulk1,Krcc1,Apobec2,Plcd4,St3gal5
Csdc2,Pld6,Svep1,Mkl2,Zcchc24,Mrgprh,Slc7a11,Rab11fip4,Smc5,Bpifa1,Hdac4,Vgll3
Nat6,Hoxb7,Olfr1246,Ndufaf3,Atp6v0e,Aldoa,Psmf1,1110038D17Rik,Hist1h2bm,Vdac1,Mgea5,Tmem216
Dgkb,AB041803,Pde4b,Fgfrl1,2310033P09Rik,Ptgs1,Hhip,Ahcyl1,Gpcpd1,Grpel1,Cd8a,Dgcr8
Slc1a3,Itfg1,Stxbp2,Hspb1,Gramd3,Ggt5,A630007B06Rik,Cacnb3,Shprh,C78339,Adh1,Prpf6
Ank1,Msto1,Lgals12,Coro1b,Zfp467,Ppp1ca,Slc16a1,Dazap2,Lsr,Ciita,Trim14,Npas2
Sub1,Mprip,Shb,Fech,Mmp14,Csdc2,Trub1,Arap1,Ptcd3,Rhbdl3,Pdxk,Myo10
Adap2,Fermt2,Gpr19,Rpusd2,Serpinb1a,Tmem198b,Acss3,BC030499,Phka1,Krt23,Timp2,Malt1
Gfra2,Slc12a2,Fndc5,Rrp8,Sdccag8,Thap2,Gstm4,Pzp,Smarca4,Cacna1d,Prkd2,Slco2b1
Tor1aip2,2310022B05Rik,Usp2,Kcnj6,Rapgefl1,Atg9a,Klrb1,Dusp12,Alkbh4,S1pr3,Arid4a,Slc2a3
Bhlhe41,Mtap7d2,Smc4,Mrpl51,Tpx2,Dnahc17,Wfdc8,Clip4,Rad51l3,Pcsk6,Zbp1,Pdhb
Ptprd,Kpna4,Muc15,Arntl,Smpd4,Cnst,Gramd4,Plac9,Usp6nl,Mamdc2,Tsen34,Nfic
Susd4,Tapt1,Emp1,Abca1,Chd9,Adap2,Spata30,Itga6,Arf6,Cby1,Glb1l2,Sema5a
Tinagl1,3110052M02Rik,Bend7,Myh10,Grik5,Naa40,Plce1,Tmem169,Nars2,Tarm1,Tnfrsf21,Dbp
Mterf,Nanp,Sesn3,P4ha1,Ptprt,Tor1aip2,Cenpb,Luc7l3,Stk38,Arhgef15,Mmp14,Fastkd1
Ctsd,Kcnc4,Grtp1,Zfp286,Eef1a2,Bhlhe41,Hs1bp3,Gpcpd1,Sertad1,Anxa7,Fgd4,Sash1
Alkbh7,Pik3r3,Csrnp1,Spen,Bcas1,Bloc1s5,Abcc1,Tex24,Lman2,B4galt2,Dopey1,Slc7a8
Hmga2,Nfkbia,Osgin2,Atad2,Crim1,Mtdh,Hinfp,Fabp4,Rqcd1,Ivd,Dusp6,1810011O10Rik
4831426I19Rik,Sdc2,Cdc25b,Nup93,Tnfsf12,Hnrnpd,Zdhhc16,Lsr,Srprb,Fam116b,Il4ra,Pcdhb21
0610009B22Rik,Tbk1,Ssxb3,Apln,Zfp956,Tgm2,Ubash3b,Phka1,Zfp78,Rsad1,Eml4,43165
Aldh9a1,Uba6,Hpgd,Wfdc18,Calr,Tinagl1,Phactr4,Apex2,Hlcs,Leo1,Asb15,Coro1b
F3,Gja1,Pex5,Rnpep,Lfng,Mterf,A230046K03Rik,0610007P14Rik,Atxn3,Rabepk,Ly75,Wee1
Clcn2,Nhp2,Col6a2,Wdr1,Lrrc49,0610037L13Rik,Cd209b,Apobec2,Cby1,Plcg2,Galntl4,Mrpl51
Tbc1d13,Mthfr,Slc25a17,Eri1,Rab31,Mapk14,Skiv2l2,Smarca4,Abcg5,Cyb561,Antxr2,Snrnp25
Piga,Pla2g4a,Hoxc5,Ehd2,Celf1,2310030G06Rik,Pacs1,Lbr,Eif2s3x,1110008P14Rik,Hhipl1,Arntl
Upp2,Slc41a1,Ddrgk1,Ogn,5730419I09Rik,Ap1g1,Olfr984,Arf6,Zmiz1,Htr6,A630033H20Rik,Adamts16
Sirt3,H2-T22,Tbck,Oxnad1,Acot11,Itga1,Tmem167b,Nars2,Afm,Dpp9,Psg25,Arl2bp
Dap,Dync1li1,Rab35,Specc1,Ccdc122,0610009B22Rik,Hbs1l,Stk38,Fbxo38,Tert,Crim1,Sntg2
Slc38a3,Zfyve1,Rhoj,Mcam,Tnr,Letmd1,Dbp,Lman2,Anxa7,Casp8,Zfp956,Abca1
Lsm11,Pou6f1,Hrasls,Kctd3,Cnpy1,Aldh9a1,Sash1,Rqcd1,Magohb,Tacc2,Calr,P4ha1
Armcx4,Irak2,Fam107a,Rnase1,Rbm3,F3,Sdhaf1,Sft2d3,Ivd,Loxl4,Fnbp1l,Ggcx
Tsen15,Dcaf8,Cd24a,Gm129,Lta4h,Clcn2,Ndufaf1,Srprb,Ciz1,Abca8b,Alpk2,Mup5
Ankrd13a,Arhgap24,Art1,Sfpq,4933432B09Rik,Ptgfr,Nhsl1,Sp4,Cask,Rabgap1,Klrb1b,Pigo
Acadsb,Nepn,Tm4sf1,Zic1,Nlk,Ptger4,Ercc6l,Alg2,Ttc17,Tmem63b,Haus2,Tob2
Ift80,Prdx5,Pdgfa,Arfgap1,Slc16a1,Adcy4,Tomm40l,Ntn4,Bre,Penk,Ppp6r3,Npy5r
Cadps,Dusp19,Usp24,Sh3bp5,Laptm5,Iscu,Igsf8,Cacna1d,Psmd11,Ppl,Ubc,Apln
Prnp,Abca9,Themis3,Bmyc,9430020K01Rik,2010011I20Rik,Pcdhb21,S1pr3,Fam116b,Wwp2,Cdh15,Plcl1
Fbxl21,Alyref,Adamts5,Mblac2,Gstm4,Gpi1,Akr7a5,Tha1,Rsad1,Fam20a,Eif2c2,Rgs7bp
Shq1,Stx6,Scimp,Cyld,Nufip2,Arhgap12,Ndufaf3,Eif2s3x,Lrp12,Pcyt1a,Swap70,Tmem120a
Mcart1,Pole4,Cyyr1,Hlf,Heatr5a,Mtmr4,Fgfrl1,Nexn,Nfix,Lmod2,Zmym6,Tuba1b
Myh11,Creld2,Mtor,Tubd1,Ccdc123,Armcx4,Hspb1,Zmiz1,Dclre1c,Kcnj10,Serp1,Ints2
Ppp2ca,Pcbp2,Bri3bp,Sdf2l1,Lbh,Tsen15,Pik3cb,Afm,Leo1,Ubxn2a,Zfp445,Sumo2
Rnf19b,Foxn2,Zfp692,Zfp462,Tmem242,Ankrd13a,Afmid,Anxa7,Rabepk,Homez,Car8,Rras2
Col4a3bp,Ahctf1,Slc25a1,Scara3,Gramd4,Spock2,Etfb,Slc6a20a,1110008P14Rik,Lnp,3010026O09Rik,Fcgr4
Gpam,6430573F11Rik,Tbl1x,Tmem204,Plce1,Atf1,Rrp8,Mga,Dpp9,Card10,Efemp1,Prodh
Akap9,Smarcd2,Arrdc3,Plxdc2,Aspa,Aktip,Stt3b,Cask,Ghitm,Med24,Btk,Snx33
Grin3a,Bzw1,Zfand6,Adamtsl1,Ptprf,Pot1a,Fam198a,B3gnt8,Pomp,Zbtb16,Akap13,Col4a2
Crym,Rab32,Mapre2,Steap3,Ccdc134,1810013L24Rik,Psmb3,Nol11,Olfr77,Gsto1,G6pdx,Prtn3
H2-T23,Myo1c,Mib2,Map4k4,Apex1,Stk40,Arntl,Bre,Vipr1,Srr,Papola,Pdcl
Fkbp7,Gprasp1,Spcs2,Hist1h4h,Mtcp1,Palld,Tbc1d22b,Psmd11,Ndufa13,Rpl12,Ddx17,Crnkl1
Fndc3b,Hsp90aa1,Pank3,Arl4d,Gdf10,Fgd6,P4ha1,Rsad1,Tacc2,Hmgcll1,Zcchc2,Ston1
St3gal4,Lancl3,Osbpl6,Olfr1076,Tbxa2r,Prnp,Ggcx,Gorasp1,Loxl4,Nudt9,Pccb,Eif4g1
Arl5b,Ept1,Sprtn,Rasgrp3,Ccbl1,Shq1,Olfr870,Dclre1c,Golt1a,Ttl,Arrdc2,Kctd3
Dtx3,Hdac4,Rnf141,S100a16,Cxxc5,Srpk2,Idua,Leo1,Rxra,Zfp57,Fam73b,2700089E24Rik
Ifi47,Adh1,Wdr81,Plekhf1,Ncor1,Traf2,Plcl1,Pcyox1l,Gm2a,Gm14296,Rbp4,Fam117a
Cbr4,Pdxk,Ypel2,Med7,Npas2,Rnf19b,Wfdc18,Plcg2,Mest,Cux1,Lbh,Mmp15
Ctnnb1,Tmtc1,Slc6a6,Tmem20,Myo10,Tmem184c,Rnpep,Rfc1,Cenpl,Fam101b,Gramd4,Fcrls
Klf9,Fbxo31,Dlc1,Cacybp,Marcksl1,Gpam,Zcchc8,Rab1,Abca8b,Ptprm,Mul1,Zmym4
Eci1,Klf15,Galt,Col12a1,Skiv2l2,Aqp8,Tuba1b,Ghitm,Tmem63b,Tnik,Faim3,Gm129
Frmpd4,Fubp3,Sec23b,Ebag9,Elovl7,Ubl3,Wdr1,Hrasls5,Dcakd,4930523C07Rik,Cpb2,Sec16b
BC025920,Pkd1,Tmem214,Vwc2l,Sema5a,Lclat1,Eri1,Loxl4,Ppl,Tnfrsf13c,Ccdc134,Jag2
Gja5,Tmem14c,Efcab4a,Ggps1,Fzd1,Cdv3,Cstf3,Creg2,Ndufb2,Chkb,Pml,Ick
Plxnc1,Zcchc24,Cd209f,Hip1,Dbp,Yeats4,Zfp939,Gtf2h5,Wwp2,Gm5887,Bcar3,Gm5460
Uba5,Rin2,Podxl,Rnh1,Ache,Rasip1,Cdkal1,Abca8b,Tmem56,1700101G07Rik,Apex1,Sh3bp5
Pdk4,Kansl3,Epb4.1l2,Gm410,Raver1,Mtfmt,Gbp9,Rabgap1,Fam20a,Otud1,Adamts3,Tead4
BC022687,Zfp467,Gfpt2,Nipsnap3b,Sash1,Zdhhc7,Oxnad1,Nlrx1,Zfat,Camsap1,Arl6ip1,Hlf
Pld6,Mmp14,Klb,Lrp8,Sdhaf1,Ndel1,Id3,Tmem63b,Pcyt1a,Lad1,Tec,Tubd1
Enpp7,Slmo1,Olfr488,Rfwd2,Iqgap2,Cep68,Nyap2,Penk,Lmod2,Itgb3,Ppp1r3c,Anxa2
Ei24,Hgs,Zxdc,Ifit3,Myof,Med1,Nsg1,Wwp2,Ubxn2a,Rsph1,Prdm2,Txndc9
Samd5,Agpat6,Dnajc8,1700052N19Rik,Mkl2,Unc119b,Pdcl,Tmem56,Slc25a37,Timm8b,Kif16b,Abcc10
Fut8,43164,Phf20,Htr1b,Hspa12a,St3gal4,Mcam,Fam20a,Homez,Itgb2l,Samd4,Zfp462
Arpp19,Hspa8,Gfra1,Klf5,Prmt1,Men1,Mif,Pcyt1a,Lnp,Agpat4,Cxxc5,Marcks
Dock1,Galntl4,Peli2,Psmb8,Hspb1,Gsta4,Ggt7,Kcnj10,Erlin2,Atic,Stat4,Map2k7
Fermt2,Grik5,Krt18,Nrarp,Slc9a7,Itpk1,Fasn,Gpr35,Zbtb26,Rbmx,Npas2,Dock11
2310022B05Rik,Tmem38b,Bclaf1,Hist1h2be,6720456H20Rik,Lrig1,Sp1,Ubxn2a,Card10,Ivl,Sema3d,Ophn1
Pdzrn3,Hhipl1,Ngfrap1,Sgk3,Coro1b,Iars2,Rpn2,Lnp,Med24,Gm889,Add3,Glul
Nanp,Efnb2,Dtx2,Wasl,Ccdc85b,Zfp820,Gm129,Erlin2,Srr,Triobp,Myo10,Map4k4
Hao2,1600027N09Rik,Eif4b,Adck3,Wee1,Sppl2b,Sfpq,Zbtb26,BC024978,Gabrp,Csrp3,Wdr36
Vkorc1l1,Rbm45,Eif3g,Lingo2,Fam198a,Mreg,Bmyc,Card10,2210016F16Rik,Plcb4,Zfp512,Emg1
Cd5l,Tnfsf12,Evl,Pcolce2,Psmb3,Spr,Cyld,Med24,Arhgap21,Fcer2a,Tmem167b,Col4a1
Uba6,Calr,Olfr1079,Islr,Arntl,Kpna3,Mical1,Fam160a2,Esr1,Ncstn,Sema5a,Rasl11a
Tia1,Aacs,Adra1a,H2-Q7,P4ha1,Klf9,Tubd1,Ap3b1,D2hgdh,Mtus2,Irf4,Cbx7
Art3,Lrrc49,Tceal8,Ccng1,Ggcx,Lrpprc,Gpr30,Srr,Nudt9,Ptges3,Dbp,Rev1
Lpcat3,Ifrd2,Serpinb9,Plin4,Irf1,Efhd1,Lypd6,Esr1,Klhdc7a,Klf7,Slc43a3,S100a16
4930420K17Rik,5730419I09Rik,Fgfr1op,Zbtb22,Mblac1,Epha4,Sdf2l1,Prkg1,Snrpb2,Fam132a,Sash1,Fktn
Cited1,Zmym6,Uba3,Adck2,Spen,Pdk4,Smyd2,Camsap2,Gm14296,Ccdc101,Gtl3,Dtx1
Cyr61,Serp1,Plxna2,Itih5,Ncoa4,Atp5j2,Fam177a,Pkn2,Inhbb,Dpy19l3,Slc7a8,6230427J02Rik
Htra3,Gabre,Cars,Tgfbr3,Cyp2t4,Fgl2,Atp6ap2,Fam101b,Pkn2,Nop56,Dusp7,Mapkapk2
Acp5,Efemp1,Hif1an,Rps4y2,Plcl1,Fut8,Map2k7,Nktr,Vmo1,Ing1,Tomm40l,Commd6
Egflam,Tbc1d24,Cpeb2,Usp45,Rgs7bp,AB041803,Fam155a,Chic1,Cecr5,Taf4b,Prmt1,Acy3
Phldb1,Peg3,Tsc22d3,Atp6v1d,Eri2,Xbp1,2510002D24Rik,Tnfrsf13c,Chic1,Svep1,Nav2,Cys1
Slc41a1,Gmcl1,Abcg2,Asxl3,Tuba1b,Mfhas1,Snapc3,Nup205,4930523C07Rik,Il1r1,Uck2,Nt5c2
H2-T22,Pdzd2,Rps6ka2,Prkdc,Wdr1,Srrm2,Adamtsl1,Tmem248,Chkb,Stxbp2,Cebpb,Cacybp
Pir,Papola,4922501C03Rik,Ppil6,Srebf2,Fbln2,Ap2s1,Gm5887,Nup205,Il1rn,Vav1,Rad50
Irak2,4933406P04Rik,Pgap1,Mboat1,Eps8,Mprip,Rtel1,Pde3a,Tmem248,Fkbp15,H2-Oa,M6pr
Zfp521,Slc16a1,Cse1l,Grin2b,Cdkal1,Fyn,Yipf2,Cxcl10,Gm5887,Mxra7,Bmp2,Cnnm3
1700011I03Rik,Trabd,Pdlim3,Thnsl1,Prodh,Fermt2,Begain,Lad1,Puf60,Aoc3,Il2rg,Tgoln1
Prdx5,Irak3,Sh3rf2,Hydin,Brd9,2310022B05Rik,S100a16,Zfp738,Dhx35,Tpcn2,Ccdc85b,Xpnpep3
Dusp19,Pccb,Col1a2,Drp2,Specc1,D10Jhu81e,Grid1,Eif4ebp2,Cyp2d37-ps,Rps12,Rpp38,Dctd
Thbs1,Rbm22,Marveld1,Sacs,Pdcl,Pdzrn3,Timm17b,Aif1l,Cxcl10,Actl11,Wee1,Tubb5
Abca9,Fam73b,Scn2a1,Golph3,Mcam,Map3k4,Zfyve19,Ccrn4l,Lad1,Tle3,4931414P19Rik,Hist1h2be
Naprt1,H2-Q6,Slc10a5,Clec12a,Fasn,Tmem50a,Adrm1,Timm8b,Rab5a,Erich1,Tgif1,Clcn4-2
Pole4,Rbp4,Hey2,Llph,Polr1b,Spna2,Nt5c2,Gmps,Tubb1,C1qtnf2,Arntl,Sgk3
Vmn1r206,Gramd4,Tnfrsf1a,Slco3a1,Rpl6,A730020M07Rik,Igsf9,Greb1l,Ccrn4l,Ccdc108,P4ha1,Popdc2
Pcbp2,Mul1,Lama4,Bmp6,Gm129,Uba6,Cacybp,Ola1,Timm8b,Bcas3,Ggcx,Timm23
