ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
,,,,,,,Nck1,Trim21,4833420G17Rik,,
,,,,,,,Hspa2,Smarcd3,Paqr4,,
,,,,,,,Neurl3,BC026590,Fcrl1,,
,,,,,,,2700060E02Rik,Tomm40,Rhbdf1,,
,,,,,,,Hnrnpf,Trappc9,Tns1,,
,,,,,,,Ndufs4,Slc4a4,Net1,,
,,,,,,,Cul4b,Meiob,Mpzl3,,
,,,,,,,Pde7b,Chrnb2,Pabpc4,,
,,,,,,,Map4k3,Mrps36,Rhov,,
,,,,,,,Arid5b,Plcg1,Bach2,,
,,,,,,,Vamp7,9130409I23Rik,Mpv17l,,
,,,,,,,Wbscr28,Ap4m1,Itgal,,
,,,,,,,Tmc6,Bop1,Gm10774,,
,,,,,,,Parvb,1110059E24Rik,Snx18,,
,,,,,,,Tulp1,Hmgcs2,Armc5,,
,,,,,,,Kcns1,Hes1,Acer2,,
,,,,,,,Smo,Sh3d19,Slc38a5,,
,,,,,,,Taf2,Mapk15,Cxcl12,,
,,,,,,,Defb1,Carhsp1,Gm10590,,
,,,,,,,Mapre1,Rbm33,Usp21,,
,,,,,,,Pla2g7,A430107O13Rik,Cstb,,
,,,,,,,Pdss2,Olig1,Rps6kc1,,
,,,,,,,Zfp955a,Csnk2a1,Slc7a2,,
,,,,,,,Mmgt1,Atp5g1,Mov10,,
,,,,,,,Ppp1r2,Aff4,Exosc5,,
,,,,,,,Cml1,Zfp763,Pik3ap1,,
,,,,,,,Tlr3,Trpc6,Ern1,,
,,,,,,,Hpn,Fbxw8,Nat8,,
,,,,,,,Plekhg6,Thap4,Eps15l1,,
,,,,,,,Crip2,Mrpl16,Tmcc2,,
,,,,,,,Ccne1,Atp5b,Agfg1,,
,,,,,,,Slc17a9,Agmat,Myadm,,
,,,,,,,Bmp3,Stom,Rnf114,,
,,,,,,,Cand2,Capn2,Tnfaip8l1,,
,,,,,,,Hlx,Pi4k2a,Serf1,,
,,,,,,,Sipa1l1,Gnl3,Hpse,,
,,,,,,,A4galt,Pdcd2,Nr1d1,,
,,,,,,,Ociad1,Prickle1,Pnmal2,,
,,,,,,,Klhdc3,Sipa1l2,4930451G09Rik,,
,,,,,,,Mapk8,Ift52,Stau1,,
,,,,,,,Zfyve21,Bcar1,Wdsub1,,
,,,,,,,Car11,Zfp157,Zfp334,,
,,,,,,,Heca,Clec4g,Calm2,,
,,,,,,,Slit2,Fam172a,1300001I01Rik,,
,,,,,,,Mtx3,Mrps2,Cldn14,,
,,,,,,,Olfr960,Mpp1,Arhgap4,,
,,,,,,,Cul5,Psmb7,Gm9936,,
,,,,,,,Serping1,Pcsk4,Hivep2,,
,,,,,,,Asxl1,Osbpl1a,Arhgap25,,
,,,,,,,Sectm1a,Iars,Son,,
,,,,,,,Pdzk1,Pitpnm2,Vegfc,,
,,,,,,,BC017643,H2afy,Gab2,,
,,,,,,,BC002059,Rabggta,Fus,,
,,,,,,,Bicd1,Pgrmc2,Cd3eap,,
,,,,,,,Abca7,Dock6,Gpihbp1,,
,,,,,,,Hdac3,Sox4,Naca,,
,,,,,,,Hecw2,Glrx2,Dock9,,
,,,,,,,Sspn,Alkbh8,Dsp,,
,,,,,,,Sap18,Flywch1,Dhrs7b,,
,,,,,,,1500003O03Rik,Mrps21,Cttnbp2,,
,,,,,,,Lcor,Plekha1,Stard8,,
,,,,,,,Glis1,Ak4,Dsn1,,
,,,,,,,Trerf1,Lancl2,Abcf3,,
,,,,,,,Olfm1,Cyp2j12,Slc4a5,,
,,,,,,,Stard5,Glipr2,Secisbp2l,,
,,,,,,,Slc26a6,Slc2a2,Npc1,,
,,,,,,,Mettl14,Eps8l2,Cx3cl1,,
,,,,,,,Sft2d2,Rcc2,Gnrh1,,
,,,,,,,Ppid,Stat5a,Chd7,,
,,,,,,,Fgf14,Maged1,Pla2g16,,
,,,,,,,Pfdn2,Aldh7a1,Ccng2,,
,,,,,,,Exoc5,Rpusd4,Arhgef38,,
,,,,,,,Fgfr4,AW549877,Nup210,,
,,,,,,,Nbas,Slco2a1,Snx3,,
,,,,,,,Chrnb1,Brca1,Celsr1,,
,,,,,,,Sco1,Ctnnd1,Tdrd5,,
,,,,,,,Tuba4a,1110057K04Rik,Fam165b,,
,,,,,,,Sectm1b,Def8,Denr,,
,,,,,,,Sptlc2,Hltf,Pfkfb4,,
,,,,,,,Gria4,Spnb2,Enox2,,
,,,,,,,Fam3c,C1rl,Spns2,,
,,,,,,,Pdcd4,Gm9931,Card9,,
,,,,,,,Pvrl3,Acot2,Bax,,
,,,,,,,Thumpd3,D630037F22Rik,Magi1,,
,,,,,,,Stip1,Prpf8,D130062J21Rik,,
,,,,,,,Ddx4,Cyp39a1,Fzd6,,
,,,,,,,Mob3b,Bcr,Cuedc1,,
,,,,,,,Eprs,Vrk2,Mtss1l,,
,,,,,,,Auh,F8,Mx1,,
,,,,,,,E030030I06Rik,Prkaa2,Col6a3,,
,,,,,,,Sphk1,AA474408,Usp36,,
,,,,,,,Fga,Fabp7,Kiss1r,,
,,,,,,,Idh3a,Sez6l2,Psmg4,,
,,,,,,,Esm1,Pim3,Nr3c2,,
,,,,,,,Pla2g2c,Atp6v1g1,Ano7,,
,,,,,,,Meis2,Iyd,Pkd2,,
,,,,,,,Foxred2,Zfyve20,Gdap2,,
,,,,,,,Spopl,Fam122a,Osbpl11,,
,,,,,,,Znf512b,Prelid1,Id1,,
,,,,,,,Lrrc8b,Cobl,Rasgrp4,,
,,,,,,,Nox4,Rsad2,Tmprss13,,
,,,,,,,Senp7,Diablo,Slc2a13,,
,,,,,,,C1galt1,Fgg,Hspa1l,,
,,,,,,,Dusp9,Rufy1,Clec4a1,,
,,,,,,,Stx17,Slmo2,Mettl21e,,
,,,,,,,Gm10451,Ly6c1,Cyp2d12,,
,,,,,,,Fam84a,2210009G21Rik,Lrrc32,,
,,,,,,,Kank4,Glyctk,Sox11,,
,,,,,,,Cops4,Wdr19,Cog5,,
,,,,,,,Prom1,Arhgap26,Ppargc1a,,
,,,,,,,Ampd3,Cd59b,Chn1,,
,,,,,,,Sgpp2,Gbp3,Fam184a,,
,,,,,,,Rbm14,Dock7,Lyve1,,
,,,,,,,Fam35a,Cyb5r3,4833439L19Rik,,
,,,,,,,D9Ertd402e,Dydc2,Tex264,,
,,,,,,,Etaa1,Rtn4rl1,Upk3b,,
,,,,,,,E130309D02Rik,Gys2,Hfe2,,
,,,,,,,Tbrg4,Rab12,Shfm1,,
,,,,,,,Ogdh,Plekhg5,Ccdc17,,
,,,,,,,Pom121,Trp53i13,Cyb5,,
,,,,,,,Noxo1,Psmg2,Ccm2,,
,,,,,,,Dhx29,Slc34a2,Ryk,,
,,,,,,,BC005764,Avpr1a,Ptprh,,
,,,,,,,Nrg4,Ctps2,Adam17,,
,,,,,,,Fndc3a,Herpud2,Kat8,,
,,,,,,,Lamp2,Traf3ip2,Col3a1,,
,,,,,,,Cltc,Dbi,Gatad2a,,
,,,,,,,Atp6v0d2,Arih2,Cd72,,
,,,,,,,Rif1,Cdh5,Zfp872,,
,,,,,,,Zfp940,Zfp353,Trmt10b,,
,,,,,,,Plekhg2,Fdps,Tfrc,,
,,,,,,,St6galnac2,Ralgps1,Defb28,,
,,,,,,,Tfap2b,4930562F07Rik,Cyp2b13,,
,,,,,,,Rbm34,Tpcn1,Fcgr1,,
,,,,,,,Arl8a,Fam82a2,Hpse2,,
,,,,,,,Ap2m1,Gtf2h2,1700003F12Rik,,
,,,,,,,Kifap3,Creld1,Pecam1,,
,,,,,,,Klk1b4,Narg2,Slc45a3,,
,,,,,,,Plcxd2,Serpina6,Rassf5,,
,,,,,,,Sppl2a,Prps1,Slc25a14,,
,,,,,,,Armcx3,Ipo7,Inpp5a,,
,,,,,,,Yes1,Dscr3,Cox4i1,,
,,,,,,,Wdr16,Tab2,Ppp2r2c,,
,,,,,,,Asf1a,Ddx58,Ift27,,
,,,,,,,1190002H23Rik,Ankrd40,B3gnt5,,
,,,,,,,Arsk,Gm10447,Mid2,,
,,,,,,,Anp32a,Hspa2,Tdrd3,,
,,,,,,,Bnip3,Mcm3,Gm10874,,
,,,,,,,Spop,Med12,Klra9,,
,,,,,,,Eif1ax,Gjc3,Yeats2,,
,,,,,,,Plaur,Pdss1,Rnft1,,
,,,,,,,Pgp,Neurl3,Spon1,,
,,,,,,,Aadac,Pole2,Scd2,,
,,,,,,,4930503L19Rik,2700060E02Rik,Ramp2,,
,,,,,,,Slc22a6,Cox15,Mmp9,,
,,,,,,,Ttc30a1,Hnrnpf,St6galnac3,,
,,,,,,,Cryl1,Hist1h1d,Klhl21,,
,,,,,,,Agk,Ndufs4,3110062M04Rik,,
,,,,,,,Lsm14a,Pde7b,Ccdc19,,
,,,,,,,Kif21a,Timm17a,Pgam2,,
,,,,,,,Adamts18,Clk3,Srrt,,
,,,,,,,Pex7,Tmc6,1810037I17Rik,,
,,,,,,,Ctage5,Ttc9,Hdlbp,,
,,,,,,,Mtss1,Axin2,Ttll11,,
,,,,,,,Krt8,Atg16l2,Nmnat2,,
,,,,,,,Osbp,Smo,Trak1,,
,,,,,,,Cct8,Gramd1c,Sdr39u1,,
,,,,,,,Klf1,Defb1,Pik3cd,,
,,,,,,,Guf1,Mapre1,Gpr135,,
,,,,,,,Sgms2,2410001C21Rik,Cbs,,
,,,,,,,Gbe1,Dph3,Ptgis,,
,,,,,,,Cand1,9430023L20Rik,Gcnt7,,
,,,,,,,Pds5b,Rfwd3,Aim2,,
,,,,,,,Pced1b,Zfp955a,Cyp3a13,,
,,,,,,,Bcl2,Mmgt1,Cyth1,,
,,,,,,,Angptl4,Ppp1r2,Tspan18,,
,,,,,,,Rnf125,Alpl,Tbc1d9,,
,,,,,,,Polr2a,Mapkapk3,Gm17657,,
,,,,,,,Srp72,Mrpl42,Ppy,,
,,,,,,,Gpr146,Rdbp,Ctif,,
,,,,,,,Hnrpdl,Rap1gap2,Sharpin,,
,,,,,,,Psmb9,Crip2,Fam120c,,
,,,,,,,Zfp53,Ccne1,Heyl,,
,,,,,,,Sumo1,Slc17a9,Polr3h,,
,,,,,,,Manf,Brd8,Mmp23,,
,,,,,,,Aebp1,Zfp101,Qsox1,,
,,,,,,,Exosc8,Msra,Tatdn3,,
,,,,,,,Cd200,Sipa1l1,Tmem160,,
,,,,,,,Igfbp4,Sike1,Nup155,,
,,,,,,,Zfr,Klhdc3,Dpysl3,,
,,,,,,,Gm10000,Heca,Mospd2,,
,,,,,,,Mtx1,Mtx3,Rcan2,,
,,,,,,,Syt11,Psmg1,Mrpl49,,
,,,,,,,Sgce,Acin1,Slc8a1,,
,,,,,,,Ints7,Lars,Tmc8,,
,,,,,,,Cd93,D15Ertd621e,Sardh,,
,,,,,,,Spata24,Hist1h2bg,Cdkl5,,
,,,,,,,Aph1a,Atp6v1f,Lpin2,,
,,,,,,,Gjb1,Lcor,Tjp1,,
,,,,,,,Casp8ap2,Slc9a1,A430078G23Rik,,
,,,,,,,Gba2,Stard5,Mknk1,,
,,,,,,,Wdr85,Slc26a6,Arhgef2,,
,,,,,,,Rcbtb1,Mettl14,Morn1,,
,,,,,,,Tfpi2,Lgals8,Dok4,,
,,,,,,,Gm10417,Ppid,Klra3,,
,,,,,,,Supt16h,Lzts2,Zfand2a,,
,,,,,,,Wfdc17,Vars,Pdgfrb,,
,,,,,,,Palm3,Suv420h2,Limk1,,
,,,,,,,Fcamr,BC017647,Rnf168,,
,,,,,,,Irf2bp2,Rnf170,Asna1,,
,,,,,,,Oplah,Nr2c2,Mthfd1l,,
,,,,,,,Ngly1,Cat,Slc46a1,,
,,,,,,,Hsf1,Zfp2,Atp2b2,,
,,,,,,,Rap1gds1,Usf2,Gstm6,,
,,,,,,,Hebp1,Snap47,Fermt1,,
,,,,,,,Vsnl1,Tuba4a,Cpa3,,
,,,,,,,Coil,Lrrfip1,Amph,,
,,,,,,,Dtx4,Sptlc2,Fkbp9,,
,,,,,,,Glce,Pdcd4,2310008H04Rik,,
,,,,,,,Otub2,Pvrl3,Lig3,,
,,,,,,,Ccl19,Stip1,Adh5,,
,,,,,,,4930578G10Rik,Nudt13,Mef2d,,
,,,,,,,Tox3,Auh,Tcea2,,
,,,,,,,Trub2,Cilp,Maff,,
,,,,,,,Cpped1,Fga,Tlr1,,
,,,,,,,Thada,Esm1,Megf8,,
,,,,,,,Snx32,Gca,AI661453,,
,,,,,,,Taf1b,Tm4sf4,D10Bwg1379e,,
,,,,,,,Rsc1a1,Meis2,Sftpa1,,
,,,,,,,Rhcg,Znf512b,Wipi2,,
,,,,,,,St5,Pcdh7,BC067074,,
,,,,,,,C7,Mbd5,AA415398,,
,,,,,,,Pafah2,Ccl27a,Vnn3,,
,,,,,,,St13,Lrrc8b,Plbd1,,
,,,,,,,Gna13,Nox4,4930471M23Rik,,
,,,,,,,Sat2,2900010M23Rik,Nfya,,
,,,,,,,Rabep1,Fam84a,Dock5,,
,,,,,,,4833420G17Rik,Tet2,Sgtb,,
,,,,,,,Paqr4,Parp11,Rad9,,
,,,,,,,Fcrl1,Bsdc1,Sf3b1,,
,,,,,,,Zfp410,Cox8a,Cngb1,,
,,,,,,,Ppp2r2a,N4bp2l1,Cdc23,,
,,,,,,,Spnb1,Cmtm8,Gins4,,
,,,,,,,Net1,Ssna1,Gngt2,,
,,,,,,,Rhov,Rwdd1,Acta2,,
,,,,,,,Bach2,Rce1,Ppa1,,
,,,,,,,Myg1,Fam35a,Slc15a1,,
,,,,,,,Pde7a,Pde6c,AI182371,,
,,,,,,,Itgal,Rgs2,Prss33,,
,,,,,,,Efr3a,D9Ertd402e,Gdpd2,,
,,,,,,,Rala,Gm382,Traf1,,
,,,,,,,Snx18,Etaa1,Phc1,,
,,,,,,,Taf12,Mageb1,Mcf2l,,
,,,,,,,Cxcl12,Cdca7,Epm2a,,
,,,,,,,Gm10590,Pex26,Pde3b,,
,,,,,,,2700097O09Rik,Dhx29,Nxt2,,
,,,,,,,Pcnx,Nrg4,Cdc7,,
,,,,,,,Tamm41,Xkr4,43345,,
,,,,,,,Ube2b,Dand5,Lin54,,
,,,,,,,Cstb,Zfp940,Trpt1,,
,,,,,,,Slc37a4,Srek1ip1,Ust,,
,,,,,,,Kir3dl2,Itsn1,Chst12,,
,,,,,,,Mov10,Safb2,Shisa5,,
,,,,,,,Cep135,Smndc1,Pnp,,
,,,,,,,Ttpa,Ppp2r3c,Trpc2,,
,,,,,,,Ric8b,Fyb,Lrp4,,
,,,,,,,Hrh3,Chchd6,Fgfr3,,
,,,,,,,Nat8,Arl8a,Prss22,,
,,,,,,,Prpsap2,Ap2m1,Tlr7,,
,,,,,,,Elovl2,Cyp8b1,Lbp,,
,,,,,,,Stam2,Kifap3,Syn3,,
,,,,,,,Eps15l1,Aimp1,Rps24,,
,,,,,,,Copb1,Kifc2,Osbpl10,,
,,,,,,,Dnajc28,Erc1,Fam65b,,
,,,,,,,Gm5129,Gm4070,Radil,,
,,,,,,,Ppm1j,Klk1b4,Ankrd12,,
,,,,,,,Myadm,Ythdf2,Sh3rf1,,
,,,,,,,Tex9,Sppl2a,Cbr3,,
,,,,,,,Ncapd2,Slc36a1,Vwa5b1,,
,,,,,,,Serf1,A830093I24Rik,Tbc1d8,,
,,,,,,,Nr1d1,Nacc2,Klri2,,
,,,,,,,Rbm38,Nsmce1,Gm5828,,
,,,,,,,4930451G09Rik,Zc3h4,Phf21a,,
,,,,,,,BC018507,Traf5,Wdr52,,
,,,,,,,Wdsub1,Anp32a,Sepsecs,,
,,,,,,,Kcnh4,Cphx,Scarb1,,
,,,,,,,Tbc1d12,Tkt,Gcn1l1,,
,,,,,,,Kdm5a,Pgd,Prr13,,
,,,,,,,Rabl2,Mat2a,Flt1,,
,,,,,,,1300001I01Rik,Bnip3,Pnrc1,,
,,,,,,,Srrm1,Serpina3m,Btrc,,
,,,,,,,Lars2,Eif1ax,Acss1,,
,,,,,,,Arhgap4,Pgp,Rgl1,,
,,,,,,,2610008E11Rik,Btnl9,BC100451,,
,,,,,,,Wdr78,Tax1bp3,Podn,,
,,,,,,,Son,Ccr5,Lman1,,
,,,,,,,Vegfc,Agk,Rhbg,,
,,,,,,,Gab2,Ctage5,Ccnd3,,
,,,,,,,Fus,Gata4,Retnlg,,
,,,,,,,Sypl2,Bst2,Ccdc9,,
,,,,,,,Smc3,Mtss1,Fkbp10,,
,,,,,,,Mrps22,Krt8,Ptpru,,
,,,,,,,Fam161a,Ddx11,Sfxn3,,
,,,,,,,Gpihbp1,Cct8,3110002H16Rik,,
,,,,,,,Dock9,Gpr155,Akr1b3,,
,,,,,,,Rab21,Klf1,Ndufa10,,
,,,,,,,Pik3ca,Sgms2,Tfdp2,,
,,,,,,,Med19,Obfc1,Zfp957,,
,,,,,,,Alg14,Gbe1,Smpdl3b,,
,,,,,,,Hps4,Gbp6,Tmem156,,
,,,,,,,Dsn1,Pced1b,Tmed8,,
,,,,,,,Slc4a5,Angptl4,Agfg2,,
,,,,,,,Secisbp2l,Sufu,Abhd11,,
,,,,,,,Rab3b,Rnf125,Sorbs1,,
,,,,,,,Acvr2b,Prrx1,Pigf,,
,,,,,,,Cul1,Ttll8,Plk2,,
,,,,,,,Fnip2,Gpr146,Neo1,,
,,,,,,,Phldb2,Adcy6,Myl9,,
,,,,,,,Gnrh1,Znrd1,Khk,,
,,,,,,,Myom3,Fxn,Elf4,,
,,,,,,,Sucla2,Rbmxl1,Gm10644,,
,,,,,,,Arhgef38,Hnrpdl,Entpd4,,
,,,,,,,Nup210,Tmem188,Lrrn4,,
,,,,,,,Snx3,Zfp53,Zfp708,,
,,,,,,,C8a,Zcrb1,D930048N14Rik,,
,,,,,,,Tdrd5,Grm5,Sbno2,,
,,,,,,,Lysmd3,Exosc8,Tmem132c,,
,,,,,,,Lpin3,Igfbp4,Cacna1g,,
,,,,,,,Spns2,Tubgcp3,Arap3,,
,,,,,,,Fam151b,Zfr,Cd19,,
,,,,,,,Snx29,Syt11,Fkbp8,,
,,,,,,,BC016423,Pde4c,Ankzf1,,
,,,,,,,Tekt5,Ints7,Slc25a29,,
,,,,,,,Bax,Cd93,Gm17353,,
,,,,,,,Magi1,Leng1,Gck,,
,,,,,,,Rock2,Gjb1,Dut,,
,,,,,,,Cuedc1,Srsf4,Chordc1,,
,,,,,,,Sec24c,St6galnac6,Pak4,,
,,,,,,,Habp2,Gba2,Hspg2,,
,,,,,,,Etnk1,Rcbtb1,Sh3tc2,,
,,,,,,,C1ql3,B3gat2,Treml2,,
,,,,,,,Oxa1l,Ido2,Acsl1,,
,,,,,,,Psen1,Tfpi2,Rps15,,
,,,,,,,Mical2,Wfdc17,Zfp454,,
,,,,,,,Ethe1,Ms4a15,Gstm2,,
,,,,,,,1110038F14Rik,Irf2bp2,Abca8a,,
,,,,,,,Limd2,Oplah,Lrat,,
,,,,,,,Gdap2,Ncl,Atg7,,
,,,,,,,Id1,Ngly1,Abl2,,
,,,,,,,Cct6a,Igfals,H2-Ab1,,
,,,,,,,Bag5,Dtx4,Pde2a,,
,,,,,,,Stk3,Tgfbr1,Klf13,,
,,,,,,,Krt72-ps,Otub2,Epb4.1l1,,
,,,,,,,Slc2a13,Szt2,Glt28d2,,
,,,,,,,Ppp4r1,Rnf149,Asxl2,,
,,,,,,,Camk2a,Snx4,Hsd17b4,,
,,,,,,,Siglec1,Topbp1,Tmem150a,,
,,,,,,,Hnrnpm,Cpped1,Eapp,,
,,,,,,,Esrra,Snx32,Mvp,,
,,,,,,,1700025E21Rik,Taf1b,Dab2ip,,
,,,,,,,Mpdz,Rsc1a1,Gpr182,,
,,,,,,,Dennd2d,St5,Dis3l2,,
,,,,,,,Cog5,Pafah2,Adamts15,,
,,,,,,,Fam184a,Eif1ad,Glb1,,
,,,,,,,Midn,St13,Hyal1,,
,,,,,,,Cyp1b1,Rpl7l1,Pcsk5,,
,,,,,,,4833439L19Rik,Gna13,Ap1s1,,
,,,,,,,Ifitm7,Naglu,Ahsa1,,
,,,,,,,Tex264,Unkl,Taf5,,
,,,,,,,Kcnt1,Cdk13,Atxn1,,
,,,,,,,Ywhaz,4833420G17Rik,Rapgef1,,
,,,,,,,Zfp329,Asrgl1,H2-Ke2,,
,,,,,,,Wdr3,Tns1,Mtch2,,
,,,,,,,Ryk,Net1,Rhoq,,
,,,,,,,Adam17,Pabpc4,Tc2n,,
,,,,,,,Csde1,Rhov,Acoxl,,
,,,,,,,Pcmtd1,Myg1,Cmah,,
,,,,,,,4933407H18Rik,Dnajc1,Igf2r,,
,,,,,,,Kat8,Pde7a,Msi2,,
,,,,,,,Gmds,Efr3a,Txndc16,,
,,,,,,,Calcoco1,Gm10774,Cyp2j9,,
,,,,,,,Picalm,2310046O06Rik,Ankrd16,,
,,,,,,,Capn7,Taf12,Sh2b1,,
,,,,,,,Slc16a9,Sct,4933433P14Rik,,
,,,,,,,Atad2b,Cxcl12,Sdhc,,
,,,,,,,Tfrc,Usp21,Kcna7,,
,,,,,,,Insc,Gm10762,Smc6,,
,,,,,,,Zfp759,Tamm41,Slc14a1,,
,,,,,,,Pecam1,Ube2b,Heatr1,,
,,,,,,,Inpp5a,Slc37a4,Rrp9,,
,,,,,,,Zfp236,Gimap9,Slc44a4,,
,,,,,,,Nab1,Slc7a2,Wipf3,,
,,,,,,,Slc16a14,Mov10,Cdkn1a,,
,,,,,,,Decr2,Slc22a13,Mtmr14,,
,,,,,,,Tdrd3,Pik3ap1,Gm6483,,
,,,,,,,Gata6,Pacrgl,Timm22,,
,,,,,,,Mau2,Ric8b,Plxdc1,,
,,,,,,,Rnft1,Nipsnap1,Dapl1,,
,,,,,,,Tspan14,Zcwpw1,Taf6,,
,,,,,,,Hhatl,Nat8,Tex11,,
,,,,,,,Scd2,Prpsap2,Npy1r,,
,,,,,,,1700016C15Rik,Pcp4l1,Zfp161,,
,,,,,,,Nav3,Stam2,Cep76,,
,,,,,,,St6galnac3,Dnajc28,Prkag3,,
,,,,,,,Klhl21,Capsl,Plod1,,
,,,,,,,3110062M04Rik,Agfg1,Ero1l,,
,,,,,,,Ipo9,Myadm,Myrip,,
,,,,,,,1810037I17Rik,Tub,Rab6a,,
,,,,,,,Tex28,Tnfaip8l1,Pdlim2,,
,,,,,,,Hdlbp,Zc3h6,Mrps18c,,
,,,,,,,Trak1,Sat1,Zfp873,,
,,,,,,,Mon2,Nr1d1,Parm1,,
,,,,,,,Pus3,Stau1,Enpp3,,
,,,,,,,Cbs,BC018507,Epb4.1l4b,,
,,,,,,,Tmem26,Dtnb,Ldb2,,
,,,,,,,Folh1,Wdsub1,Ppp2r5d,,
,,,,,,,Gda,Fam83a,1700040L02Rik,,
,,,,,,,Ccdc41,Zfp334,Unc79,,
,,,,,,,Hcfc1,2510049J12Rik,Spry1,,
,,,,,,,Hist1h1b,Ece2,Spcs3,,
,,,,,,,Ptgis,Kdm5a,Rps28,,
,,,,,,,Psmc4,Rabl2,Tusc5,,
,,,,,,,Capza1,1300001I01Rik,Zyx,,
,,,,,,,Gatm,Capzb,Efcab4b,,
,,,,,,,Cyp2e1,Lars2,Rdh10,,
,,,,,,,Bod1,Nono,Gnaz,,
,,,,,,,Pcdh17,2610008E11Rik,Myl4,,
,,,,,,,Zfp292,Son,Usp49,,
,,,,,,,Ankrd13d,Fus,Mylk,,
,,,,,,,Rai14,Lmf2,Spsb1,,
,,,,,,,Rint1,Mrps22,Gpd2,,
,,,,,,,Fam120c,Lrrc59,Gtf2h3,,
,,,,,,,Acvr1c,1700011L22Rik,Appl2,,
,,,,,,,Crct1,Dctn2,Uqcrh,,
,,,,,,,Tatdn3,Naca,Il2rb,,
,,,,,,,Sec11c,Sf1,Ska2,,
,,,,,,,Siglec15,Rab21,Git1,,
,,,,,,,Psma6,St3gal1,Ccl5,,
,,,,,,,Mospd2,Med19,Gramd1b,,
,,,,,,,Cdk5,Alg14,Haus3,,
,,,,,,,Atp6v1c1,Hps4,Socs7,,
,,,,,,,Slc8a1,Hectd2,Unc93b1,,
,,,,,,,Opcml,Dsn1,Avil,,
,,,,,,,Arhgef12,Acvr2b,Gpld1,,
,,,,,,,Pnliprp1,Cul1,Cox7a2l,,
,,,,,,,Tjp1,Fnip2,Ces1f,,
,,,,,,,Gnai2,Npc1,Marf1,,
,,,,,,,Plcl2,Mphosph9,Mfsd10,,
,,,,,,,Diap2,Gna12,Scx,,
,,,,,,,Imp4,Chd7,Rps6ka3,,
,,,,,,,Dnajc22,Ccng2,Morc4,,
,,,,,,,Pdgfrb,Atp8b1,Srpx2,,
,,,,,,,Apod,Mmd,Tradd,,
,,,,,,,Rnf168,Snx3,Dynlt1b,,
,,,,,,,Miip,Celsr1,Cd48,,
,,,,,,,Ap3s2,Fam165b,Gmip,,
,,,,,,,2410127L17Rik,Il28b,Chd2,,
,,,,,,,Mthfd1l,Pfkfb4,Sun2,,
,,,,,,,Myh15,Enox2,Spa17,,
,,,,,,,Fermt1,Spns2,Igfbp6,,
,,,,,,,Ciao1,Card9,1700084J12Rik,,
,,,,,,,2310008H04Rik,Snx29,Mis12,,
,,,,,,,Adh5,Mvd,Slc43a1,,
,,,,,,,Fam54b,Tsn,Tspan9,,
,,,,,,,D14Ertd449e,Gpatch2,Tmem45a,,
,,,,,,,Tlr1,Magi1,Slc7a5,,
,,,,,,,Etv5,Fzd6,Galntl1,,
,,,,,,,Kti12,Atp5e,Flrt3,,
,,,,,,,Fgf9,Epc2,Acsf2,,
,,,,,,,Wipi2,Etnk1,Tmem170,,
,,,,,,,BC067074,Oxa1l,Krtap3-1,,
,,,,,,,Calu,Psen1,Gabrb1,,
,,,,,,,Psen2,Dhcr7,Fes,,
,,,,,,,Zfml,Mical2,Zcchc11,,
,,,,,,,Il16,4921510H08Rik,Rnaseh2a,,
,,,,,,,Ier5,Gm9747,S100a4,,
,,,,,,,Klhl4,Ethe1,Lrrc58,,
,,,,,,,Crat,Arid3b,Aldoc,,
,,,,,,,Il20rb,1110038F14Rik,Chmp2b,,
,,,,,,,Pyroxd1,Gsk3a,4931428F04Rik,,
,,,,,,,Cwf19l2,Osbpl11,Clstn2,,
,,,,,,,Blvra,Lrrc41,Fkbp11,,
,,,,,,,2810032G03Rik,Cct6a,Eef2,,
,,,,,,,Hist1h4i,Myo7a,Cope,,
,,,,,,,Cald1,Fam83f,Csnk1d,,
,,,,,,,Sgtb,Ppp4r1,Tctex1d4,,
,,,,,,,Clint1,Esrra,Cldn12,,
,,,,,,,Fam100b,Stxbp3a,Ergic2,,
,,,,,,,Ttc21b,Lrrc32,Jak3,,
,,,,,,,Sesn1,Dennd2d,Loxl2,,
,,,,,,,Acta2,Cog5,Gm16515,,
,,,,,,,Ppa1,Midn,Ubxn11,,
,,,,,,,Treml1,Lyve1,Plk3,,
,,,,,,,Wrb,4833439L19Rik,Mlc1,,
,,,,,,,Lsm6,Tbx15,Stab1,,
,,,,,,,Scaper,Ttc8,Ttll5,,
,,,,,,,Fgf18,Reep6,Mpp5,,
,,,,,,,Pik3r6,Hfe2,Pmm2,,
,,,,,,,Zfc3h1,Htra2,Mast3,,
,,,,,,,Psmd6,Zfp329,Neurl1b,,
,,,,,,,Eif2ak3,Dusp3,Ccdc126,,
,,,,,,,Mcf2l,Adam17,Tmcc3,,
,,,,,,,Aqp7,Csde1,Cdan1,,
,,,,,,,Epm2a,Pcmtd1,Tro,,
,,,,,,,Pde3b,Calcoco1,S100a9,,
,,,,,,,Lgr4,Col3a1,H2-DMb2,,
,,,,,,,Pid1,Nhp2l1,Polr3k,,
,,,,,,,Lrrcc1,Picalm,Mthfsd,,
,,,,,,,Dnajb11,Atad2b,Cdh11,,
,,,,,,,Ust,Cd72,Zcchc14,,
,,,,,,,Shisa5,Mlh3,Mgst3,,
