"goterm" "ontology"
"62849" "GO:1901173" "P"
"62851" "GO:1901174" "P"
"62853" "GO:1901175" "P"
"62854" "GO:1901176" "P"
"62856" "GO:1901177" "P"
"62858" "GO:1901178" "P"
"62860" "GO:1901179" "P"
"62863" "GO:1901180" "P"
"62866" "GO:1901181" "P"
"62867" "GO:1901182" "P"
"62870" "GO:1901183" "P"
"62874" "GO:1901184" "P"
"62875" "GO:1901185" "P"
"62877" "GO:1901186" "P"
"62879" "GO:1901187" "P"
"62880" "GO:1901188" "P"
"62882" "GO:1901189" "P"
"62884" "GO:1901190" "P"
"62886" "GO:1901191" "P"
"62889" "GO:1901192" "P"
"62892" "GO:1901193" "P"
"62894" "GO:1901194" "P"
"62897" "GO:1901195" "P"
"62900" "GO:1901196" "P"
"62901" "GO:1901197" "P"
"62902" "GO:1901198" "P"
"62903" "GO:1901199" "P"
"62904" "GO:1901200" "P"
"62905" "GO:1901201" "P"
"62907" "GO:1901202" "P"
"62909" "GO:1901203" "P"
"62912" "GO:1901207" "P"
"62915" "GO:1901208" "P"
"62919" "GO:1901209" "P"
"62923" "GO:1901210" "P"
"62924" "GO:1901211" "P"
"62926" "GO:1901212" "P"
"62928" "GO:1901213" "P"
"62929" "GO:1901214" "P"
"62930" "GO:1901215" "P"
"62932" "GO:1901216" "P"
"62934" "GO:1901217" "P"
"62937" "GO:1901218" "P"
"62942" "GO:1901219" "P"
"62943" "GO:1901220" "P"
"62945" "GO:1901221" "P"
"62947" "GO:1901222" "P"
"62948" "GO:1901223" "P"
"62950" "GO:1901224" "P"
"62952" "GO:1901227" "P"
"62954" "GO:1901228" "P"
"62956" "GO:1901229" "P"
"62957" "GO:1901230" "P"
"62959" "GO:1901231" "P"
"62961" "GO:1901232" "P"
"62963" "GO:1901233" "P"
"62966" "GO:1901234" "P"
"62969" "GO:1901235" "F"
"62971" "GO:1901236" "F"
"62973" "GO:1901237" "F"
"62974" "GO:1901238" "F"
"62976" "GO:1901239" "F"
"62977" "GO:1901241" "F"
"62979" "GO:1901242" "F"
"62984" "GO:1901243" "F"
"62986" "GO:1901244" "P"
"62987" "GO:1901245" "P"
"62990" "GO:1901246" "P"
"62991" "GO:1901247" "P"
"62994" "GO:1901248" "P"
"62997" "GO:1901249" "P"
"62998" "GO:1901250" "P"
"63001" "GO:1901251" "P"
"63004" "GO:1901252" "P"
"63006" "GO:1901253" "P"
"63009" "GO:1901254" "P"
"63012" "GO:1901255" "P"
"63013" "GO:1901256" "P"
"63014" "GO:1901257" "P"
"63016" "GO:1901258" "P"
"63018" "GO:1901259" "P"
"63019" "GO:1901260" "P"
"63020" "GO:1901261" "P"
"63023" "GO:1901262" "P"
"63027" "GO:1901263" "P"
"63031" "GO:1901264" "P"
"63032" "GO:1901265" "F"
"63034" "GO:1901266" "P"
"63036" "GO:1901267" "P"
"63041" "GO:1901268" "P"
"63044" "GO:1901269" "P"
"63046" "GO:1901270" "P"
"63049" "GO:1901271" "P"
"63052" "GO:1901272" "P"
"63054" "GO:1901273" "P"
"63057" "GO:1901274" "P"
"63060" "GO:1901275" "P"
"63061" "GO:1901276" "P"
"63063" "GO:1901277" "P"
"63065" "GO:1901278" "P"
"63066" "GO:1901279" "P"
"63069" "GO:1901280" "P"
"63071" "GO:1901281" "P"
"63074" "GO:1901282" "P"
"63077" "GO:1901283" "P"
"63079" "GO:1901284" "P"
"63083" "GO:1901285" "P"
"63086" "GO:1901286" "P"
"63087" "GO:1901287" "P"
"63089" "GO:1901288" "P"
"63091" "GO:1901289" "P"
"63096" "GO:1901290" "P"
"63098" "GO:1901291" "P"
"63099" "GO:1901292" "P"
"63103" "GO:1901293" "P"
"63106" "GO:1901295" "P"
"63109" "GO:1901296" "P"
"63113" "GO:1901297" "P"
"63117" "GO:1901298" "P"
"63119" "GO:1901299" "P"
"63122" "GO:1901300" "P"
"63125" "GO:1901301" "P"
"63127" "GO:1901303" "P"
"63130" "GO:1901304" "P"
"63131" "GO:1901305" "P"
"63134" "GO:1901307" "P"
"63137" "GO:1901308" "P"
"63140" "GO:1901309" "P"
"63143" "GO:1901310" "P"
"63146" "GO:1901314" "P"
"63148" "GO:1901315" "P"
"63151" "GO:1901316" "P"
"63154" "GO:1901317" "P"
"63156" "GO:1901318" "P"
"63159" "GO:1901319" "P"
"63163" "GO:1901320" "P"
"63165" "GO:1901321" "P"
"63167" "GO:1901322" "P"
"63171" "GO:1901323" "P"
"63176" "GO:1901324" "P"
"63180" "GO:1901325" "P"
"63184" "GO:1901326" "P"
"63188" "GO:1901327" "P"
"63189" "GO:1901328" "P"
"63194" "GO:1901329" "P"
"63195" "GO:1901330" "P"
"63197" "GO:1901331" "P"
"63199" "GO:1901332" "P"
"63201" "GO:1901333" "P"
"63203" "GO:1901334" "P"
"63205" "GO:1901335" "P"
"63208" "GO:1901336" "P"
"63211" "GO:1901337" "P"
"63213" "GO:1901338" "F"
"63214" "GO:1901339" "P"
"63216" "GO:1901340" "P"
"63219" "GO:1901341" "P"
"63222" "GO:1901342" "P"
"63223" "GO:1901343" "P"
"63226" "GO:1901344" "P"
"63229" "GO:1901345" "P"
"63230" "GO:1901346" "P"
"63231" "GO:1901347" "P"
"63233" "GO:1901348" "P"
"63236" "GO:1901349" "P"
"63240" "GO:1901350" "P"
"63241" "GO:1901351" "P"
"63242" "GO:1901352" "P"
"63244" "GO:1901353" "P"
"63246" "GO:1901354" "P"
"63248" "GO:1901355" "P"
"63255" "GO:1901356" "P"
"63256" "GO:1901357" "P"
"63258" "GO:1901358" "P"
"63260" "GO:1901359" "F"
"63261" "GO:1901360" "P"
"63262" "GO:1901361" "P"
"63264" "GO:1901362" "P"
"63266" "GO:1901363" "F"
"63267" "GO:1901364" "P"
"63269" "GO:1901365" "P"
"63272" "GO:1901366" "P"
"63275" "GO:1901367" "P"
"63276" "GO:1901369" "P"
"63280" "GO:1901370" "P"
"63281" "GO:1901371" "P"
"63284" "GO:1901372" "P"
"63286" "GO:1901373" "P"
"63287" "GO:1901374" "P"
"63288" "GO:1901375" "F"
"63289" "GO:1901376" "P"
"63291" "GO:1901377" "P"
"63294" "GO:1901378" "P"
"63297" "GO:1901379" "P"
"63299" "GO:1901380" "P"
"63302" "GO:1901381" "P"
"63305" "GO:1901382" "P"
"63306" "GO:1901383" "P"
"63308" "GO:1901384" "P"
"63310" "GO:1901385" "P"
"63312" "GO:1901386" "P"
"63315" "GO:1901387" "P"
"63318" "GO:1901388" "P"
"63319" "GO:1901389" "P"
"63321" "GO:1901390" "P"
"63323" "GO:1901392" "P"
"63325" "GO:1901393" "P"
"63328" "GO:1901394" "P"
"63331" "GO:1901395" "P"
"63333" "GO:1901396" "P"
"63336" "GO:1901397" "P"
"63339" "GO:1901398" "P"
"63341" "GO:1901399" "P"
"63344" "GO:1901400" "P"
"63347" "GO:1901401" "P"
"63349" "GO:1901402" "P"
"63352" "GO:1901403" "P"
"63355" "GO:1901404" "P"
"63357" "GO:1901405" "P"
"63360" "GO:1901406" "P"
"63363" "GO:1901407" "P"
"63365" "GO:1901408" "P"
"63367" "GO:1901409" "P"
"63369" "GO:1901410" "P"
"63371" "GO:1901411" "P"
"63374" "GO:1901412" "P"
"63377" "GO:1901413" "P"
"63384" "GO:1901414" "P"
"63391" "GO:1901415" "P"
"63398" "GO:1901416" "P"
"63400" "GO:1901417" "P"
"63403" "GO:1901418" "P"
"63406" "GO:1901419" "P"
"63407" "GO:1901420" "P"
"63409" "GO:1901421" "P"
"63411" "GO:1901422" "P"
"63413" "GO:1901423" "P"
"63414" "GO:1901424" "P"
"63417" "GO:1901425" "P"
"63422" "GO:1901426" "P"
"63424" "GO:1901427" "P"
"63426" "GO:1901428" "P"
"63427" "GO:1901429" "P"
"63430" "GO:1901430" "P"
"63433" "GO:1901431" "P"
"63434" "GO:1901432" "P"
"63436" "GO:1901433" "P"
"63438" "GO:1901434" "P"
"63441" "GO:1901435" "P"
"63445" "GO:1901436" "P"
"63449" "GO:1901437" "P"
"63450" "GO:1901438" "P"
"63452" "GO:1901439" "P"
"63454" "GO:1901440" "P"
"63455" "GO:1901441" "P"
"63457" "GO:1901442" "P"
"63458" "GO:1901443" "P"
"63460" "GO:1901444" "P"
"63462" "GO:1901445" "P"
"63463" "GO:1901446" "P"
"63465" "GO:1901447" "P"
"63467" "GO:1901448" "P"
"63468" "GO:1901449" "P"
"63470" "GO:1901450" "P"
"63472" "GO:1901451" "P"
"63473" "GO:1901452" "P"
"63475" "GO:1901453" "P"
"63477" "GO:1901454" "P"
"63478" "GO:1901455" "P"
"63480" "GO:1901456" "P"
"63482" "GO:1901457" "P"
"63483" "GO:1901458" "P"
"63485" "GO:1901459" "P"
"63487" "GO:1901460" "P"
"63488" "GO:1901461" "P"
"63490" "GO:1901462" "P"
"63492" "GO:1901463" "P"
"63494" "GO:1901464" "P"
"63497" "GO:1901465" "P"
"63500" "GO:1901466" "P"
"63502" "GO:1901467" "P"
"63505" "GO:1901468" "P"
"63508" "GO:1901469" "P"
"63510" "GO:1901470" "P"
"63512" "GO:1901471" "P"
"63514" "GO:1901472" "P"
"63515" "GO:1901474" "F"
"63516" "GO:1901475" "P"
"63518" "GO:1901477" "P"
"63520" "GO:1901478" "F"
"63521" "GO:1901479" "F"
"63523" "GO:1901480" "F"
"63525" "GO:1901481" "P"
"63526" "GO:1901482" "P"
"63527" "GO:1901483" "P"
"63528" "GO:1901484" "P"
"63530" "GO:1901485" "P"
"63532" "GO:1901490" "P"
"63534" "GO:1901491" "P"
"63536" "GO:1901492" "P"
"63538" "GO:1901493" "P"
"63539" "GO:1901494" "P"
"63540" "GO:1901495" "P"
"63542" "GO:1901496" "P"
"63544" "GO:1901497" "P"
"63546" "GO:1901498" "P"
"63547" "GO:1901499" "P"
"63549" "GO:1901500" "P"
"63550" "GO:1901501" "P"
"63551" "GO:1901502" "P"
"63553" "GO:1901503" "P"
"63555" "GO:1901504" "P"
"63556" "GO:1901505" "F"
"63557" "GO:1901506" "P"
"63558" "GO:1901507" "P"
"63560" "GO:1901508" "P"
"63562" "GO:1901509" "P"
"63564" "GO:1901510" "P"
"63566" "GO:1901511" "P"
"63569" "GO:1901512" "P"
"63572" "GO:1901513" "F"
"63573" "GO:1901514" "F"
"63575" "GO:1901515" "F"
"63576" "GO:1901516" "P"
"63578" "GO:1901517" "P"
"63581" "GO:1901518" "P"
"63584" "GO:1901519" "P"
"63586" "GO:1901520" "P"
"63589" "GO:1901521" "P"
"63592" "GO:1901522" "P"
"63593" "GO:1901523" "P"
"63596" "GO:1901524" "P"
"63598" "GO:1901525" "P"
"63601" "GO:1901526" "P"
"63604" "GO:1901527" "P"
"63605" "GO:1901528" "P"
"63606" "GO:1901529" "P"
"63609" "GO:1901530" "P"
"63612" "GO:1901531" "F"
"63613" "GO:1901532" "P"
"63615" "GO:1901533" "P"
"63618" "GO:1901534" "P"
"63621" "GO:1901535" "P"
"63622" "GO:1901536" "P"
"63624" "GO:1901537" "P"
"63626" "GO:1901538" "P"
"63627" "GO:1901539" "P"
"63628" "GO:1901540" "P"
"63630" "GO:1901541" "P"
"63632" "GO:1901542" "P"
"63635" "GO:1901543" "P"
"63639" "GO:1901544" "P"
"63643" "GO:1901545" "P"
"63644" "GO:1901546" "P"
"63649" "GO:1901547" "P"
"63653" "GO:1901548" "P"
"63657" "GO:1901550" "P"
"63659" "GO:1901551" "P"
"63662" "GO:1901552" "P"
"63665" "GO:1901553" "P"
"63667" "GO:1901554" "P"
"63672" "GO:1901555" "P"
"63674" "GO:1901556" "P"
"63680" "GO:1901557" "P"
"63685" "GO:1901558" "P"
"63688" "GO:1901559" "P"
"63694" "GO:1901560" "P"
"63695" "GO:1901561" "P"
"63700" "GO:1901562" "P"
"63702" "GO:1901563" "P"
"63706" "GO:1901564" "P"
"63708" "GO:1901565" "P"
"63710" "GO:1901566" "P"
"63712" "GO:1901567" "F"
"63713" "GO:1901568" "P"
"63714" "GO:1901569" "P"
"63716" "GO:1901570" "P"
"63718" "GO:1901571" "P"
"63719" "GO:1901575" "P"
"63721" "GO:1901576" "P"
"63723" "GO:1901577" "P"
"63724" "GO:1901578" "P"
"63726" "GO:1901579" "P"
"63728" "GO:1901580" "P"
"63729" "GO:1901581" "P"
"63731" "GO:1901582" "P"
"63733" "GO:1901583" "P"
"63734" "GO:1901584" "F"
"63735" "GO:1901585" "P"
"63737" "GO:1901586" "P"
"63740" "GO:1901587" "P"
"63743" "GO:1901588" "C"
"63746" "GO:1901589" "C"
"63748" "GO:1901591" "P"
"63749" "GO:1901592" "P"
"63751" "GO:1901593" "P"
"63755" "GO:1901594" "P"
"63758" "GO:1901595" "P"
"63761" "GO:1901596" "P"
"63764" "GO:1901597" "P"
"63769" "GO:1901598" "P"
"63774" "GO:1901599" "P"
"63779" "GO:1901600" "P"
"63782" "GO:1901601" "P"
"63786" "GO:1901602" "F"
"63790" "GO:1901604" "F"
"63792" "GO:1901605" "P"
"63793" "GO:1901606" "P"
"63795" "GO:1901607" "P"
"63797" "GO:1901608" "P"
"63798" "GO:1901609" "P"
"63801" "GO:1901610" "P"
"63804" "GO:1901611" "F"
"63805" "GO:1901612" "F"
"63806" "GO:1901613" "P"
"63808" "GO:1901614" "P"
"63810" "GO:1901615" "P"
"63811" "GO:1901616" "P"
"63813" "GO:1901617" "P"
"63815" "GO:1901618" "F"
"63816" "GO:1901620" "P"
"63819" "GO:1901621" "P"
"63823" "GO:1901622" "P"
"63827" "GO:1901623" "P"
"63829" "GO:1901624" "P"
"63832" "GO:1901625" "P"
"63834" "GO:1901626" "P"
"63835" "GO:1901627" "P"
"63837" "GO:1901628" "P"
"63839" "GO:1901629" "P"
"63840" "GO:1901630" "P"
"63842" "GO:1901631" "P"
"63844" "GO:1901632" "P"
"63845" "GO:1901633" "P"
"63847" "GO:1901634" "P"
"63849" "GO:1901639" "P"
"63851" "GO:1901640" "F"
"63853" "GO:1901641" "F"
"63855" "GO:1901642" "P"
"63857" "GO:1901645" "P"
"63858" "GO:1901646" "P"
"63860" "GO:1901647" "P"
"63862" "GO:1901648" "P"
"63864" "GO:1901649" "P"
"63866" "GO:1901650" "P"
"63868" "GO:1901651" "P"
"63869" "GO:1901652" "P"
"63871" "GO:1901653" "P"
"63874" "GO:1901654" "P"
"63876" "GO:1901655" "P"
"63878" "GO:1901656" "P"
"63879" "GO:1901657" "P"
"63880" "GO:1901658" "P"
"63882" "GO:1901659" "P"
"63884" "GO:1901660" "P"
"63885" "GO:1901661" "P"
"63887" "GO:1901662" "P"
"63890" "GO:1901663" "P"
"63893" "GO:1901664" "P"
"63894" "GO:1901665" "P"
"63896" "GO:1901666" "P"
"63898" "GO:1901667" "P"
"63901" "GO:1901668" "P"
"63903" "GO:1901670" "P"
"63906" "GO:1901671" "P"
"63909" "GO:1901672" "P"
"63911" "GO:1901673" "P"
"63914" "GO:1901674" "P"
"63915" "GO:1901675" "P"
"63917" "GO:1901676" "P"
"63919" "GO:1901678" "P"
"63920" "GO:1901679" "P"
"63922" "GO:1901680" "F"
"63924" "GO:1901681" "F"
"63925" "GO:1901682" "F"
"63926" "GO:1901683" "F"
"63928" "GO:1901684" "P"
"63929" "GO:1901685" "P"
"63931" "GO:1901686" "P"
"63934" "GO:1901687" "P"
"63937" "GO:1901691" "F"
"63938" "GO:1901692" "P"
"63939" "GO:1901693" "P"
"63941" "GO:1901694" "P"
"63944" "GO:1901695" "P"
"63948" "GO:1901696" "P"
"63949" "GO:1901697" "P"
"63953" "GO:1901698" "P"
"63954" "GO:1901699" "P"
"63956" "GO:1901700" "P"
"63957" "GO:1901701" "P"
"63959" "GO:1901702" "F"
"63961" "GO:1901703" "P"
"63962" "GO:1901704" "P"
"63964" "GO:1901705" "P"
"63966" "GO:1901706" "P"
"63967" "GO:1901707" "F"
"63970" "GO:1901708" "P"
"63972" "GO:1901709" "P"
"63976" "GO:1901710" "P"
"63977" "GO:1901711" "P"
"63979" "GO:1901712" "P"
"63981" "GO:1901713" "P"
"63985" "GO:1901714" "P"
"63989" "GO:1901715" "P"
"63992" "GO:1901716" "P"
"63995" "GO:1901717" "P"
"63998" "GO:1901719" "P"
"63999" "GO:1901720" "P"
"64001" "GO:1901721" "P"
"64003" "GO:1901722" "P"
"64005" "GO:1901723" "P"
"64008" "GO:1901724" "P"
"64011" "GO:1901725" "P"
"64013" "GO:1901726" "P"
"64016" "GO:1901727" "P"
"64019" "GO:1901728" "P"
"64024" "GO:1901729" "P"
"64031" "GO:1901730" "P"
"64037" "GO:1901731" "P"
"64040" "GO:1901732" "P"
"64044" "GO:1901733" "P"
"64050" "GO:1901734" "P"
"64055" "GO:1901735" "P"
"64057" "GO:1901736" "P"
"64060" "GO:1901737" "P"
"64063" "GO:1901738" "P"
"64065" "GO:1901739" "P"
"64067" "GO:1901740" "P"
"64070" "GO:1901741" "P"
"64073" "GO:1901742" "P"
"64076" "GO:1901743" "P"
"64079" "GO:1901744" "P"
"64082" "GO:1901745" "P"
"64083" "GO:1901746" "P"
"64085" "GO:1901747" "P"
"64087" "GO:1901748" "P"
"64091" "GO:1901749" "P"
"64096" "GO:1901750" "P"
"64100" "GO:1901751" "P"
"64105" "GO:1901752" "P"
"64111" "GO:1901753" "P"
"64119" "GO:1901754" "P"
"64123" "GO:1901755" "P"
"64127" "GO:1901756" "P"
"64129" "GO:1901757" "P"
"64132" "GO:1901758" "P"
"64135" "GO:1901759" "P"
"64138" "GO:1901760" "P"
"64142" "GO:1901761" "P"
"64144" "GO:1901762" "P"
"64148" "GO:1901763" "P"
"64151" "GO:1901764" "P"
"64152" "GO:1901765" "P"
"64154" "GO:1901766" "P"
"64156" "GO:1901767" "P"
"64157" "GO:1901768" "P"
"64159" "GO:1901769" "P"
"64161" "GO:1901770" "P"
"64168" "GO:1901771" "P"
"64174" "GO:1901772" "P"
"64180" "GO:1901773" "P"
"64186" "GO:1901774" "P"
"64193" "GO:1901775" "P"
"64198" "GO:1901776" "P"
"64204" "GO:1901777" "P"
"64209" "GO:1901778" "P"
"64214" "GO:1901779" "P"
"64220" "GO:1901780" "P"
"64226" "GO:1901781" "P"
"64228" "GO:1901782" "P"
"64232" "GO:1901783" "P"
"64236" "GO:1901784" "P"
"64238" "GO:1901785" "P"
"64241" "GO:1901786" "P"
"64245" "GO:1901787" "P"
"64246" "GO:1901788" "P"
"64251" "GO:1901789" "P"
"64253" "GO:1901790" "P"
"64254" "GO:1901791" "P"
"64256" "GO:1901792" "P"
"64258" "GO:1901793" "P"
"64259" "GO:1901794" "P"
"64261" "GO:1901795" "P"
"64263" "GO:1901796" "P"
"64264" "GO:1901797" "P"
"64266" "GO:1901798" "P"
"64268" "GO:1901799" "P"
"64270" "GO:1901800" "P"
"64272" "GO:1901801" "P"
"64276" "GO:1901802" "P"
"64283" "GO:1901803" "P"
"64290" "GO:1901804" "P"
"64291" "GO:1901805" "P"
"64293" "GO:1901806" "P"
"64295" "GO:1901807" "P"
"64296" "GO:1901808" "P"
"64298" "GO:1901809" "P"
"64300" "GO:1901810" "P"
"64302" "GO:1901811" "P"
"64305" "GO:1901812" "P"
"64308" "GO:1901813" "P"
"64310" "GO:1901814" "P"
"64313" "GO:1901815" "P"
"64315" "GO:1901816" "P"
"64317" "GO:1901817" "P"
"64320" "GO:1901818" "P"
"64323" "GO:1901819" "P"
"64325" "GO:1901820" "P"
"64328" "GO:1901821" "P"
"64331" "GO:1901822" "P"
"64333" "GO:1901823" "P"
"64336" "GO:1901824" "P"
"64339" "GO:1901825" "P"
"64340" "GO:1901826" "P"
"64342" "GO:1901827" "P"
"64344" "GO:1901828" "P"
"64346" "GO:1901829" "P"
"64349" "GO:1901830" "P"
"64352" "GO:1901831" "P"
"64354" "GO:1901832" "P"
"64359" "GO:1901833" "P"
"64364" "GO:1901834" "P"
"64365" "GO:1901835" "P"
"64367" "GO:1901836" "P"
"64368" "GO:1901837" "P"
"64370" "GO:1901838" "P"
"64372" "GO:1901839" "P"
"64373" "GO:1901840" "P"
"64375" "GO:1901841" "P"
"64376" "GO:1901842" "P"
"64378" "GO:1901843" "P"
"64380" "GO:1901844" "P"
"64382" "GO:1901845" "P"
"64385" "GO:1901846" "P"
"64388" "GO:1901847" "P"
"64394" "GO:1901848" "P"
"64401" "GO:1901849" "P"
"64407" "GO:1901850" "P"
"64411" "GO:1901851" "P"
"64416" "GO:1901852" "P"
"64421" "GO:1901853" "P"
"64423" "GO:1901854" "P"
"64427" "GO:1901855" "P"
"64430" "GO:1901856" "P"
"64432" "GO:1901857" "P"
"64434" "GO:1901858" "P"
"64436" "GO:1901859" "P"
"64439" "GO:1901860" "P"
"64442" "GO:1901861" "P"
"64443" "GO:1901862" "P"
"64445" "GO:1901863" "P"
"64447" "GO:1901864" "P"
"64448" "GO:1901865" "P"
"64450" "GO:1901866" "P"
"64452" "GO:1901867" "P"
"64455" "GO:1901868" "P"
"64460" "GO:1901869" "P"
"64462" "GO:1901870" "P"
"64465" "GO:1901871" "P"
"64470" "GO:1901872" "P"
"64473" "GO:1901873" "P"
"64474" "GO:1901874" "P"
"64476" "GO:1901875" "P"
"64478" "GO:1901876" "P"
"64479" "GO:1901877" "P"
"64481" "GO:1901878" "P"
"64483" "GO:1901879" "P"
"64484" "GO:1901880" "P"
"64486" "GO:1901881" "P"
"64488" "GO:1901882" "P"
"64489" "GO:1901883" "P"
"64491" "GO:1901884" "P"
"64493" "GO:1901885" "P"
"64495" "GO:1901886" "P"
"64501" "GO:1901887" "P"
"64504" "GO:1901888" "P"
"64506" "GO:1901889" "P"
"64508" "GO:1901890" "P"
"64511" "GO:1901891" "P"
"64514" "GO:1901892" "P"
"64517" "GO:1901893" "P"
"64521" "GO:1901894" "P"
"64522" "GO:1901895" "P"
"64524" "GO:1901896" "P"
"64526" "GO:1901897" "P"
"64527" "GO:1901898" "P"
"64529" "GO:1901899" "P"
"64531" "GO:1901900" "P"
"64532" "GO:1901901" "P"
"64533" "GO:1901902" "P"
"64534" "GO:1901903" "P"
"64536" "GO:1901904" "P"
"64538" "GO:1901905" "P"
"64543" "GO:1901906" "P"
"64544" "GO:1901907" "P"
"64546" "GO:1901908" "P"
"64547" "GO:1901909" "P"
"64549" "GO:1901910" "P"
"64550" "GO:1901911" "P"
"64552" "GO:1901913" "P"
"64553" "GO:1901914" "P"
"64555" "GO:1901915" "P"
"64557" "GO:1901916" "F"
"64558" "GO:1901917" "P"
"64560" "GO:1901918" "P"
"64563" "GO:1901919" "P"
"64566" "GO:1901920" "P"
"64567" "GO:1901921" "P"
"64568" "GO:1901922" "P"
"64569" "GO:1901923" "P"
"64571" "GO:1901924" "P"
"64573" "GO:1901925" "P"
"64574" "GO:1901926" "P"
"64576" "GO:1901927" "P"
"64579" "GO:1901928" "P"
"64582" "GO:1901929" "P"
"64583" "GO:1901930" "P"
"64585" "GO:1901931" "P"
"64587" "GO:1901932" "P"
"64588" "GO:1901933" "P"
"64590" "GO:1901934" "P"
"64592" "GO:1901935" "P"
"64594" "GO:1901936" "P"
"64597" "GO:1901937" "P"
"64600" "GO:1901938" "P"
"64603" "GO:1901939" "P"
"64606" "GO:1901940" "P"
"64610" "GO:1901941" "P"
"64611" "GO:1901942" "P"
"64613" "GO:1901943" "P"
"64615" "GO:1901944" "P"
"64616" "GO:1901945" "P"
"64618" "GO:1901946" "P"
"64620" "GO:1901947" "P"
"64623" "GO:1901948" "P"
"64627" "GO:1901949" "P"
"64631" "GO:1901950" "P"
"64634" "GO:1901951" "P"
"64636" "GO:1901952" "P"
"64639" "GO:1901953" "P"
"64642" "GO:1901954" "P"
"64645" "GO:1901955" "P"
"64649" "GO:1901956" "P"
"64653" "GO:1901957" "P"
"64654" "GO:1901958" "P"
"64656" "GO:1901959" "P"
"64658" "GO:1901960" "P"
"64659" "GO:1901961" "P"
"64661" "GO:1901962" "P"
"64663" "GO:1901963" "P"
"64664" "GO:1901964" "P"
"64666" "GO:1901965" "P"
"64667" "GO:1901966" "P"
"64671" "GO:1901967" "P"
"64674" "GO:1901968" "P"
"64677" "GO:1901969" "P"
"64681" "GO:1901970" "P"
"64684" "GO:1901971" "P"
"64685" "GO:1901972" "P"
"64687" "GO:1901973" "F"
"64691" "GO:1901974" "F"
"64692" "GO:1901975" "P"
"64693" "GO:1901976" "P"
"64694" "GO:1901977" "P"
"64697" "GO:1901978" "P"
"64699" "GO:1901979" "P"
"64701" "GO:1901980" "P"
"64703" "GO:1901981" "F"
"64704" "GO:1901982" "F"
"64705" "GO:1901983" "P"
"64706" "GO:1901984" "P"
"64708" "GO:1901985" "P"
"64710" "GO:1901986" "P"
"64716" "GO:1901987" "P"
"64717" "GO:1901988" "P"
"64719" "GO:1901989" "P"
"64721" "GO:1901990" "P"
"64723" "GO:1901991" "P"
"64726" "GO:1901992" "P"
"64729" "GO:1901993" "P"
"64731" "GO:1901994" "P"
"64734" "GO:1901995" "P"
"64737" "GO:1901996" "P"
"64739" "GO:1901997" "P"
"64743" "GO:1901998" "P"
"64744" "GO:1901999" "P"
"64747" "GO:1902000" "P"
"64750" "GO:1902001" "P"
"64752" "GO:1902003" "P"
"64754" "GO:1902004" "P"
"64757" "GO:1902005" "P"
"64759" "GO:1902006" "P"
"64762" "GO:1902007" "P"
"64763" "GO:1902008" "P"
"64765" "GO:1902009" "P"
"64767" "GO:1902010" "P"
"64769" "GO:1902011" "P"
"64770" "GO:1902012" "P"
"64772" "GO:1902013" "P"
"64773" "GO:1902014" "P"
"64775" "GO:1902015" "P"
"64776" "GO:1902016" "P"
"64778" "GO:1902017" "P"
"64780" "GO:1902018" "P"
"64783" "GO:1902019" "P"
"64784" "GO:1902020" "P"
"64786" "GO:1902021" "P"
"64787" "GO:1902022" "P"
"64790" "GO:1902023" "P"
"64793" "GO:1902024" "P"
"64796" "GO:1902025" "P"
"64797" "GO:1902026" "P"
"64799" "GO:1902027" "P"
"64802" "GO:1902028" "P"
"64803" "GO:1902029" "P"
"64805" "GO:1902030" "P"
"64807" "GO:1902031" "P"
"64808" "GO:1902033" "P"
"64810" "GO:1902034" "P"
"64813" "GO:1902035" "P"
"64816" "GO:1902036" "P"
"64818" "GO:1902037" "P"
"64821" "GO:1902038" "P"
"64824" "GO:1902039" "P"
"64826" "GO:1902040" "P"
"64828" "GO:1902041" "P"
"64829" "GO:1902042" "P"
"64831" "GO:1902043" "P"
"64833" "GO:1902044" "P"
"64834" "GO:1902045" "P"
"64836" "GO:1902046" "P"
"64838" "GO:1902047" "P"
"64840" "GO:1902048" "P"
"64846" "GO:1902049" "P"
"64852" "GO:1902050" "P"
"64858" "GO:1902051" "F"
"64860" "GO:1902052" "F"
"64862" "GO:1902053" "P"
"64864" "GO:1902054" "P"
"64867" "GO:1902055" "P"
"64870" "GO:1902056" "P"
"64874" "GO:1902057" "P"
"64878" "GO:1902058" "P"
"64880" "GO:1902059" "P"
"64883" "GO:1902060" "P"
"64886" "GO:1902061" "P"
"64888" "GO:1902062" "P"
"64890" "GO:1902063" "P"
"64892" "GO:1902064" "P"
"64894" "GO:1902065" "P"
"64897" "GO:1902066" "P"
"64901" "GO:1902068" "P"
"64902" "GO:1902069" "P"
"64904" "GO:1902070" "P"
"64906" "GO:1902071" "P"
"64908" "GO:1902072" "P"
"64911" "GO:1902073" "P"
"64914" "GO:1902074" "P"
"64915" "GO:1902075" "P"
"64917" "GO:1902076" "P"
"64918" "GO:1902077" "P"
"64920" "GO:1902078" "P"
"64922" "GO:1902079" "P"
"64925" "GO:1902080" "P"
"64927" "GO:1902081" "P"
"64930" "GO:1902082" "P"
"64933" "GO:1902083" "P"
"64935" "GO:1902084" "P"
"64938" "GO:1902085" "P"
"64945" "GO:1902086" "P"
"64952" "GO:1902087" "P"
"64954" "GO:1902088" "P"
"64956" "GO:1902089" "P"
