"goterm" "ontology"
"60335" "GO:1900263" "P"
"60338" "GO:1900264" "P"
"60341" "GO:1900265" "P"
"60342" "GO:1900266" "P"
"60344" "GO:1900267" "P"
"60346" "GO:1900268" "P"
"60347" "GO:1900269" "P"
"60349" "GO:1900270" "P"
"60351" "GO:1900271" "P"
"60352" "GO:1900272" "P"
"60354" "GO:1900273" "P"
"60356" "GO:1900274" "P"
"60357" "GO:1900275" "P"
"60359" "GO:1900276" "P"
"60361" "GO:1900277" "P"
"60364" "GO:1900278" "P"
"60367" "GO:1900279" "P"
"60369" "GO:1900280" "P"
"60371" "GO:1900281" "P"
"60374" "GO:1900282" "P"
"60376" "GO:1900283" "P"
"60379" "GO:1900284" "P"
"60382" "GO:1900285" "P"
"60383" "GO:1900286" "P"
"60385" "GO:1900287" "P"
"60387" "GO:1900288" "P"
"60389" "GO:1900289" "P"
"60392" "GO:1900290" "P"
"60395" "GO:1900291" "P"
"60396" "GO:1900292" "P"
"60398" "GO:1900293" "P"
"60400" "GO:1900294" "P"
"60401" "GO:1900295" "P"
"60403" "GO:1900296" "P"
"60405" "GO:1900297" "P"
"60406" "GO:1900298" "P"
"60408" "GO:1900299" "P"
"60410" "GO:1900300" "P"
"60411" "GO:1900301" "P"
"60413" "GO:1900302" "P"
"60415" "GO:1900303" "P"
"60416" "GO:1900304" "P"
"60418" "GO:1900305" "P"
"60420" "GO:1900306" "P"
"60421" "GO:1900307" "P"
"60423" "GO:1900308" "P"
"60425" "GO:1900309" "P"
"60426" "GO:1900310" "P"
"60428" "GO:1900311" "P"
"60430" "GO:1900312" "P"
"60431" "GO:1900313" "P"
"60433" "GO:1900314" "P"
"60435" "GO:1900315" "P"
"60436" "GO:1900316" "P"
"60438" "GO:1900317" "P"
"60440" "GO:1900318" "P"
"60443" "GO:1900319" "P"
"60447" "GO:1900320" "P"
"60451" "GO:1900321" "P"
"60452" "GO:1900322" "P"
"60454" "GO:1900323" "P"
"60456" "GO:1900324" "P"
"60457" "GO:1900325" "P"
"60459" "GO:1900326" "P"
"60461" "GO:1900327" "P"
"60462" "GO:1900328" "P"
"60464" "GO:1900329" "P"
"60466" "GO:1900330" "P"
"60469" "GO:1900331" "P"
"60473" "GO:1900332" "P"
"60477" "GO:1900333" "P"
"60482" "GO:1900334" "P"
"60487" "GO:1900335" "P"
"60492" "GO:1900336" "P"
"60495" "GO:1900337" "P"
"60498" "GO:1900338" "P"
"60501" "GO:1900339" "P"
"60504" "GO:1900340" "P"
"60508" "GO:1900341" "P"
"60512" "GO:1900342" "P"
"60515" "GO:1900343" "P"
"60519" "GO:1900344" "P"
"60523" "GO:1900345" "P"
"60526" "GO:1900346" "P"
"60530" "GO:1900347" "P"
"60534" "GO:1900348" "P"
"60537" "GO:1900349" "P"
"60541" "GO:1900350" "P"
"60545" "GO:1900351" "P"
"60548" "GO:1900352" "P"
"60552" "GO:1900353" "P"
"60556" "GO:1900354" "P"
"60557" "GO:1900355" "P"
"60559" "GO:1900356" "P"
"60561" "GO:1900357" "P"
"60562" "GO:1900358" "P"
"60564" "GO:1900359" "P"
"60566" "GO:1900360" "P"
"60567" "GO:1900361" "P"
"60569" "GO:1900362" "P"
"60571" "GO:1900363" "P"
"60572" "GO:1900364" "P"
"60574" "GO:1900365" "P"
"60576" "GO:1900366" "P"
"60581" "GO:1900367" "P"
"60586" "GO:1900368" "P"
"60588" "GO:1900369" "P"
"60591" "GO:1900370" "P"
"60593" "GO:1900371" "P"
"60595" "GO:1900372" "P"
"60598" "GO:1900373" "P"
"60601" "GO:1900374" "P"
"60603" "GO:1900375" "P"
"60606" "GO:1900376" "P"
"60608" "GO:1900377" "P"
"60610" "GO:1900378" "P"
"60612" "GO:1900379" "P"
"60615" "GO:1900380" "P"
"60620" "GO:1900381" "P"
"60625" "GO:1900382" "P"
"60627" "GO:1900383" "P"
"60628" "GO:1900384" "P"
"60629" "GO:1900385" "P"
"60631" "GO:1900386" "P"
"60633" "GO:1900387" "P"
"60635" "GO:1900389" "P"
"60637" "GO:1900392" "P"
"60639" "GO:1900394" "P"
"60641" "GO:1900395" "P"
"60644" "GO:1900396" "P"
"60647" "GO:1900397" "P"
"60648" "GO:1900398" "P"
"60650" "GO:1900399" "P"
"60652" "GO:1900400" "P"
"60656" "GO:1900402" "P"
"60658" "GO:1900403" "P"
"60660" "GO:1900404" "P"
"60662" "GO:1900406" "P"
"60664" "GO:1900407" "P"
"60666" "GO:1900408" "P"
"60669" "GO:1900409" "P"
"60672" "GO:1900413" "P"
"60674" "GO:1900415" "P"
"60676" "GO:1900416" "P"
"60678" "GO:1900418" "P"
"60680" "GO:1900419" "P"
"60682" "GO:1900420" "P"
"60685" "GO:1900421" "P"
"60688" "GO:1900422" "P"
"60690" "GO:1900423" "P"
"60692" "GO:1900424" "P"
"60696" "GO:1900425" "P"
"60701" "GO:1900426" "P"
"60706" "GO:1900427" "P"
"60708" "GO:1900428" "P"
"60709" "GO:1900429" "P"
"60711" "GO:1900430" "P"
"60713" "GO:1900431" "P"
"60715" "GO:1900432" "P"
"60718" "GO:1900433" "P"
"60721" "GO:1900434" "P"
"60724" "GO:1900435" "P"
"60727" "GO:1900436" "P"
"60730" "GO:1900437" "P"
"60732" "GO:1900438" "P"
"60735" "GO:1900439" "P"
"60738" "GO:1900440" "P"
"60739" "GO:1900441" "P"
"60741" "GO:1900442" "P"
"60743" "GO:1900443" "P"
"60745" "GO:1900444" "P"
"60748" "GO:1900445" "P"
"60751" "GO:1900447" "P"
"60752" "GO:1900448" "P"
"60754" "GO:1900449" "P"
"60755" "GO:1900450" "P"
"60757" "GO:1900451" "P"
"60759" "GO:1900452" "P"
"60760" "GO:1900453" "P"
"60763" "GO:1900454" "P"
"60765" "GO:1900455" "P"
"60766" "GO:1900457" "P"
"60767" "GO:1900458" "P"
"60769" "GO:1900459" "P"
"60771" "GO:1900460" "P"
"60773" "GO:1900461" "P"
"60775" "GO:1900462" "P"
"60777" "GO:1900463" "P"
"60779" "GO:1900464" "P"
"60781" "GO:1900465" "P"
"60785" "GO:1900466" "P"
"60787" "GO:1900468" "P"
"60789" "GO:1900469" "P"
"60792" "GO:1900470" "P"
"60795" "GO:1900471" "P"
"60799" "GO:1900472" "P"
"60801" "GO:1900473" "P"
"60803" "GO:1900474" "P"
"60805" "GO:1900477" "P"
"60807" "GO:1900478" "P"
"60809" "GO:1900479" "P"
"60811" "GO:1900480" "P"
"60813" "GO:1900481" "P"
"60816" "GO:1900482" "P"
"60819" "GO:1900483" "P"
"60821" "GO:1900484" "P"
"60824" "GO:1900485" "P"
"60827" "GO:1900486" "P"
"60834" "GO:1900487" "P"
"60835" "GO:1900488" "P"
"60837" "GO:1900489" "P"
"60839" "GO:1900490" "P"
"60841" "GO:1900491" "P"
"60842" "GO:1900492" "P"
"60844" "GO:1900493" "P"
"60846" "GO:1900494" "P"
"60848" "GO:1900495" "P"
"60854" "GO:1900496" "P"
"60860" "GO:1900497" "P"
"60867" "GO:1900498" "P"
"60875" "GO:1900499" "P"
"60883" "GO:1900500" "P"
"60889" "GO:1900501" "P"
"60896" "GO:1900502" "P"
"60903" "GO:1900503" "P"
"60904" "GO:1900504" "P"
"60906" "GO:1900505" "P"
"60908" "GO:1900506" "P"
"60910" "GO:1900507" "P"
"60913" "GO:1900508" "P"
"60916" "GO:1900509" "P"
"60919" "GO:1900510" "P"
"60924" "GO:1900511" "P"
"60929" "GO:1900512" "P"
"60930" "GO:1900513" "P"
"60932" "GO:1900514" "P"
"60934" "GO:1900515" "P"
"60936" "GO:1900516" "P"
"60938" "GO:1900517" "P"
"60940" "GO:1900518" "P"
"60941" "GO:1900519" "P"
"60943" "GO:1900520" "P"
"60945" "GO:1900521" "P"
"60946" "GO:1900522" "P"
"60948" "GO:1900523" "P"
"60950" "GO:1900524" "P"
"60952" "GO:1900525" "P"
"60954" "GO:1900526" "P"
"60956" "GO:1900533" "P"
"60957" "GO:1900534" "P"
"60959" "GO:1900535" "P"
"60961" "GO:1900539" "P"
"60963" "GO:1900540" "P"
"60967" "GO:1900541" "P"
"60970" "GO:1900542" "P"
"60971" "GO:1900543" "P"
"60973" "GO:1900544" "P"
"60975" "GO:1900545" "P"
"60977" "GO:1900546" "P"
"60979" "GO:1900547" "P"
"60980" "GO:1900548" "P"
"60982" "GO:1900549" "P"
"60984" "GO:1900550" "P"
"60987" "GO:1900551" "P"
"60990" "GO:1900552" "P"
"60998" "GO:1900553" "P"
"61005" "GO:1900554" "P"
"61013" "GO:1900555" "P"
"61017" "GO:1900556" "P"
"61022" "GO:1900557" "P"
"61027" "GO:1900558" "P"
"61028" "GO:1900559" "P"
"61030" "GO:1900560" "P"
"61032" "GO:1900561" "P"
"61034" "GO:1900562" "P"
"61037" "GO:1900563" "P"
"61040" "GO:1900564" "P"
"61045" "GO:1900565" "P"
"61050" "GO:1900566" "P"
"61055" "GO:1900567" "P"
"61059" "GO:1900568" "P"
"61063" "GO:1900569" "P"
"61067" "GO:1900570" "P"
"61070" "GO:1900571" "P"
"61074" "GO:1900572" "P"
"61078" "GO:1900573" "P"
"61082" "GO:1900574" "P"
"61087" "GO:1900575" "P"
"61091" "GO:1900576" "P"
"61096" "GO:1900577" "P"
"61101" "GO:1900578" "P"
"61106" "GO:1900579" "P"
"61110" "GO:1900580" "P"
"61115" "GO:1900581" "P"
"61120" "GO:1900582" "P"
"61124" "GO:1900583" "P"
"61128" "GO:1900584" "P"
"61132" "GO:1900585" "P"
"61134" "GO:1900586" "P"
"61137" "GO:1900587" "P"
"61140" "GO:1900588" "P"
"61143" "GO:1900589" "P"
"61148" "GO:1900590" "P"
"61152" "GO:1900591" "P"
"61155" "GO:1900592" "P"
"61160" "GO:1900593" "P"
"61164" "GO:1900594" "P"
"61168" "GO:1900595" "P"
"61173" "GO:1900596" "P"
"61178" "GO:1900597" "P"
"61182" "GO:1900598" "P"
"61187" "GO:1900599" "P"
"61192" "GO:1900600" "P"
"61196" "GO:1900601" "P"
"61201" "GO:1900602" "P"
"61206" "GO:1900603" "P"
"61213" "GO:1900604" "P"
"61220" "GO:1900605" "P"
"61227" "GO:1900606" "P"
"61233" "GO:1900607" "P"
"61239" "GO:1900608" "P"
"61246" "GO:1900609" "P"
"61249" "GO:1900610" "P"
"61253" "GO:1900611" "P"
"61257" "GO:1900612" "P"
"61260" "GO:1900613" "P"
"61264" "GO:1900614" "P"
"61268" "GO:1900615" "P"
"61269" "GO:1900616" "P"
"61271" "GO:1900617" "P"
"61273" "GO:1900618" "P"
"61275" "GO:1900619" "P"
"61276" "GO:1900620" "P"
"61278" "GO:1900621" "P"
"61280" "GO:1900622" "P"
"61282" "GO:1900623" "P"
"61283" "GO:1900624" "P"
"61285" "GO:1900625" "P"
"61287" "GO:1900626" "P"
"61288" "GO:1900627" "P"
"61290" "GO:1900628" "P"
"61292" "GO:1900629" "P"
"61295" "GO:1900630" "P"
"61299" "GO:1900631" "P"
"61300" "GO:1900632" "P"
"61302" "GO:1900633" "P"
"61303" "GO:1900634" "P"
"61305" "GO:1900635" "P"
"61306" "GO:1900636" "P"
"61308" "GO:1900637" "P"
"61310" "GO:1900638" "P"
"61313" "GO:1900639" "P"
"61316" "GO:1900640" "P"
"61317" "GO:1900641" "P"
"61319" "GO:1900642" "P"
"61321" "GO:1900643" "P"
"61323" "GO:1900644" "P"
"61326" "GO:1900645" "P"
"61329" "GO:1900646" "P"
"61330" "GO:1900647" "P"
"61332" "GO:1900648" "P"
"61334" "GO:1900649" "P"
"61335" "GO:1900650" "P"
"61337" "GO:1900651" "P"
"61339" "GO:1900652" "P"
"61341" "GO:1900653" "P"
"61344" "GO:1900654" "P"
"61347" "GO:1900655" "P"
"61350" "GO:1900656" "P"
"61354" "GO:1900657" "P"
"61358" "GO:1900658" "P"
"61362" "GO:1900659" "P"
"61367" "GO:1900660" "P"
"61372" "GO:1900661" "P"
"61373" "GO:1900662" "P"
"61375" "GO:1900663" "P"
"61377" "GO:1900664" "P"
"61380" "GO:1900665" "P"
"61385" "GO:1900666" "P"
"61390" "GO:1900667" "P"
"61393" "GO:1900668" "P"
"61398" "GO:1900669" "P"
"61403" "GO:1900670" "P"
"61404" "GO:1900671" "P"
"61406" "GO:1900672" "P"
"61408" "GO:1900673" "P"
"61409" "GO:1900674" "P"
"61411" "GO:1900675" "P"
"61412" "GO:1900676" "P"
"61414" "GO:1900677" "P"
"61416" "GO:1900678" "P"
"61417" "GO:1900679" "P"
"61419" "GO:1900680" "P"
"61421" "GO:1900681" "P"
"61422" "GO:1900682" "P"
"61424" "GO:1900683" "P"
"61427" "GO:1900684" "P"
"61431" "GO:1900685" "P"
"61435" "GO:1900686" "P"
"61438" "GO:1900687" "P"
"61442" "GO:1900688" "P"
"61446" "GO:1900689" "P"
"61450" "GO:1900690" "P"
"61455" "GO:1900691" "P"
"61460" "GO:1900692" "P"
"61462" "GO:1900693" "P"
"61465" "GO:1900694" "P"
"61468" "GO:1900695" "P"
"61470" "GO:1900696" "P"
"61473" "GO:1900697" "P"
"61476" "GO:1900698" "P"
"61479" "GO:1900699" "P"
"61483" "GO:1900700" "P"
"61487" "GO:1900701" "P"
"61489" "GO:1900702" "P"
"61492" "GO:1900703" "P"
"61495" "GO:1900704" "P"
"61499" "GO:1900705" "P"
"61504" "GO:1900706" "P"
"61509" "GO:1900707" "P"
"61512" "GO:1900708" "P"
"61517" "GO:1900709" "P"
"61522" "GO:1900710" "P"
"61525" "GO:1900711" "P"
"61530" "GO:1900712" "P"
"61535" "GO:1900713" "P"
"61538" "GO:1900714" "P"
"61542" "GO:1900715" "P"
"61546" "GO:1900716" "P"
"61549" "GO:1900717" "P"
"61553" "GO:1900718" "P"
"61557" "GO:1900719" "P"
"61558" "GO:1900720" "P"
"61560" "GO:1900721" "P"
"61562" "GO:1900722" "P"
"61563" "GO:1900723" "P"
"61565" "GO:1900724" "P"
"61567" "GO:1900725" "P"
"61568" "GO:1900726" "P"
"61570" "GO:1900727" "P"
"61572" "GO:1900728" "P"
"61573" "GO:1900729" "P"
"61574" "GO:1900730" "P"
"61576" "GO:1900731" "P"
"61578" "GO:1900732" "P"
"61580" "GO:1900733" "P"
"61583" "GO:1900734" "P"
"61586" "GO:1900735" "P"
"61588" "GO:1900736" "P"
"61589" "GO:1900737" "P"
"61591" "GO:1900738" "P"
"61593" "GO:1900739" "P"
"61596" "GO:1900740" "P"
"61600" "GO:1900741" "P"
"61602" "GO:1900742" "P"
"61605" "GO:1900743" "P"
"61608" "GO:1900744" "P"
"61609" "GO:1900745" "P"
"61611" "GO:1900746" "P"
"61613" "GO:1900747" "P"
"61616" "GO:1900748" "P"
"61618" "GO:1900749" "P"
"61621" "GO:1900750" "F"
"61622" "GO:1900751" "P"
"61623" "GO:1900752" "P"
"61624" "GO:1900753" "P"
"61628" "GO:1900754" "P"
"61630" "GO:1900756" "P"
"61631" "GO:1900757" "P"
"61632" "GO:1900758" "P"
"61634" "GO:1900759" "P"
"61636" "GO:1900760" "P"
"61639" "GO:1900761" "P"
"61642" "GO:1900762" "P"
"61646" "GO:1900763" "P"
"61650" "GO:1900764" "P"
"61654" "GO:1900765" "P"
"61660" "GO:1900766" "P"
"61665" "GO:1900767" "P"
"61670" "GO:1900768" "P"
"61676" "GO:1900769" "P"
"61682" "GO:1900770" "P"
"61685" "GO:1900771" "P"
"61691" "GO:1900772" "P"
"61695" "GO:1900773" "P"
"61698" "GO:1900774" "P"
"61702" "GO:1900775" "P"
"61706" "GO:1900776" "P"
"61707" "GO:1900777" "P"
"61709" "GO:1900778" "P"
"61711" "GO:1900779" "P"
"61712" "GO:1900780" "P"
"61714" "GO:1900781" "P"
"61716" "GO:1900782" "P"
"61718" "GO:1900783" "P"
"61721" "GO:1900784" "P"
"61724" "GO:1900785" "P"
"61727" "GO:1900786" "P"
"61731" "GO:1900787" "P"
"61735" "GO:1900788" "P"
"61739" "GO:1900789" "P"
"61743" "GO:1900790" "P"
"61748" "GO:1900791" "P"
"61752" "GO:1900792" "P"
"61757" "GO:1900793" "P"
"61762" "GO:1900794" "P"
"61769" "GO:1900795" "P"
"61777" "GO:1900796" "P"
"61784" "GO:1900797" "P"
"61788" "GO:1900798" "P"
"61794" "GO:1900799" "P"
"61799" "GO:1900800" "P"
"61803" "GO:1900801" "P"
"61808" "GO:1900802" "P"
"61813" "GO:1900803" "P"
"61816" "GO:1900804" "P"
"61820" "GO:1900805" "P"
"61824" "GO:1900806" "P"
"61827" "GO:1900807" "P"
"61830" "GO:1900808" "P"
"61832" "GO:1900809" "P"
"61835" "GO:1900810" "P"
"61839" "GO:1900811" "P"
"61844" "GO:1900812" "P"
"61849" "GO:1900813" "P"
"61854" "GO:1900814" "P"
"61859" "GO:1900815" "P"
"61864" "GO:1900816" "P"
"61870" "GO:1900817" "P"
"61878" "GO:1900818" "P"
"61885" "GO:1900819" "P"
"61889" "GO:1900820" "P"
"61894" "GO:1900821" "P"
"61899" "GO:1900822" "P"
"61902" "GO:1900823" "P"
"61906" "GO:1900824" "P"
"61910" "GO:1900825" "P"
"61912" "GO:1900826" "P"
"61915" "GO:1900827" "P"
"61918" "GO:1900828" "P"
"61920" "GO:1900829" "P"
"61923" "GO:1900830" "P"
"61926" "GO:1900831" "P"
"61928" "GO:1900832" "P"
"61931" "GO:1900833" "P"
"61934" "GO:1900834" "P"
"61936" "GO:1900835" "P"
"61939" "GO:1900836" "P"
"61942" "GO:1900837" "P"
"61943" "GO:1900838" "P"
"61945" "GO:1900839" "P"
"61947" "GO:1900840" "P"
"61950" "GO:1900841" "P"
"61955" "GO:1900842" "P"
"61960" "GO:1900843" "P"
"61962" "GO:1900844" "P"
"61966" "GO:1900845" "P"
"61970" "GO:1900846" "P"
"61971" "GO:1900847" "P"
"61974" "GO:1900848" "P"
"61977" "GO:1900849" "P"
"61979" "GO:1900850" "P"
"61982" "GO:1900851" "P"
"61985" "GO:1900852" "P"
"61989" "GO:1900853" "P"
"61995" "GO:1900854" "P"
"62001" "GO:1900855" "P"
"62004" "GO:1900856" "P"
"62008" "GO:1900857" "P"
"62012" "GO:1900858" "P"
"62015" "GO:1900859" "P"
"62019" "GO:1900860" "P"
"62023" "GO:1900861" "P"
"62026" "GO:1900862" "P"
"62030" "GO:1900863" "P"
"62034" "GO:1900864" "P"
"62036" "GO:1900865" "P"
"62037" "GO:1900866" "P"
"62040" "GO:1900867" "P"
"62042" "GO:1900868" "P"
"62045" "GO:1900869" "P"
"62048" "GO:1900870" "P"
"62051" "GO:1900871" "P"
"62053" "GO:1900872" "P"
"62054" "GO:1900873" "P"
"62056" "GO:1900874" "P"
"62058" "GO:1900875" "P"
"62061" "GO:1900876" "P"
"62062" "GO:1900877" "P"
"62064" "GO:1900878" "P"
"62065" "GO:1900879" "P"
"62067" "GO:1900880" "P"
"62068" "GO:1900881" "P"
"62070" "GO:1900882" "P"
"62071" "GO:1900883" "P"
"62073" "GO:1900884" "P"
"62075" "GO:1900885" "P"
"62078" "GO:1900886" "P"
"62081" "GO:1900887" "P"
"62083" "GO:1900888" "P"
"62086" "GO:1900889" "P"
"62089" "GO:1900890" "P"
"62090" "GO:1900891" "P"
"62092" "GO:1900892" "P"
"62094" "GO:1900893" "P"
"62095" "GO:1900894" "P"
"62097" "GO:1900895" "P"
"62099" "GO:1900896" "P"
"62101" "GO:1900897" "P"
"62104" "GO:1900898" "P"
"62107" "GO:1900899" "P"
"62108" "GO:1900900" "P"
"62110" "GO:1900901" "P"
"62112" "GO:1900902" "P"
"62114" "GO:1900903" "P"
"62117" "GO:1900904" "P"
"62120" "GO:1900905" "P"
"62121" "GO:1900906" "P"
"62123" "GO:1900907" "P"
"62125" "GO:1900908" "P"
"62126" "GO:1900909" "P"
"62128" "GO:1900910" "P"
"62130" "GO:1900911" "P"
"62132" "GO:1900912" "P"
"62135" "GO:1900913" "P"
"62138" "GO:1900914" "P"
"62141" "GO:1900915" "P"
"62145" "GO:1900916" "P"
"62149" "GO:1900917" "P"
"62151" "GO:1900918" "P"
"62154" "GO:1900919" "P"
"62157" "GO:1900923" "P"
"62161" "GO:1900924" "P"
"62167" "GO:1900925" "P"
"62173" "GO:1900926" "P"
"62176" "GO:1900927" "P"
"62181" "GO:1900928" "P"
"62186" "GO:1900929" "P"
"62189" "GO:1900930" "P"
"62194" "GO:1900931" "P"
"62199" "GO:1900932" "P"
"62201" "GO:1900933" "P"
"62204" "GO:1900934" "P"
"62207" "GO:1900935" "P"
"62210" "GO:1900936" "P"
"62214" "GO:1900937" "P"
"62218" "GO:1900938" "P"
"62219" "GO:1900939" "P"
"62221" "GO:1900940" "P"
"62223" "GO:1900941" "P"
"62225" "GO:1900942" "P"
"62228" "GO:1900943" "P"
"62231" "GO:1900944" "P"
"62233" "GO:1900945" "P"
"62236" "GO:1900946" "P"
"62239" "GO:1900947" "P"
"62243" "GO:1900948" "P"
"62248" "GO:1900949" "P"
"62253" "GO:1900950" "P"
"62256" "GO:1900951" "P"
"62260" "GO:1900952" "P"
"62264" "GO:1900953" "P"
"62266" "GO:1900954" "P"
"62269" "GO:1900955" "P"
"62272" "GO:1900956" "P"
"62275" "GO:1900957" "P"
"62279" "GO:1900958" "P"
"62283" "GO:1900959" "P"
"62285" "GO:1900960" "P"
"62288" "GO:1900961" "P"
"62291" "GO:1900962" "P"
"62293" "GO:1900963" "P"
"62296" "GO:1900964" "P"
"62299" "GO:1900965" "P"
"62301" "GO:1900966" "P"
"62304" "GO:1900967" "P"
"62307" "GO:1900968" "P"
"62310" "GO:1900969" "P"
"62314" "GO:1900970" "P"
"62318" "GO:1900971" "P"
"62320" "GO:1900972" "P"
"62323" "GO:1900973" "P"
"62326" "GO:1900974" "P"
"62328" "GO:1900975" "P"
"62331" "GO:1900976" "P"
"62334" "GO:1900977" "P"
"62337" "GO:1900978" "P"
"62341" "GO:1900979" "P"
"62345" "GO:1900980" "P"
"62347" "GO:1900981" "P"
"62350" "GO:1900982" "P"
"62353" "GO:1900983" "P"
"62358" "GO:1900984" "P"
"62362" "GO:1900985" "P"
"62367" "GO:1900986" "P"
"62370" "GO:1900987" "P"
"62373" "GO:1900988" "P"
"62376" "GO:1900989" "P"
"62380" "GO:1900990" "P"
"62386" "GO:1900991" "P"
"62389" "GO:1900992" "P"
"62394" "GO:1900993" "P"
"62400" "GO:1900994" "P"
"62406" "GO:1900995" "F"
"62407" "GO:1900996" "P"
"62410" "GO:1900997" "P"
"62413" "GO:1900998" "P"
"62416" "GO:1900999" "P"
"62419" "GO:1901000" "P"
"62420" "GO:1901001" "P"
"62422" "GO:1901002" "P"
"62424" "GO:1901003" "P"
"62426" "GO:1901004" "P"
"62427" "GO:1901005" "P"
"62429" "GO:1901006" "P"
"62431" "GO:1901007" "P"
"62432" "GO:1901008" "P"
"62434" "GO:1901009" "P"
"62436" "GO:1901010" "P"
"62438" "GO:1901011" "P"
"62440" "GO:1901012" "P"
"62442" "GO:1901013" "P"
"62445" "GO:1901014" "P"
"62448" "GO:1901015" "P"
"62451" "GO:1901016" "P"
"62453" "GO:1901017" "P"
"62456" "GO:1901018" "P"
"62459" "GO:1901019" "P"
"62461" "GO:1901020" "P"
"62464" "GO:1901021" "P"
"62467" "GO:1901022" "P"
"62469" "GO:1901023" "P"
"62472" "GO:1901024" "P"
"62475" "GO:1901025" "P"
"62476" "GO:1901026" "P"
"62477" "GO:1901027" "P"
"62478" "GO:1901028" "P"
"62482" "GO:1901029" "P"
"62486" "GO:1901030" "P"
"62490" "GO:1901031" "P"
"62491" "GO:1901032" "P"
"62493" "GO:1901033" "P"
"62495" "GO:1901034" "P"
"62499" "GO:1901035" "P"
"62504" "GO:1901036" "P"
"62509" "GO:1901038" "P"
"62511" "GO:1901039" "P"
"62513" "GO:1901040" "P"
"62516" "GO:1901041" "P"
"62519" "GO:1901044" "P"
"62520" "GO:1901045" "P"
"62524" "GO:1901046" "P"
"62528" "GO:1901047" "P"
"62529" "GO:1901048" "P"
"62530" "GO:1901049" "P"
"62531" "GO:1901050" "P"
"62533" "GO:1901051" "P"
"62535" "GO:1901052" "P"
"62537" "GO:1901053" "P"
"62540" "GO:1901054" "P"
"62543" "GO:1901055" "P"
"62545" "GO:1901056" "P"
"62547" "GO:1901057" "P"
"62549" "GO:1901058" "P"
"62550" "GO:1901059" "P"
"62552" "GO:1901060" "P"
"62554" "GO:1901061" "P"
"62555" "GO:1901062" "P"
"62557" "GO:1901063" "P"
"62559" "GO:1901064" "P"
"62560" "GO:1901065" "P"
"62562" "GO:1901066" "P"
"62564" "GO:1901067" "P"
"62569" "GO:1901068" "P"
"62570" "GO:1901069" "P"
"62572" "GO:1901070" "P"
"62574" "GO:1901071" "P"
"62575" "GO:1901072" "P"
"62577" "GO:1901073" "P"
"62579" "GO:1901074" "P"
"62581" "GO:1901075" "P"
"62584" "GO:1901076" "P"
"62587" "GO:1901077" "P"
"62588" "GO:1901078" "P"
"62590" "GO:1901079" "P"
"62592" "GO:1901080" "P"
"62593" "GO:1901081" "P"
"62595" "GO:1901082" "P"
"62597" "GO:1901083" "P"
"62598" "GO:1901084" "P"
"62600" "GO:1901085" "P"
"62602" "GO:1901086" "P"
"62603" "GO:1901087" "P"
"62606" "GO:1901088" "P"
"62608" "GO:1901089" "P"
"62609" "GO:1901090" "P"
"62610" "GO:1901091" "P"
"62612" "GO:1901092" "P"
"62614" "GO:1901093" "P"
"62616" "GO:1901094" "P"
"62619" "GO:1901095" "P"
"62622" "GO:1901096" "P"
"62625" "GO:1901097" "P"
"62628" "GO:1901098" "P"
"62632" "GO:1901099" "P"
"62633" "GO:1901101" "P"
"62634" "GO:1901102" "P"
"62636" "GO:1901103" "P"
"62638" "GO:1901104" "P"
"62642" "GO:1901105" "P"
"62647" "GO:1901106" "P"
"62652" "GO:1901107" "P"
"62657" "GO:1901108" "P"
"62664" "GO:1901109" "P"
"62670" "GO:1901110" "P"
"62676" "GO:1901111" "P"
"62683" "GO:1901112" "P"
"62690" "GO:1901113" "P"
"62693" "GO:1901114" "P"
"62698" "GO:1901115" "P"
"62700" "GO:1901116" "P"
"62702" "GO:1901117" "P"
"62705" "GO:1901118" "P"
"62708" "GO:1901119" "P"
"62713" "GO:1901120" "P"
"62719" "GO:1901121" "P"
"62724" "GO:1901122" "P"
"62726" "GO:1901123" "P"
"62729" "GO:1901124" "P"
"62732" "GO:1901125" "P"
"62734" "GO:1901126" "P"
"62738" "GO:1901127" "P"
"62741" "GO:1901128" "P"
"62743" "GO:1901129" "P"
"62746" "GO:1901130" "P"
"62749" "GO:1901131" "P"
"62751" "GO:1901132" "P"
"62754" "GO:1901133" "P"
"62757" "GO:1901134" "P"
"62758" "GO:1901135" "P"
"62759" "GO:1901136" "P"
"62761" "GO:1901137" "P"
"62763" "GO:1901140" "P"
"62764" "GO:1901141" "P"
"62767" "GO:1901142" "P"
"62768" "GO:1901143" "P"
"62770" "GO:1901145" "P"
"62772" "GO:1901146" "P"
"62773" "GO:1901147" "P"
"62775" "GO:1901148" "P"
"62776" "GO:1901149" "F"
"62780" "GO:1901150" "P"
"62784" "GO:1901151" "P"
"62789" "GO:1901152" "P"
"62793" "GO:1901153" "P"
"62795" "GO:1901154" "P"
"62799" "GO:1901155" "P"
"62802" "GO:1901156" "P"
"62804" "GO:1901157" "P"
"62807" "GO:1901158" "P"
"62810" "GO:1901159" "P"
"62813" "GO:1901160" "P"
"62814" "GO:1901161" "P"
"62816" "GO:1901162" "P"
"62818" "GO:1901163" "P"
"62822" "GO:1901164" "P"
"62828" "GO:1901165" "P"
"62834" "GO:1901166" "P"
"62835" "GO:1901167" "P"
"62837" "GO:1901168" "P"
"62839" "GO:1901169" "P"
"62841" "GO:1901170" "P"
"62845" "GO:1901171" "P"
"62848" "GO:1901172" "P"
