ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
,,,,,,,9030624J02Rik,Vipr1,,,
,,,,,,,Abca14,Deb1,,,
,,,,,,,Tnrc6a,1700048O20Rik,,,
,,,,,,,Il4ra,Fam198a,,,
,,,,,,,D430042O09Rik,Snrk,,,
,,,,,,,Ccdc101,D9Ertd402e,,,
,,,,,,,Bccip,Tmem42,,,
,,,,,,,Dock1,Exosc7,,,
,,,,,,,Foxi2,Lars2,,,
,,,,,,,BC005624,Cxcr6,,,
,,,,,,,Odf3,Aasdhppt,,,
,,,,,,,Nlrp6,Dync2h1,,,
,,,,,,,Efcab4a,4931406C07Rik,,,
,,,,,,,Muc5ac,Olfr828,,,
,,,,,,,Shank2,Olfr860,,,
,,,,,,,Hspbp1,Uba52,,,
,,,,,,,Vmn1r63,Zfp26,,,
,,,,,,,Peg3,S1pr5,,,
,,,,,,,Ehd2,Spc24,,,
,,,,,,,Dhx34,Dock6,,,
,,,,,,,Npas1,Rgl3,,,
,,,,,,,Psg21,Ecsit,,,
,,,,,,,Foxa3,Rpl15,,,
,,,,,,,Tex101,Zfp810,,,
,,,,,,,Zfp850,Dpy19l1,,,
,,,,,,,Zfp27,Acad8,,,
,,,,,,,Cebpg,Tuba1b,,,
,,,,,,,Dpy19l3,Dcps,,,
,,,,,,,Tbc1d17,Tirap,,,
,,,,,,,Scaf1,Foxred1,,,
,,,,,,,Sergef,Ccdc15,,,
,,,,,,,Mrgpra3,Tbrg1,,,
,,,,,,,Svip,Olfr976,,,
,,,,,,,Chrna7,Sc5d,,,
,,,,,,,Klf13,C2cd2l,,,
,,,,,,,Ndnl2,Tmem25,,,
,,,,,,,Hapln3,Cd3g,,,
,,,,,,,Eed,Sidt2,,,
,,,,,,,Pold3,Pafah1b2,,,
,,,,,,,Dnajb13,Ncam1,,,
,,,,,,,Gvin1,Bco2,,,
,,,,,,,Cdr2,Sdhd,,,
,,,,,,,Igsf6,Nrg4,,,
,,,,,,,Zkscan2,Scaper,,,
,,,,,,,Gm6252,Rfpl3s,,,
,,,,,,,Cd19,Snx33,,,
,,,,,,,Il27,Neil1,,,
,,,,,,,Coro1a,1700017B05Rik,,,
,,,,,,,Etos1,Scamp5,,,
,,,,,,,Uros,Mpi,,,
,,,,,,,Stk32c,Clk3,,,
,,,,,,,Adam8,Pml,,,
,,,,,,,Ifitm2,Loxl1,,,
,,,,,,,Krtap5-2,Neo1,,,
,,,,,,,Ccnd1,Bbs4,,,
,,,,,,,1700019B03Rik,Map2k5,,,
,,,,,,,Snapc2,Map2k1,,,
,,,,,,,Ccl25,Dis3l,,,
,,,,,,,Dlgap2,Plekho2,,,
,,,,,,,Tm2d2,Snx1,,,
,,,,,,,Thap1,Tpm1,,,
,,,,,,,Erlin2,Tln2,,,
,,,,,,,Gm10709,Rnf111,,,
,,,,,,,Slc7a2,Lipc,,,
,,,,,,,Hmgb2,Aqp9,,,
,,,,,,,BC030500,Pigb,,,
,,,,,,,Cbr4,Tmod3,,,
,,,,,,,Ddx60,Mlip,,,
,,,,,,,Myo9b,Elovl4,,,
,,,,,,,Dda1,Fam46a,,,
,,,,,,,Fam125a,Ube2cbp,,,
,,,,,,,Zfp882,Tbx18,,,
,,,,,,,Rnf150,Ankrd34c,,,
,,,,,,,Tbc1d9,1190002N15Rik,,,
,,,,,,,Palm3,Rasa2,,,
,,,,,,,Podnl1,4930579K19Rik,,,
,,,,,,,4930432K21Rik,Armc8,,,
,,,,,,,Trmt1,Cdv3,,,
,,,,,,,Dnase2a,Nudt16,,,
,,,,,,,Gpt2,Glyctk,,,
,,,,,,,Phkb,Alas1,,,
,,,,,,,Cyld,Abhd14a,,,
,,,,,,,Cdh5,Parp3,,,
,,,,,,,Cklf,Slc38a3,,,
,,,,,,,Cmip,Rnf123,,,
,,,,,,,Zc3h18,Tcta,,,
,,,,,,,Arv1,Arih2,,,
,,,,,,,4933403G14Rik,Tma7,,,
,,,,,,,Cd209d,Klhl18,,,
,,,,,,,Adprhl1,Nbeal2,,,
,,,,,,,Nek3,Tmie,,,
,,,,,,,Slc25a15,Rtp3,,,
,,,,,,,AI316807,Mlh1,,,
,,,,,,,Vdac3,Cmtm8,,,
,,,,,,,Ash2l,Gpd1l,,,
,,,,,,,Hook3,Rbms3,,,
,,,,,,,Mak16,Myd88,,,
,,,,,,,Tnks,Cck,,,
,,,,,,,Galnt7,Cyp8b1,,,
,,,,,,,Trim75,Cdcp1,,,
,,,,,,,Csgalnact1,Slc6a20a,,,
,,,,,,,Tmem59l,Fyco1,,,
,,,,,,,Arrdc2,Hhipl2,,,
,,,,,,,Smarca5,Prickle3,,,
,,,,,,,Gm10645,Wdr45,,,
,,,,,,,Dcaf15,Otud5,,,
,,,,,,,Adat1,Pim2,,,
,,,,,,,Gcsh,Mid1ip1,,,
,,,,,,,Taf1c,Araf,,,
,,,,,,,1190005I06Rik,Agtr2,,,
,,,,,,,Ankrd11,Lonrf3,,,
,,,,,,,Exoc8,Rhox7,,,
,,,,,,,Egln1,Ocrl,,,
,,,,,,,Pcnxl2,Phf6,,,
,,,,,,,Kbtbd3,Hprt,,,
,,,,,,,Casp4,Fhl1,,,
,,,,,,,Slc44a2,Brs3,,,
,,,,,,,Ccdc159,Aff2,,,
,,,,,,,Zfp809,Atp6ap1,,,
,,,,,,,Prdm10,Ikbkg,,,
,,,,,,,Nfrkb,Tmem47,,,
,,,,,,,Gm9513,Tab3,,,
,,,,,,,Gm5617,5430427O19Rik,,,
,,,,,,,Timm8b,Efnb1,,,
,,,,,,,Exph5,Gjb1,,,
,,,,,,,Npat,Nono,,,
,,,,,,,Sin3a,Taf1,,,
,,,,,,,Cyp11a1,Chic1,,,
,,,,,,,Gm10657,Uprt,,,
,,,,,,,Nptn,2610029G23Rik,,,
,,,,,,,Calml4,Lpar4,,,
,,,,,,,Rpl4,Tgif2lx1,,,
,,,,,,,Dpp8,Pabpc5,,,
,,,,,,,Rab27a,Atrn,,,
,,,,,,,Arpp19,Diap2,,,
,,,,,,,Myo5c,Armcx4,,,
,,,,,,,Set,Gprasp1,,,
,,,,,,,Tfdp2,Bhlhb9,,,
,,,,,,,Stag1,Tceal1,,,
,,,,,,,Dusp7,Nrk,,,
,,,,,,,Spink8,Cldn2,,,
,,,,,,,Myl3,E230019M04Rik,,,
,,,,,,,Cmtm6,Prps1,,,
,,,,,,,Golga4,Nxt2,,,
,,,,,,,Ctdspl,Alas2,,,
,,,,,,,Gm10608,Pfkfb1,,,
,,,,,,,Wdr48,Fam120c,,,
,,,,,,,Nktr,Hsd17b10,,,
,,,,,,,Exosc7,Eif1ax,,,
,,,,,,,Lars2,Gpr64,,,
,,,,,,,Arhgap42,Phka2,,,
,,,,,,,Endod1,Rai2,,,
,,,,,,,Dpy19l1,Ctps2,,,
,,,,,,,Tbx20,Pir,,,
,,,,,,,Herpud2,Trappc2,,,
,,,,,,,Aplp2,Magix,,,
,,,,,,,Spa17,Pqbp1,,,
,,,,,,,Tmem25,Hdac6,,,
,,,,,,,Ttc12,Gata1,,,
,,,,,,,Bco2,Tbc1d25,,,
,,,,,,,Ddx10,Ebp,,,
,,,,,,,Atm,Ftsj1,,,
,,,,,,,Wdr61,Bcor,,,
,,,,,,,Nrg4,1810030O07Rik,,,
,,,,,,,Etfa,Med14,,,
,,,,,,,C230081A13Rik,Fundc1,,,
,,,,,,,Commd4,4930578C19Rik,,,
,,,,,,,Neo1,Ndufb11,,,
,,,,,,,Rplp1,Akap17b,,,
,,,,,,,Kif23,Thoc2,,,
,,,,,,,Glce,Enox2,,,
,,,,,,,Fem1b,Olfr1321,,,
,,,,,,,Dis3l,Rbmx,,,
,,,,,,,Ostb,Ids,,,
,,,,,,,Rnf111,4930567H17Rik,,,
,,,,,,,Mapk6,BC023829,,,
,,,,,,,Hcrtr2,Trex2,,,
,,,,,,,Syncrip,Flna,,,
,,,,,,,Armc8,Lage3,,,
,,,,,,,Cdv3,G6pdx,,,
,,,,,,,Nek11,Mtcp1,,,
,,,,,,,Manf,Prkx,,,
,,,,,,,Dag1,Maged1,,,
,,,,,,,Fbxw15,Spin4,,,
,,,,,,,Fbxw18,Arhgef9,,,
,,,,,,,Nbeal2,Zc4h2,,,
,,,,,,,Pdcd6ip,P2ry4,,,
,,,,,,,Ddx3x,Pdzd11,,,
,,,,,,,Araf,Snx12,,,
,,,,,,,Il13ra1,Zmym3,,,
,,,,,,,Arhgap36,Phka1,,,
,,,,,,,Gpr112,Slc16a2,,,
,,,,,,,Atp6ap1,Zdhhc15,,,
,,,,,,,Dkc1,Gla,,,
,,,,,,,Vbp1,Zmat1,,,
,,,,,,,Arx,Morf4l2,,,
,,,,,,,Gjb1,Serpina7,,,
,,,,,,,Taf1,Ripply1,,,
,,,,,,,Zcchc13,Gucy2f,,,
,,,,,,,Sh3bgrl,Acsl4,,,
,,,,,,,Hnrnph2,Il13ra2,,,
,,,,,,,Armcx4,Tsr2,,,
,,,,,,,Gprasp1,Shroom2,,,
,,,,,,,Tceal1,Sat1,,,
,,,,,,,BC065397,Zrsr2,,,
,,,,,,,Kdm5c,Car5b,,,
,,,,,,,Phka2,Mospd2,,,
,,,,,,,Ap1s2,Eef1g,,,
,,,,,,,Klhl13,Ost4,,,
,,,,,,,Akap17b,Tcstv1,,,
,,,,,,,Cul4b,Tox4,,,
,,,,,,,Thoc2,Snrnp40,,,
,,,,,,,Enox2,Noc2l,,,
,,,,,,,Rap2c,Kdelr2,,,
,,,,,,,Gpc3,Cacng6,,,
,,,,,,,Sox3,Pglyrp2,,,
,,,,,,,Sms,Anapc2,,,
,,,,,,,BC023829,Wars,,,
,,,,,,,Cetn2,Hnrnpul2,,,
,,,,,,,Pnma5,Dhrs1,,,
,,,,,,,Idh3g,Tbl3,,,
,,,,,,,Mageb1,Gbf1,,,
,,,,,,,Pola1,Zc3h11a,,,
,,,,,,,Pja1,Ddb1,,,
,,,,,,,1700031F05Rik,Cdc42,,,
,,,,,,,2610002M06Rik,Rrs1,,,
,,,,,,,Rab9b,Adhfe1,,,
,,,,,,,Syap1,Rpl5,,,
,,,,,,,Rab9,Kcnb2,,,
,,,,,,,Kdm5d,Rdh10,,,
,,,,,,,Timm21,Pih1d3,,,
,,,,,,,Sap25,Paox,,,
,,,,,,,Cacng6,Rab23,,,
,,,,,,,,Plekhb2,,,
,,,,,,,,Hs6st1,,,
,,,,,,,,Mrpl30,,,
,,,,,,,,Il1rl2,,,
,,,,,,,,Tmem182,,,
,,,,,,,,AI597479,,,
,,,,,,,,Bivm,,,
,,,,,,,,Tmeff2,,,
,,,,,,,,Osgepl1,,,
,,,,,,,,Nif3l1,,,
,,,,,,,,Cflar,,,
,,,,,,,,Stradb,,,
,,,,,,,,Fzd7,,,
,,,,,,,,Abi2,,,
,,,,,,,,Cd28,,,
,,,,,,,,Pikfyve,,,
,,,,,,,,Unc80,,,
,,,,,,,,Spag16,,,
,,,,,,,,Gpbar1,,,
,,,,,,,,Slc11a1,,,
,,,,,,,,Plcd4,,,
,,,,,,,,Rhbdd1,,,
,,,,,,,,Ccl20,,,
,,,,,,,,Dis3l2,,,
,,,,,,,,Agap1,,,
,,,,,,,,Lrrfip1,,,
,,,,,,,,Olfr1413,,,
,,,,,,,,Olfr1411,,,
,,,,,,,,Bok,,,
,,,,,,,,Atg4b,,,
,,,,,,,,Ing5,,,
,,,,,,,,Slco6d1,,,
,,,,,,,,Cntnap5b,,,
,,,,,,,,Phlpp1,,,
,,,,,,,,Serpinb5,,,
,,,,,,,,Serpinb11,,,
,,,,,,,,Serpinb7,,,
,,,,,,,,Serpinb2,,,
,,,,,,,,Cdh7,,,
,,,,,,,,Slc35f5,,,
,,,,,,,,R3hdm1,,,
,,,,,,,,Ubxn4,,,
,,,,,,,,Faim3,,,
,,,,,,,,Arl8a,,,
,,,,,,,,Gm4793,,,
,,,,,,,,Aspm,,,
,,,,,,,,Glrx2,,,
,,,,,,,,Rgs16,,,
,,,,,,,,Tor1aip2,,,
,,,,,,,,Rc3h1,,,
,,,,,,,,Cenpl,,,
,,,,,,,,Tnfsf18,,,
,,,,,,,,F5,,,
,,,,,,,,Tmco1,,,
,,,,,,,,1700084C01Rik,,,
,,,,,,,,Nr1i3,,,
,,,,,,,,Arhgap30,,,
,,,,,,,,Cd244,,,
,,,,,,,,Crp,,,
,,,,,,,,Olfr16,,,
,,,,,,,,Olfr218,,,
,,,,,,,,Olfr1404,,,
,,,,,,,,Olfr418-ps1,,,
,,,,,,,,Olfr432,,,
,,,,,,,,Olfr427,,,
,,,,,,,,Olfr424,,,
,,,,,,,,Olfr417,,,
,,,,,,,,Olfr248,,,
,,,,,,,,Olfr220,,,
,,,,,,,,Fam36a,,,
,,,,,,,,Efcab2,,,
,,,,,,,,Kif26b,,,
,,,,,,,,Itpkb,,,
,,,,,,,,Tmem63a,,,
,,,,,,,,Slc30a1,,,
,,,,,,,,Rp1,,,
,,,,,,,,Tram1,,,
,,,,,,,,Stau2,,,
,,,,,,,,Jph1,,,
,,,,,,,,Il17f,,,
,,,,,,,,Mcm3,,,
,,,,,,,,Col19a1,,,
,,,,,,,,Bend6,,,
,,,,,,,,Uggt1,,,
,,,,,,,,Lman2l,,,
,,,,,,,,Actr1b,,,
,,,,,,,,Tmem131,,,
,,,,,,,,Mgat4a,,,
,,,,,,,,Gm8251,,,
,,,,,,,,Mettl21e,,,
,,,,,,,,Gm4776,,,
,,,,,,,,Nabp1,,,
,,,,,,,,Nab1,,,
,,,,,,,,Boll,,,
,,,,,,,,Hsfy2,,,
,,,,,,,,Clk1,,,
,,,,,,,,Ppil3,,,
,,,,,,,,Als2cr11,,,
,,,,,,,,Prelid1,,,
,,,,,,,,4933402D24Rik,,,
,,,,,,,,Fzd5,,,
,,,,,,,,Fn1,,,
,,,,,,,,Cxcr1,,,
,,,,,,,,Tmbim1,,,
,,,,,,,,Atg9a,,,
,,,,,,,,Kcnj13,,,
,,,,,,,,Ndufa10,,,
,,,,,,,,Myeov2,,,
,,,,,,,,Rnf152,,,
,,,,,,,,Serpinb3d,,,
,,,,,,,,Serpinb3b,,,
,,,,,,,,Adora1,,,
,,,,,,,,Ptprc,,,
,,,,,,,,Rgs1,,,
,,,,,,,,Rgs18,,,
,,,,,,,,Npl,,,
,,,,,,,,Soat1,,,
,,,,,,,,Fam20b,,,
,,,,,,,,Dars2,,,
,,,,,,,,Armc11,,,
,,,,,,,,Nuf2,,,
,,,,,,,,Nos1ap,,,
,,,,,,,,Fcer1g,,,
,,,,,,,,Ufc1,,,
,,,,,,,,Olfr1406,,,
,,,,,,,,Fcer1a,,,
,,,,,,,,Pydc4,,,
,,,,,,,,Ifi203,,,
,,,,,,,,Olfr419,,,
,,,,,,,,Wdr26,,,
,,,,,,,,Ccdc121,,,
,,,,,,,,1700056E22Rik,,,
,,,,,,,,Syt14,,,
,,,,,,,,Cd46,,,
,,,,,,,,Mtrf1l,,,
,,,,,,,,Lats1,,,
,,,,,,,,Katna1,,,
,,,,,,,,Ppil4,,,
,,,,,,,,Shprh,,,
,,,,,,,,Fbxo30,,,
,,,,,,,,Hivep2,,,
,,,,,,,,Cited2,,,
,,,,,,,,Mtap7,,,
,,,,,,,,H60b,,,
,,,,,,,,Taar7f,,,
,,,,,,,,Trdn,,,
,,,,,,,,Rfx6,,,
,,,,,,,,Nepn,,,
,,,,,,,,Slc35f1,,,
,,,,,,,,Dnajb12,,,
,,,,,,,,4632428N05Rik,,,
,,,,,,,,Lrrc20,,,
,,,,,,,,Rufy2,,,
,,,,,,,,Zwint,,,
,,,,,,,,Bcr,,,
,,,,,,,,Specc1l,,,
,,,,,,,,Mcm3ap,,,
,,,,,,,,Ube2g2,,,
,,,,,,,,Gm3233,,,
,,,,,,,,Icosl,,,
,,,,,,,,Olfr8,,,
,,,,,,,,Olfr1351,,,
,,,,,,,,Abca7,,,
,,,,,,,,Midn,,,
,,,,,,,,Sf3a2,,,
,,,,,,,,Apba3,,,
,,,,,,,,A230046K03Rik,,,
,,,,,,,,Pwp1,,,
,,,,,,,,Igf1,,,
,,,,,,,,Pmch,,,
,,,,,,,,Galnt4,,,
,,,,,,,,Slc6a15,,,
,,,,,,,,Kcnc2,,,
,,,,,,,,Zfc3h1,,,
,,,,,,,,Cpm,,,
,,,,,,,,Gns,,,
,,,,,,,,BC048403,,,
,,,,,,,,Stat6,,,
,,,,,,,,Tmem194,,,
,,,,,,,,Atp5b,,,
,,,,,,,,Cnpy2,,,
,,,,,,,,Olfr776,,,
,,,,,,,,Olfr780,,,
,,,,,,,,Olfr786,,,
,,,,,,,,Olfr788,,,
,,,,,,,,Olfr790,,,
,,,,,,,,Olfr791,,,
,,,,,,,,Olfr777,,,
,,,,,,,,Olfr821,,,
,,,,,,,,1700052N19Rik,,,
,,,,,,,,Iyd,,,
,,,,,,,,Tpd52l1,,,
,,,,,,,,Fam26d,,,
,,,,,,,,Gtf3c6,,,
,,,,,,,,Qrsl1,,,
,,,,,,,,Grik2,,,
,,,,,,,,Gprc6a,,,
,,,,,,,,Ros1,,,
,,,,,,,,AW822073,,,
,,,,,,,,D830039M14Rik,,,
,,,,,,,,Hk1,,,
,,,,,,,,Tet1,,,
,,,,,,,,Gm7075,,,
,,,,,,,,Lrrtm3,,,
,,,,,,,,1700040L02Rik,,,
,,,,,,,,Phyhipl,,,
,,,,,,,,Gstt1,,,
,,,,,,,,Pcsk4,,,
,,,,,,,,Mbd3,,,
,,,,,,,,Plekhj1,,,
,,,,,,,,Gm1553,,,
,,,,,,,,Utp20,,,
,,,,,,,,Slc17a8,,,
,,,,,,,,Elk3,,,
,,,,,,,,Cradd,,,
,,,,,,,,Alx1,,,
,,,,,,,,Ptprq,,,
,,,,,,,,Nav3,,,
,,,,,,,,Msrb3,,,
,,,,,,,,Tbk1,,,
,,,,,,,,Mon2,,,
,,,,,,,,Pip4k2c,,,
,,,,,,,,Gli1,,,
,,,,,,,,Rdh7,,,
,,,,,,,,Rdh5,,,
,,,,,,,,Olfr767,,,
,,,,,,,,Olfr769,,,
,,,,,,,,Olfr771,,,
,,,,,,,,Olfr772,,,
,,,,,,,,Olfr803,,,
,,,,,,,,Olfr805,,,
,,,,,,,,Olfr807,,,
,,,,,,,,Olfr810,,,
,,,,,,,,Olfr812,,,
,,,,,,,,Olfr247,,,
,,,,,,,,Olfr824,,,
,,,,,,,,Olfr825,,,
,,,,,,,,Neurod4,,,
,,,,,,,,Morc2a,,,
,,,,,,,,Tbc1d10a,,,
,,,,,,,,Ykt6,,,
,,,,,,,,Zmiz2,,,
,,,,,,,,Vwc2,,,
,,,,,,,,4930415F15Rik,,,
,,,,,,,,C1d,,,
,,,,,,,,Spred2,,,
,,,,,,,,Zrsr1,,,
,,,,,,,,Smek2,,,
,,,,,,,,Gpr75,,,
,,,,,,,,Stk10,,,
,,,,,,,,Lcp2,,,
,,,,,,,,Olfr1395,,,
,,,,,,,,Olfr10,,,
,,,,,,,,Olfr1381,,,
,,,,,,,,Olfr51,,,
,,,,,,,,D930048N14Rik,,,
,,,,,,,,9530068E07Rik,,,
,,,,,,,,Rapgef6,,,
,,,,,,,,G3bp1,,,
,,,,,,,,Zfp692,,,
,,,,,,,,Olfr315,,,
,,,,,,,,Olfr314,,,
,,,,,,,,Olfr313,,,
,,,,,,,,2310033P09Rik,,,
,,,,,,,,Pmp22,,,
,,,,,,,,Elac2,,,
,,,,,,,,Zkscan6,,,
,,,,,,,,Myh8,,,
,,,,,,,,Stx8,,,
,,,,,,,,Zbtb4,,,
,,,,,,,,Dvl2,,,
,,,,,,,,Tm4sf5,,,
,,,,,,,,1200014J11Rik,,,
,,,,,,,,Olfr384,,,
,,,,,,,,Zfp735,,,
,,,,,,,,Olfr59,,,
,,,,,,,,Rtn4rl1,,,
,,,,,,,,Smyd4,,,
,,,,,,,,Rnmtl1,,,
,,,,,,,,Tmigd1,,,
,,,,,,,,Phf12,,,
,,,,,,,,Tlcd1,,,
,,,,,,,,Rab34,,,
,,,,,,,,2610507B11Rik,,,
,,,,,,,,Nf1,,,
,,,,,,,,Rab11fip4,,,
,,,,,,,,Rnf135,,,
,,,,,,,,Ccl11,,,
,,,,,,,,Heatr6,,,
,,,,,,,,Tubd1,,,
,,,,,,,,Tex14,,,
,,,,,,,,Mtmr4,,,
,,,,,,,,Supt4h1,,,
,,,,,,,,Mrps23,,,
,,,,,,,,Lrrc59,,,
,,,,,,,,Slc35b1,,,
,,,,,,,,Spop,,,
,,,,,,,,Mrpl10,,,
,,,,,,,,Arhgap23,,,
,,,,,,,,Wipf2,,,
,,,,,,,,Krtap9-1,,,
,,,,,,,,Coasy,,,
,,,,,,,,Dcaf7,,,
,,,,,,,,Gna13,,,
,,,,,,,,Tmem104,,,
,,,,,,,,Slc16a5,,,
,,,,,,,,2310067B10Rik,,,
,,,,,,,,Tsen54,,,
,,,,,,,,Mfsd11,,,
,,,,,,,,Syngr2,,,
,,,,,,,,Pgs1,,,
,,,,,,,,Enpp7,,,
,,,,,,,,Gcgr,,,
,,,,,,,,Aspscr1,,,
,,,,,,,,Narf,,,
,,,,,,,,Ptchd3,,,
,,,,,,,,Smtn,,,
,,,,,,,,Tcn2,,,
,,,,,,,,Nefh,,,
,,,,,,,,Pold2,,,
,,,,,,,,Chac2,,,
,,,,,,,,Efcab9,,,
,,,,,,,,Ranbp17,,,
,,,,,,,,Gabrg2,,,
,,,,,,,,Gabra1,,,
,,,,,,,,Sft2d1,,,
,,,,,,,,Timd2,,,
,,,,,,,,Sgcd,,,
,,,,,,,,Cdk2ap1,,,
,,,,,,,,Irgm1,,,
,,,,,,,,Maml1,,,
,,,,,,,,Zfp354b,,,
,,,,,,,,Rad50,,,
,,,,,,,,Gm17334,,,
,,,,,,,,Olfr323,,,
,,,,,,,,Rnf187,,,
,,,,,,,,Tom1l2,,,
,,,,,,,,Top3a,,,
,,,,,,,,Zfp286,,,
,,,,,,,,Rangrf,,,
,,,,,,,,Pfas,,,
,,,,,,,,Cd68,,,
,,,,,,,,Elp5,,,
,,,,,,,,Vmo1,,,
,,,,,,,,Pfn1,,,
,,,,,,,,Olfr1,,,
,,,,,,,,Olfr381,,,
,,,,,,,,Olfr389,,,
,,,,,,,,Olfr392,,,
,,,,,,,,Olfr393,,,
,,,,,,,,Olfr139,,,
,,,,,,,,Rap1gap2,,,
,,,,,,,,Pafah1b1,,,
,,,,,,,,Tmem199,,,
,,,,,,,,Tnfaip1,,,
,,,,,,,,Utp6,,,
,,,,,,,,Ccl1,,,
,,,,,,,,Rffl,,,
,,,,,,,,Dusp14,,,
,,,,,,,,Ints2,,,
,,,,,,,,Lpo,,,
,,,,,,,,Nme1,,,
,,,,,,,,Myst2,,,
,,,,,,,,Atp5g1,,,
,,,,,,,,Snx11,,,
,,,,,,,,Rpl23,,,
,,,,,,,,Krt20,,,
,,,,,,,,Krtap1-4,,,
,,,,,,,,Krtap1-3,,,
,,,,,,,,Krtap9-3,,,
,,,,,,,,Krtap2-4,,,
,,,,,,,,Coa3,,,
,,,,,,,,Ubtf,,,
,,,,,,,,Slc25a39,,,
,,,,,,,,Eftud2,,,
,,,,,,,,Plekhm1,,,
,,,,,,,,Gosr2,,,
,,,,,,,,Smarcd2,,,
,,,,,,,,Cd79b,,,
,,,,,,,,Bptf,,,
,,,,,,,,Cd300c,,,
,,,,,,,,Cd300ld,,,
,,,,,,,,Nt5c,,,
,,,,,,,,Slc25a19,,,
,,,,,,,,Rnf157,,,
,,,,,,,,Slc38a10,,,
,,,,,,,,Ptrhd1,,,
,,,,,,,,1110057K04Rik,,,
,,,,,,,,Gm10479,,,
,,,,,,,,Fam150b,,,
,,,,,,,,Sh3yl1,,,
,,,,,,,,Ap4s1,,,
,,,,,,,,Fam177a,,,
,,,,,,,,Lrfn5,,,
,,,,,,,,Lrr1,,,
,,,,,,,,Arf6,,,
,,,,,,,,Syt16,,,
,,,,,,,,Pcnx,,,
,,,,,,,,Dcaf4,,,
,,,,,,,,Rbm25,,,
,,,,,,,,Psen1,,,
,,,,,,,,Acot1,,,
,,,,,,,,Acot3,,,
,,,,,,,,Coq6,,,
,,,,,,,,Fcf1,,,
,,,,,,,,Mfsd7c,,,
,,,,,,,,1700020O03Rik,,,
,,,,,,,,Oog1,,,
,,,,,,,,Nrxn3,,,
,,,,,,,,Ttc8,,,
,,,,,,,,9030617O03Rik,,,
,,,,,,,,Rin3,,,
,,,,,,,,Unc79,,,
,,,,,,,,Ppp4r4,,,
,,,,,,,,Serpina5,,,
,,,,,,,,Serpina3k,,,
,,,,,,,,Bdkrb1,,,
,,,,,,,,Zfp839,,,
,,,,,,,,Traf3,,,
,,,,,,,,Trmt61a,,,
,,,,,,,,Klc1,,,
,,,,,,,,Pld4,,,
,,,,,,,,Crip1,,,
,,,,,,,,Zfp386,,,
,,,,,,,,Rapgef5,,,
,,,,,,,,Macc1,,,
,,,,,,,,Tmem196,,,
,,,,,,,,Ncoa1,,,
,,,,,,,,Cbll1,,,
,,,,,,,,Scin,,,
,,,,,,,,Ifrd1,,,
,,,,,,,,Dnajb9,,,
,,,,,,,,Nova1,,,
,,,,,,,,Ralgapa1,,,
,,,,,,,,Mis18bp1,,,
,,,,,,,,Mdga2,,,
,,,,,,,,Nemf,,,
,,,,,,,,Zfyve26,,,
,,,,,,,,Abcd4,,,
,,,,,,,,1110018G07Rik,,,
,,,,,,,,Dio2,,,
,,,,,,,,Ston2,,,
,,,,,,,,Kcnk10,,,
,,,,,,,,Ddx24,,,
,,,,,,,,4831426I19Rik,,,
,,,,,,,,Ighe,,,
,,,,,,,,Dnahc11,,,
,,,,,,,,Heatr1,,,
,,,,,,,,Gng4,,,
,,,,,,,,2810021B07Rik,,,
,,,,,,,,Elmo1,,,
,,,,,,,,Olfr263,,,
,,,,,,,,Hist1h2bm,,,
,,,,,,,,Vmn1r215,,,
,,,,,,,,Vmn1r216,,,
,,,,,,,,Hist1h4d,,,
,,,,,,,,Slc17a2,,,
,,,,,,,,Fam65b,,,
,,,,,,,,Prl,,,
,,,,,,,,Prl3c1,,,
,,,,,,,,Prl6a1,,,
,,,,,,,,Prl4a1,,,
,,,,,,,,Serpinb9b,,,
,,,,,,,,Serpinb9e,,,
,,,,,,,,Gcnt2,,,
,,,,,,,,Tmem14c,,,
,,,,,,,,Sirt5,,,
,,,,,,,,Barx1,,,
,,,,,,,,Aspn,,,
,,,,,,,,Gm904,,,
,,,,,,,,Fgfr4,,,
,,,,,,,,Txndc15,,,
,,,,,,,,Idnk,,,
,,,,,,,,Rmi1,,,
,,,,,,,,Habp4,,,
,,,,,,,,Olfr466,,,
,,,,,,,,Med10,,,
,,,,,,,,Irx2,,,
,,,,,,,,Brd9,,,
,,,,,,,,Ell2,,,
,,,,,,,,Cetn3,,,
,,,,,,,,Dhfr,,,
,,,,,,,,Mtx3,,,
,,,,,,,,Arsb,,,
,,,,,,,,Lhfpl2,,,
,,,,,,,,Ap3b1,,,
,,,,,,,,4833420G17Rik,,,
,,,,,,,,Akr1c20,,,
,,,,,,,,Akr1e1,,,
,,,,,,,,Wdr37,,,
,,,,,,,,Ryr2,,,
,,,,,,,,Cdk13,,,
,,,,,,,,A530099J19Rik,,,
,,,,,,,,Olfr1370,,,
,,,,,,,,Hist1h2ak,,,
,,,,,,,,Hist1h4i,,,
,,,,,,,,Vmn1r193,,,
,,,,,,,,Vmn1r202,,,
,,,,,,,,Hist1h4f,,,
,,,,,,,,Scgn,,,
,,,,,,,,Nrsn1,,,
,,,,,,,,Prl8a6,,,
,,,,,,,,Prl8a8,,,
,,,,,,,,Prl7b1,,,
,,,,,,,,Prl7a1,,,
,,,,,,,,Prl7a2,,,
,,,,,,,,Adtrp,,,
,,,,,,,,Nup153,,,
