ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
Wdr45,,1110017D15Rik,,Cx3cr1,Bpnt1,,Fam19a5,Hist1h3f,Ccdc74a,BC068281,
Atp6ap2,,Cntfr,,Ssxb5,Slc30a1,,Shank3,Hist1h4j,Arvcf,Daam1,
Gpr34,,Gm10595,,2610018G03Rik,Tbc1d8,,Acr,Hist1h2bp,Eif2b5,Acot2,
Rbm10,,Shb,,Phf6,Col4a4,,Pdzrn4,Hist1h1d,Abcf3,Tshr,
Lonrf3,,Abca1,,Zfp185,Snrpe,,Ano6,Hist1h3d,Vwa5b2,Serpina3f,
Rab33a,,Svep1,,Msn,Nav1,,Cacnb3,Hist1h2bc,Eif4g1,Rnf144a,
Aff2,,Ptprd,,Foxo4,Usp21,,Rpl36,Hist1h1c,Fam131a,Ptpn21,
Zfp275,,Mpdz,,Ngfrap1,Akt3,,Dnajc22,Slc17a3,Lpp,B3galnt2,
Taz,,Cyp2j6,,Htr2c,Map3k5,,Aqp2,Cmah,Rnf168,H2afx,
Dmd,,Dock7,,Scml2,Cirbp,,Accn2,BC005537,Tctex1d2,Rreb1,
Sec61g,,Podn,,Slc9a7,Olfr777,,Dazap2,Dcdc2a,Pcyt1a,Tmem170b,
Efnb1,,Cyp4a14,,Cfp,Pde7b,,Tenc1,Prl3a1,Tfrc,Rbm24,
Armcx4,,Mast2,,Tenm1,Prdm1,,Sp1,Agtr1a,Muc4,Ftl1,
Arxes2,,Atp6v0b,,Aifm1,Anapc16,,AW549877,Wrnip1,Snx4,Cetn3,
Hsd17b10,,Ipo13,,Igsf1,D10Jhu81e,,C7,Serpinb6b,Popdc2,Phf2,
Piga,,Zfp69,,Slitrk4,Metap2,,Osmr,Serpinb9,B4galt4,Zfp874a,
Fancb,,Mtap7d1,,BC023829,Zrsr1,,Egflam,Serpinb1b,Wdr52,BC018507,
Hdac6,,Tinagl1,,Bcap31,Vamp2,,Brix1,Nqo2,Rps24,Atg10,
Pola1,,Epb4.1,,Mtcp1,Neurl4,,Rai14,Bphl,Btla,Nln,
Asb12,,Trnau1ap,,Slc16a2,Ybx2,,Tars,Ppp1r3g,Ift57,Nnt,
Cited1,,Rps6ka1,,Rpl12,Inpp5k,,Npr3,Rreb1,Filip1l,Flnb,
Slc16a2,,Pdik1l,,Btk,Heatr6,,Ankrd33b,Nol7,Cpox,Zmiz1,
Rpl12,,Sepn1,,Tsc22d3,Stard3,,Ube2v2,Kdm1b,Stx19,Tkt,
Morf4l2,,Tmem57,,Lhfpl1,Wipf2,,Cct5,Rnf144b,Vgll3,Shisa2,
Grpr,,Clic4,,Tspyl2,Wnk4,,Pabpc1,Id4,Gbe1,Trim35,
Nkain1,,Srrm1,,Mbtps2,Cd300lg,,Samd12,Ninj1,Robo1,Gfra2,
Sap30l,,Tnfrsf1b,,Prps2,Cog1,,Taf2,Gm906,2810055G20Rik,Elf1,
Kifap3,,Fbxo44,,Wars,Ttyh2,,Mtss1,Cks2,Cxadr,4930449E01Rik,
Zfp451,,Slc25a33,,Cdc42,Sec14l1,,Fam84b,Sfxn1,Jam2,Wdfy4,
Tsen15,,Per3,,Gm10530,43352,,Ndrg1,Arl10,N6amt1,Atg14,
Aph1a,,Cdk6,,F5,Tnrc6c,,Lynx1,Higd2a,Bach1,Myh6,
Fmo4,,Sema3c,,Klf7,Btnl9,,Top1mt,Faf2,Sod1,Efha1,
Dazap1,,Lrrc17,,Usp40,Tmem11,,Naprt1,Prr7,Son,Sgcg,
ORF61,,Klhl7,,Npl,Polr2a,,Plec,B4galt7,Kcne2,Scara3,
Mgat4b,,Chpf2,,Ipcef1,Hic1,,Parp10,Naa35,Ttc3,Ephx2,
Map2k3,,Nub1,,Cited2,Aatf,,Oplah,Dapk1,Adcy9,Klf10,
Myh10,,Ept1,,Adora2a,Meox1,,Dgat1,Cdk20,Ppl,Dgat1,
Zpbp2,,Kcnk3,,Ppm1h,Pecam1,,Foxred2,Zfp369,Emp2,Csf2rb2,
Mfsd11,,Cenpa,,Gm9972,Cbr2,,Card10,Mrpl36,Socs1,Clec16a,
Npepps,,Mapre3,,Per1,Tmx1,,Sun2,Lpcat1,Pdxdc1,Parn,
Mrpl38,,Cpeb2,,Ddx56,Hdac9,,St13,Ccdc127,Spag6,Prodh,
Sypl,,Pi4k2b,,Igfbp3,Gm889,,Tob2,Glrx,Sdf2l1,Olfr170,
Mlh3,,Zcchc4,,Olfr462,Nova1,,Phf5a,Pou5f2,Ube2l3,Krtap19-9b,
Btbd7,,Klb,,Scpep1,6530401N04Rik,,Tnfrsf13c,Mblac2,4930451C15Rik,Mpc1,
Fbxl21,,Ube2k,,Pnpo,Map4k5,,Cyp2d26,Ccnh,Car15,Mllt4,
Dydc1,,Limch1,,Nek9,1110018G07Rik,,Ldoc1l,Edil3,Parl,H2-DMa,
Naa30,,Tmem33,,Sptlc2,Irf2bpl,,Alg12,Hapln1,Gm606,Ier3,
Tm9sf1,,Slain2,,Itgb8,Ckb,,Mapk12,Tmem167,Atp13a4,Guca1b,
Adsl,,Pdgfra,,Rbm24,Hist1h1d,,Plxnb2,Acot12,Muc20,Eml4,
Arid2,,Kit,,Spin1,Aspn,,Arsa,Serinc5,Kalrn,Dll1,
Sharpin,,Rest,,Hcn1,Slc12a7,,Cpne8,Homer1,Dirc2,Rab11fip3,
Nubp1,,43354,,Serpinb1a,Mtx3,,Slc2a13,Wdr41,Fam162a,Zfp763,
Snap29,,Ccng2,,Tubb2b,Top2a,,Prickle1,Zbed3,Cd86,Cfb,
Zc3h7a,,Mrps18c,,Hspb1,Auh,,A130051J06Rik,Gfm2,Pla1a,Tubb5,
Comt,,Aff1,,Iqgap2,Nim1,,Endou,Mrps27,Upk1b,2410015M20Rik,
Stxbp5l,,Vmn2r17,,Fbxo34,Hmgcs1,,Rapgef3,Ccdc125,Gap43,Dennd1c,
Tfg,,Ttc28,,Clybl,Lrtm1,,Prkag1,Adamts6,Sidt1,Haao,
Tagap,,Acacb,,Gm5089,Pbrm1,,Rhebl1,Srek1ip1,Cd200,1700011I03Rik,
Mllt4,,Triap1,,Pgcp,Nt5dc2,,Tuba1a,Pde4d,Tagln3,Iigp1,
Zfp760,,Taok3,,Bdh1,Wdfy2,,Mcrs1,Plk2,Cmss1,Stard6,
Rrp1b,,Fbxo21,,Hunk,Fbxo16,,Tfcp2,Actbl2,Col8a1,Cdo1,
Mrps18a,,Brap,,Olig1,Adra1a,,Pou6f1,Ankrd55,Cyyr1,Dock8,
Slc39a7,,P2rx4,,Nmral1,Rarb,,Galnt6,Il6st,Adamts1,Grk5,
Prr3,,Rnf34,,Gtpbp8,Usp54,,Krt1,Ppap2a,Tiam1,Ndufs8,
Mib1,,Glt1d1,,Tmem45a,Ttc33,,Krt78,Arl15,Atp5o,Peli3,
1700011I03Rik,,Gbas,,Rps6ka2,Sqle,,Krt8,Mocs2,Erg,Cd5,
Mbd1,,Sumf2,,Nme3,Shank3,,Rarg,Hcn1,Mx1,Mamdc2,
Hspa9,,Gatsl2,,Mrpl14,Letmd1,,Ppp1r1a,Fgf10,Tulp4,D19Bwg1357e,
Rela,,Baz1b,,Lpin2,Fam105a,,Dnase1,Net1,Tmem181a,Rbp4,
Zdhhc16,,Nsun5,,Mettl4,Hdac7,,Glis2,Pfkp,Mpc1,Dnmbp,
Pnlip,,Por,,Hdhd2,Arvcf,,4930451G09Rik,Gtpbp4,1700010I14Rik,Pcgf6,
Aldh1a7,,Dtx2,,Aqp4,Eif4g1,,Snx29,Lgals8,Sod2,Gpam,
Upf2,,Zkscan1,,Hbegf,Igf2bp2,,Mkl2,Tbce,Fam120b,Csf2ra,
Kcnt1,,Wipi2,,Gpr151,Nrip1,,Ypel1,Ggps1,Abca3,Plxdc2,
Pmpca,,Bri3,,Olfr1431,Pi16,,Klhl24,Mrpl32,Caskin1,Fam73b,
2410001C21Rik,,Zfp655,,Ppapdc2,H2-Eb1,,Ephb3,5033411D12Rik,Clcn7,Kynu,
Echdc3,,B3galtl,,Scd3,Gnptg,,Senp2,Stard3nl,BC003965,Mbd5,
Strbp,,Rundc3b,,Olfm1,Itfg3,,Dnajb11,Gm10065,A930001N09Rik,Lass6,
Tomm34,,Gnai1,,Olfr1023,Plin5,,Eif4a2,Cox5b,Ggnbp1,Slc43a3,
Tmem189,,Phtf2,,Olfr1289,Il17b,,Lpp,Zfp192,Itpr3,Sfpi1,
Dcun1d1,,Napepld,,Efcab8,Nrg2,,Ncbp2,Olfr1535,Cdkn1a,Mpped2,
Anxa5,,Tomm7,,Chmp4b,Pcdh1,,Tfrc,Hist1h4h,Fgd2,Aven,
Gm129,,Atg9b,,Ywhab,Ndst1,,Heg1,Prss16,Dnahc8,Nop56,
Slc22a15,,Asb10,,Rab22a,Alpk2,,Kpna1,Zfp322a,Slc37a1,Atpaf1,
Synpo2,,Atp5l,,Ppia,Brms1,,Ildr1,Abt1,Cyp4f39,A830007P12Rik,
Cyr61,,Xrcc2,,Ermn,Ehd1,,Lrrc58,Hfe,Cyp4f16,Rexo4,
Tesk2,,Hadha,,Zfp408,Ahnak,,Tmem39a,Slc17a4,Ndufa7,Acvr1,
Dhrs3,,Cib4,,Cst3,Cybasc3,,Igsf11,Cdkal1,H2-DMa,Frzb,
Aqp7,,Slc5a6,,Lhfp,Ms4a6c,,Spice1,Hus1b,H2-DMb2,Smtnl1,
Abca1,,Spon2,,Rpl13,Olfr1474,,Atg3,Serpinb1a,Tap1,Olfr1216,
Alad,,Mxd4,,Sh3d19,Klf9,,Btla,Serpinb6e,Psmb8,Grem1,
Cyp2j9,,Mfsd10,,Flad1,Btaf1,,Morc1,Tubb2a,Tap2,Atpbd4,
Zyg11b,,Htra3,,Atp8b2,Klc2,,Cd47,Slc22a23,H2-Ob,Rasgrp1,
2810405K02Rik,,Ociad2,,Prkacb,Ccdc85b,,Cxadr,Pxdc1,H2-Ab1,Ppip5k1,
4930471M23Rik,,Sgcb,,Acer2,Lrrc10b,,Jam2,Lyrm4,H2-Eb1,Mall,
Stap1,,Lnx1,,Tek,Il15ra,,N6amt1,Txndc5,H2-Eb2,Rassf2,
Cpsf4,,Clock,,Dhcr24,Lcn10,,Hunk,Bloc1s5,BC051142,Fam110a,
Rundc3b,,Ugt2b1,,Laptm5,Egfl7,,Son,Eef1e1,Notch4,Sdc4,
Pus7,,Adamts3,,Pafah2,Nup188,,Itsn1,Ofcc1,Tnxb,B4galt5,
Fam126a,,Scarb2,,Dnajc11,Eng,,Mrps6,Tbc1d7,Slc44a4,Vmn2r1,
Pitpnm2,,Klhl8,,Acap3,Olfr1278,,Slc5a3,Gfod1,Neu1,Gba,
Serpine1,,Hsd17b11,,Aptx,Polr1b,,Ripply3,Dtnbp1,Hspa1l,S100a11,
St7,,Pxmp2,,Kif24,Cds2,,Kcnj15,Hspb1,Bag6,Notch2,
Akr1b8,,Pus1,,Svep1,Xrn2,,Igsf5,Atxn1,Ddx39b,Ptpn22,
5730596B20Rik,,Adrbk2,,Gmeb1,Asxl1,,Litaf,Gm10113,H2-Q4,Adh1,
Cntn4,,Cmklr1,,Pclo,Spag4,,Txndc11,Nfil3,Flot1,Eltd1,
Lyrm5,,Ncor2,,Abcb8,Cebpb,,Rsl1d1,Sptlc1,Ppp1r18,Mfsd8,
Shfm1,,Chchd2,,Fam59b,Fam78a,,Gspt1,4833439L19Rik,Gnl1,Sptssb,
Nup210,,Sbds,,Mrpl33,Ermn,,Parn,Nop16,Rnf39,Prune,
Rergl,,Gtf2i,,B3galtl,Slc38a11,,Marf1,Lman2,Mut,Tet2,
Spata30,,Gtf2ird1,,Mpv17,Sumo2,,Dnm1l,Ddx41,Gpr110,Nfkb1,
Adamts17,,Lat2,,Fbxl5,Olfr1187-ps1,,Spag6,H2afy,Cyp39a1,Gm3893,
Dlg2,,Tmem120a,,Aasdh,Lama5,,Sdf2l1,Lect2,Clic5,4930578G10Rik,
Zfp109,,Gnb2,,Coq2,Schip1,,Slc7a4,Ubqln1,Mrpl14,Murc,
Gm20449,,Rbak,,Vps37b,Higd1a,,Dgcr8,Agtpbp1,Cul7,Zfp462,
Prmt1,,Tecpr1,,Ubc,Adar,,Comt,Zcchc6,Tfeb,Hsdl2,
Synm,,Slc46a3,,Auts2,Ube2q1,,Dgkg,Ctla2a,Emr4,Snx30,
Fuom,,Peg10,,Taf6,Kcnd3,,Cldn1,Cts7,Clpp,Tek,
Spock3,,Tmem106b,,Mkln1,Syde2,,Tmem207,Fbp1,Trip10,Calr4,
Sntb2,,Arf5,,Tprkb,Armc1,,Osta,1110018J18Rik,Lama1,Fhl3,
Tubb3,,Lep,,Slc6a13,Fndc3b,,Pdia5,Ctsl,Epb4.1l3,Cnr2,
Kcnk1,,Mest,,Slc37a3,Maml3,,Dirc2,Zfp953,Zfp161,Hspb7,
Nek5,,Cald1,,Osbpl3,Gm129,,Casr,Zfp874a,Myom1,Mxra8,
Cpe,,Tmem140,,Eif4e3,Tmem167b,,Stxbp5l,Mtrr,Lpin2,Decr1,
Gm10033,,Adck2,,2410002F23Rik,Tmem56,,Zdhhc23,Papd7,Wdr43,Tstd2,
Pik3r2,,Ephb6,,Zdhhc13,Tet2,,Gramd1c,BC018507,Ypel5,Trim14,
Acad8,,Sval2,,B4galnt4,Lmo4,,Cd200,Exoc3,Ehd3,Coro2a,
Tex264,,Casp2,,9930013L23Rik,Ahdc1,,Phldb2,Lrrc14b,Rasgrp3,Mpdz,
Maoa,,Nfe2l3,,Dcun1d3,Srsf10,,Dzip3,Zfp72,Crim1,Ttc4,
Agtr2,,Vmn1r19,,Tubgcp2,Pank4,,5330426P16Rik,Rfesd,Vit,Zc3h12a,
Taf1,,Herc6,,Evi5l,Slc35e2,,Alcam,Nr2f1,Galm,Lck,
A830080D01Rik,,Abcg2,,Tlr3,Pnrc1,,Trmt10c,Gpr98,Mta3,Slc25a34,
Slc10a3,,Reep1,,Abce1,Rnf38,,Chmp2b,Polr3g,Plekhh2,Angptl7,
Rgs3,,0610030E20Rik,,Zfp791,Ptpn3,,Hspa13,Atg10,Dync2li1,Nub1,
Tspyl2,,Retsat,,Atg4d,Cyp4b1,,Nrip1,Papd4,Epcam,Insig1,
,,Aup1,,Ppp2r1b,Mast2,,Cyyr1,Bhmt2,U2af1,Bmp2k,
,,Ccdc142,,Paqr9,Tmem50a,,Rwdd2b,Scamp1,Dynlt1b,Ptpn13,
,,Tia1,,Snrk,Prdm2,,Cldn8,Aggf1,Ezr,Vsig10,
,,Klf15,,Ankrd49,Nrbp1,,Rcan1,Polk,Pacrg,Bcl7a,
,,Slc6a6,,C230081A13Rik,Pcdh7,,Ripk4,Tnpo1,Slc22a3,Bri3bp,
,,Ccdc174,,Fyco1,Gsx2,,Zfp295,Gtf2h2,Acat2,Rabgef1,
,,Ogg1,,Plp2,P2rx4,,Cldn20,Ocln,Dact2,Cd36,
,,Olfr213,,Pls3,Gtf2ird2,,Snx9,Pik3r1,Wdr27,Mpv17,
,,8430408G22Rik,,,Nsun5,,Tcp10b,Rnf180,Psmb1,Spon2,
,,Tas2r123,,,Cldn15,,Mpc1,Ipo11,Vmn1r228,Unc119b,
,,Emp1,,,Plod3,,Sod2,Map3k1,Paqr4,Sh2b3,
,,Atf7ip,,,Cyth3,,Mllt4,Snx18,Dnase1l2,Orai2,
,,Pde3a,,,Tecrl,,2210404J11Rik,Itga2,Abca17,Actb,
,,Ppfibp1,,,Zcchc8,,Riok2,Hmgcs1,Chtf18,Smurf1,
,,Pdk4,,,Nup205,,Vmn1r237,2410127L17Rik,Stub1,Tmem106b,
,,B630005N14Rik,,,Zfp212,,Zfp677,Abhd6,Fam195a,Gabarapl1,
,,Slc13a1,,,Zfp775,,Zfp54,3830406C13Rik,Cuta,Tspan12,
,,Creb3l2,,,Dysf,,Zfp948,Ngly1,Grm4,Rarres2,
,,Pdia4,,,Lsm3,,Abca3,Nkiras1,Fkbp5,Tmem176b,
,,Zfp467,,,Ing4,,Noxo1,Nid2,Mtch1,Klrg1,
,,Inmt,,,Gm4968,,Spsb3,Nudt13,Rsph1,Tead4,
,,Neurod6,,,Plekha5,,Tmem8,Fam149b,Sik1,Tas2r115,
,,Ppm1k,,,Aplf,,Phf1,Plau,Cyp4f13,St8sia1,
,,Vmn1r38,,,Rad18,,Itpr3,Vcl,Zfp101,Trappc6a,
,,Kdm3a,,,Tas2r103,,Zfp523,Myst4,Angptl4,Cd79a,
,,Elmod3,,,Meis3,,Ppard,Ppif,H2-Ke6,Arhgef1,
,,Tex261,,,Dmwd,,Mapk14,Cphx,Psmb9,Napsa,
,,Emc3,,,Zfp180,,Cdkn1a,Tmem110,Cyp21a1,Rasip1,
,,Tamm41,,,Gab2,,BC004004,Mustn1,Hspa1b,Mamstr,
,,Wnk1,,,Olfr659,,Fgd2,Nek4,Hspa1a,Car11,
,,Apobec1,,,Leng9,,Abcg1,Glt8d1,Dpcr1,Nav2,
,,Pex5,,,Gltscr2,,Pde9a,Pbrm1,Vars2,Agbl1,
,,Atn1,,,Ehd2,,Tap1,Nt5dc2,Hsp90ab1,Pde8a,
,,Eno2,,,Flt3l,,BC051142,Tnnc1,Slc29a1,Ctsc,
,,Tapbpl,,,Nucb1,,Agpat1,Sema3g,Rsph9,Il4ra,
,,Ccnd2,,,Tpp1,,Tnxb,Bap1,Rpl11,AI467606,
,,Fkbp4,,,Smg1,,Neu1,Btd,Ubr2,2700050L05Rik,
,,Clec12b,,,Prss8,,D17H6S53E,Oxnad1,Nfya,Ceacam1,
,,Klra9,,,Osbpl5,,H2-Q6,Ncoa4,Daam2,Spib,
,,Klra3,,,Ppfia1,,H2-Q7,Mmrn2,Satb1,Nucb1,
,,Tas2r105,,,Mfhas1,,Ier3,Lrit1,Efhb,Serpinh1,
,,Tas2r115,,,Fat1,,Trim10,Mbl1,Zfp119a,P2ry2,
,,Tas2r131,,,Sin3b,,Gabbr1,Psmc6,Lrg1,Olfr668,
,,Lrp6,,,Mmp15,,Tnfrsf21,Cgrrf1,Acsbg2,Dchs1,
,,Kcnj8,,,Cyb5b,,Gpr116,6720456H20Rik,Pspn,Coq7,
,,Tmtc1,,,Stox2,,Mrpl2,Pnp,Tnfsf14,Usp31,
,,Ssc5d,,,BC088983,,Cul7,Apex1,2610034M16Rik,Coro1a,
,,Vmn1r78,,,Zfp866,,Trerf1,Ear6,Tmem232,Rgs10,
,,Zscan22,,,1700011L22Rik,,Treml4,Abhd4,Ankrd12,Dhx32,
,,Plaur,,,Cdyl2,,Trem2,Thtpa,Ptprm,Arhgef7,
,,Tmsb10,,,Zfp846,,Erh,Dcaf11,Arhgap28,43160,
,,Adck4,,,Ppan,,Zfp959,Irf9,Myl12b,Sugp1,
,,Hipk4,,,Olfr906,,1700061G19Rik,Gmpr2,Dhx57,Mcm5,
,,Akt2,,,Nptn,,Man2a1,Khnyn,Thumpd2,Rasd2,
,,Ankrd27,,,Adamts7,,Ppp4r1,Mrp63,Slc8a1,Nr3c2,
,,Ube2h,,,Exog,,Lama1,Rcbtb1,Cox7a2l,Frem3,
,,Syt3,,,Limd1,,Dlgap1,Mtmr6,Mcfd2,Ccl22,
,,Kcna7,,,Birc3,,Ypel5,Spata13,Calm2,Nudt7,
,,Gys1,,,Amotl1,,Ehd3,Trim13,Fbxo11,Clec3a,
,,Dbp,,,Ccrl2,,Fam82a1,Rnaseh2b,Wac,Osgin1,
,,Kdelr1,,,Lonrf3,,Tmem178,Defb47,Thoc1,Tsnax,
,,Ldha,,,Tmem164,,Ttc7,Defb42,Cables1,Cd209d,
,,Cyfip1,,,Figf,,Klraq1,Fam167a,Taf4b,Cd209b,
,,Atp10a,,,Hcfc1,,Amd1,Pinx1,Dsg3,Irs2,
,,Pcsk6,,,Il2rg,,Dynlt1b,Kif13b,Rnf125,Adrb3,
,,Chsy1,,,Klhl17,,Thbs2,Ints9,Mapre2,Mtus1,
,,Lysmd4,,,,,Phf10,Reep4,AW554918,Zswim4,
,,Akap13,,,,,Zfp40,Lpar6,Hnrnpa1,Fam192a,
,,Sema4b,,,,,Paqr4,Lcp1,Lims2,Car5a,
,,Pde8a,,,,,Amdhd2,Vwa8,Iws1,Fam38a,
,,Rab30,,,,,Slc9a3r2,Kbtbd7,Pura,Taf1d,
,,Tenm4,,,,,Gfer,Elf1,0610010O12Rik,Olfr836,
,,Prkrir,,,,,Hn1l,Lmo7,Pcdhb16,Ldlr,
,,Gdpd5,,,,,Rhbdl1,Mbnl2,Pcdhb17,Ets1,
,,Ucp3,,,,,Fam195a,Rap2a,Pcdhb21,Olfr150,
,,Olfr558,,,,,Rab11fip3,Ipo5,Arhgap26,Scn4b,
,,Olfr564,,,,,Pdia2,Dnase1l3,Tcerg1,Nxpe4,
,,Olfr576,,,,,Dusp1,Pdhb,Commd10,Pou2af1,
,,Olfr615,,,,,Fkbp5,Acox2,Hsd17b4,Igdcc4,
,,Olfr243,,,,,Stk38,Ptma,Ftmt,Slc9a9,
,,Dnhd1,,,,,Ppil1,Cadps,Prdm6,Gk5,
,,Ppfibp2,,,,,Mtch1,Thoc7,Slc12a2,Wdr82,
,,Olfr498,,,,,Sik1,Oxsm,Isoc1,Nktr,
,,Olfr510,,,,,Zfp799,Nr1d2,Chsy3,Adamts15,
,,Akip1,,,,,Hnrnpm,Ecd,Gm4951,Tbcel,
,,Wee1,,,,,Psmb9,Dnajc9,Iigp1,C230081A13Rik,
,,Usp47,,,,,Ppt2,Camk2g,Rps14,2410076I21Rik,
,,Tead1,,,,,Vars2,Kcnma1,Cd74,Kbtbd13,
,,Arntl,,,,,H2-T23,D14Ertd449e,Pdgfrb,Sash3,
,,Acsm5,,,,,Gm7030,Pde12,Apcdd1,Tbl1x,
,,Eef2k,,,,,Rpp21,Appl1,Nedd4l,Ctps2,
,,Il4ra,,,,,Trim40,Ccdc66,Ccdc68,Pls3,
,,Ypel3,,,,,Hsp90ab1,Itih1,Stard6,Il2rg,
,,Trim72,,,,,Slc29a1,Stab1,Mbd1,Magea6,
,,Wdr11,,,,,Tmem63b,Sh3bp5,Acaa2,Mospd2,
,,Cyp2e1,,,,,Abcc10,Hacl1,Txnl4a,,
,,Ptdss2,,,,,Cul9,Gcap14,Mbp,,
,,Lsp1,,,,,Klhdc3,2610528A11Rik,Osbpl1a,,
,,Mboat7,,,,,BC032203,Tspan14,Sil1,,
,,Cdc42ep5,,,,,Ubr2,5730469M10Rik,Slc23a1,,
,,Zfp579,,,,,Apobec2,Ang6,Spata24,,
,,Rasl2-9,,,,,Tspo2,Ero1l,Apbb3,,
,,Zfp787,,,,,Sema6b,Fermt2,Pcdh12,,
,,Vmn2r43,,,,,Ticam1,Ddhd1,Prelid2,,
,,Vmn1r66,,,,,Fbxl17,Cnih,Dpysl3,,
,,Clptm1,,,,,Vapa,Gch1,Mcc,,
,,Pvrl2,,,,,Twsg1,Tep1,Ticam2,,
,,Atp1a3,,,,,Arhgap28,Ndrg2,Sema6a,,
,,Gsk3a,,,,,Myl12a,Zfp219,Ndst1,,
,,Bckdha,,,,,Smchd1,Hnrnpc,Slc26a2,,
,,Wbp7,,,,,Galnt14,Mettl3,Ppargc1b,,
,,Cox6b1,,,,,Fam98a,Dad1,Ablim3,,
,,Ffar2,,,,,Strn,Olfr49,Adrb2,,
,,Usf2,,,,,Hnrpll,Prmt5,Spink7,,
,,Scn1b,,,,,Slc8a1,Jub,2700046A07Rik,,
,,Gramd1a,,,,,Srbd1,4931414P19Rik,Fam38b,,
,,Cd37,,,,,Mcfd2,Acin1,Ccbe1,,
,,Klf13,,,,,Bambi,Tm9sf1,Cep76,,
,,Arrdc4,,,,,Svil,Tgm1,Rab27b,,
,,Nr2f2,,,,,Wac,Rabggta,Mapk4,,
,,Unc45a,,,,,Unkl,Cideb,Lipg,,
,,Furin,,,,,Greb1l,Mcpt8,Zfp407,,
,,Wdr73,,,,,Gata6,N6amt2,Cpt1a,,
,,Fsd2,,,,,Ttc39c,Tnfrsf19,Ctsf,,
,,Il16,,,,,Rnf125,Spryd7,Zdhhc24,,
,,Olfr308,,,,,Asxl3,Fdft1,Fibp,,
,,Aqp11,,,,,Mapre2,Gata4,Efemp2,,
,,Myo7a,,,,,Zfp397,Mtmr9,Cfl1,,
,,Dgat2,,,,,Zfp35,Msra,Rnaseh2c,,
,,Serpinh1,,,,,2700062C07Rik,Dpysl2,Macrod1,,
,,Gm4980,,,,,Fhod3,Bnip3l,2700081O15Rik,,
,,Olfr620,,,,,AW554918,Gm6878,Zbtb3,,
,,Prkcdbp,,,,,Kif20a,Slc25a37,Bscl2,,
,,Taf10,,,,,Pcdhb6,Synb,Eml3,,
,,Olfr488,,,,,Pcdhb18,2610301G19Rik,Ahnak,,
,,Olfr509,,,,,Rell2,Sorbs3,Rab3il1,,
,,Tmem41b,,,,,Arhgap26,Bmp1,Fads3,,
,,AA474408,,,,,Gm5689,1200011I18Rik,Ms4a4c,,
,,Lyve1,,,,,Rbm27,Lacc1,Ms4a6c,,
,,Tmc7,,,,,Eif1a,Naa16,Ms4a6b,,
,,Dnahc3,,,,,Tnfaip8,Lect1,Gm10212,,
,,Sh2b1,,,,,Csnk1g3,Gm10845,Gna14,,
,,Atxn2l,,,,,Slc12a2,Pabpc4,Aldh1a1,,
,,Fgfr2,,,,,Gm4951,Klf12,Tmem2,,
,,Dhx32,,,,,2610318N02Rik,Commd6,Klf9,,
,,Nkx6-2,,,,,Sh3tc2,Fbxl3,Cd274,,
,,Osbpl5,,,,,D18Ertd653e,Mycbp2,Papss2,,
,,Zfp358,,,,,Mex3c,Stk24,Fas,,
,,Stxbp2,,,,,Cxxc1,A2ld1,Ifit2,,
,,Retn,,,,,Mbd1,Heatr7b2,Ifit3,,
,,Cd209g,,,,,Myo5b,Rictor,Hectd2,,
,,Ing1,,,,,Pqlc1,Ugt3a1,Hoga1,,
,,Tfdp1,,,,,Fam69c,Agxt2,4933411K16Rik,,
,,Fgfr1,,,,,Zfp438,Rad1,Marveld1,,
,,Zfp703,,,,,Kif5b,Amacr,Cutc,,
,,Erlin2,,,,,Osbpl1a,Zfr,Abcc2,,
,,Eif4ebp1,,,,,Trappc8,Drosha,Scd2,,
,,Gsr,,,,,Rprd1a,Fam134b,Nolc1,,
,,Mboat4,,,,,Slc25a46,Zfp622,Tmem180,,
,,Ppp1r3b,,,,,Sft2d3,Dap,Trim8,,
,,Mfhas1,,,,,Fam13b,Cmbl,Add3,,
,,6430573F11Rik,,,,,Slc23a1,Sdc2,Mxi1,,
,,Pdgfrl,,,,,Spata24,Pgcp,Pdcd4,,
,,Fbxo8,,,,,Apbb3,Pop1,Tectb,,
,,Npy1r,,,,,Hdac3,Spag1,Nhlrc2,,
,,Zfp827,,,,,Gnpda1,Fzd6,Adrb1,,
,,Ndufb7,,,,,Fgf1,Oxr1,Pnliprp1,,
,,Trmt1,,,,,Gpr151,Pkhd1l1,Nanos1,,
,,G430095P16Rik,,,,,Mcc,Slc30a8,Carns1,,
,,Gadd45gip1,,,,,Fem1c,Colec10,Ssh3,,
,,Syce2,,,,,Sema6a,Mal2,Bbs1,,
,,Prdx2,,,,,2010002N04Rik,Nov,Pacs1,,
,,Fbxw9,,,,,Ndst1,Zhx2,Ehbp1l1,,
,,Orc6,,,,,Pcyox1l,Fam83a,Prdx5,,
,,Phkb,,,,,Grpel2,Wdyhv1,Vegfb,,
,,Mt2,,,,,Nars,Ndufb9,Dnajc4,,
,,Mt1,,,,,Lman1,Sqle,Nudt22,,
,,Cpne2,,,,,Ccbe1,Nsmce2,Ppp1r32,,
,,Mmp15,,,,,Mppe1,Chrac1,Dak,,
,,Khdrbs1,,,,,Spire1,BC025446,Tmem132a,,
,,Pdp2,,,,,Ptpn2,Gsdmd,Tmem109,,
