ID	Protein_copy_number	mRNA_copy_number	Protein_half-life_h	mRNA_half-life_h
ENSMUST00000066882	41330.02	NA	97.37	NA
ENSMUST00000066888	34631.23	20.27	20.29	8.67
ENSMUST00000066889	1877.87	4.31	90.64	8.56
ENSMUST00000066914	1877.87	4.31	90.64	8.56
ENSMUST00000066936	1877.87	4.31	90.64	8.56
ENSMUST00000078616	1877.87	4.31	90.64	8.56
ENSMUST00000114135	1877.87	4.31	90.64	8.56
ENSMUST00000114134	1877.87	4.31	90.64	8.56
ENSMUST00000066921	4525.54	3.92	148.8	4.52
ENSMUST00000066984	2336.04	8.34	60.59	11.07
ENSMUST00000109351	2336.04	8.34	60.59	11.07
ENSMUST00000066940	2336.04	8.34	60.59	11.07
ENSMUST00000066987	1864.88	27.01	15	12.29
ENSMUST00000067005	746.22	5.47	55.44	5.55
ENSMUST00000095439	746.22	5.47	55.44	5.55
ENSMUST00000109927	746.22	5.47	55.44	5.55
ENSMUST00000067036	67653.1	189	33.48	20.97
ENSMUST00000105381	67653.1	189	33.48	20.97
ENSMUST00000067081	13220.86	NA	64.1	10.19
ENSMUST00000105599	13220.86	NA	64.1	10.19
ENSMUST00000105600	13220.86	NA	64.1	10.19
ENSMUST00000067137	13507.84	12.8	34.18	6.06
ENSMUST00000113752	13507.84	12.8	34.18	6.06
ENSMUST00000113753	13507.84	12.8	34.18	6.06
ENSMUST00000089570	13507.84	12.8	34.18	6.06
ENSMUST00000067215	7580.21	12.65	28.01	7.53
ENSMUST00000067218	12062.3	13.77	117.94	8.33
ENSMUST00000112479	12062.3	13.77	117.94	8.33
ENSMUST00000067232	47541.15	36.73	17.28	12.04
ENSMUST00000111691	47541.15	36.73	17.28	12.04
ENSMUST00000111694	47541.15	36.73	17.28	12.04
ENSMUST00000111697	47541.15	36.73	17.28	12.04
ENSMUST00000066177	47541.15	36.73	17.28	12.04
ENSMUST00000111670	47541.15	36.73	17.28	12.04
ENSMUST00000111676	47541.15	36.73	17.28	12.04
ENSMUST00000111677	47541.15	36.73	17.28	12.04
ENSMUST00000111686	47541.15	36.73	17.28	12.04
ENSMUST00000111687	47541.15	36.73	17.28	12.04
ENSMUST00000111688	47541.15	36.73	17.28	12.04
ENSMUST00000111690	47541.15	36.73	17.28	12.04
ENSMUST00000111692	47541.15	36.73	17.28	12.04
ENSMUST00000111693	47541.15	36.73	17.28	12.04
ENSMUST00000111695	47541.15	36.73	17.28	12.04
ENSMUST00000111696	47541.15	36.73	17.28	12.04
ENSMUST00000111698	47541.15	36.73	17.28	12.04
ENSMUST00000067268	8224.94	19.56	43.55	8.1
ENSMUST00000086523	8224.94	19.56	43.55	8.1
ENSMUST00000067284	12091.22	18.53	26.44	14.7
ENSMUST00000067298	22668.27	87.69	79.96	10.76
ENSMUST00000067384	4800.52	28.87	4.8	3.79
ENSMUST00000067467	87434.63	41.15	26.91	9.34
ENSMUST00000094657	87434.63	41.15	26.91	9.34
ENSMUST00000105938	87434.63	41.15	26.91	9.34
ENSMUST00000105940	87434.63	41.15	26.91	9.34
ENSMUST00000105939	87434.63	41.15	26.91	9.34
ENSMUST00000105937	87434.63	41.15	26.91	9.34
ENSMUST00000067476	94062.33	18.56	77.34	13.17
ENSMUST00000067485	21092.73	13.66	108.45	8.03
ENSMUST00000067496	44569.79	83.15	173.33	13.85
ENSMUST00000067507	227963.5	71.07	50.94	6.82
ENSMUST00000119953	227963.5	71.07	50.94	6.82
ENSMUST00000067530	91103.3	8.35	94.94	21.32
ENSMUST00000067567	31589.51	19.06	85.05	11.13
ENSMUST00000105852	31589.51	19.06	85.05	11.13
ENSMUST00000067612	793.89	2.69	49.86	10.81
ENSMUST00000067632	525.11	4.06	112.78	4.56
ENSMUST00000106440	525.11	4.06	112.78	4.56
ENSMUST00000067646	61936.23	23.45	239.15	8.13
ENSMUST00000115413	61936.23	23.45	239.15	8.13
ENSMUST00000115414	61936.23	23.45	239.15	8.13
ENSMUST00000067664	2387512.01	248.6	143.71	17.75
ENSMUST00000108422	2387512.01	248.6	143.71	17.75
ENSMUST00000067744	27097.1	13.5	12.04	7.01
ENSMUST00000067752	2055.93	NA	138.56	9.22
ENSMUST00000075675	2055.93	NA	138.56	9.22
ENSMUST00000088142	2055.93	NA	138.56	9.22
ENSMUST00000108962	2055.93	NA	138.56	9.22
ENSMUST00000067760	40061.35	11.27	158.24	11.26
ENSMUST00000100789	40061.35	11.27	158.24	11.26
ENSMUST00000067800	9097.97	26.82	32.14	21.5
ENSMUST00000025989	9097.97	26.82	32.14	21.5
ENSMUST00000067854	7471.55	3.16	24.7	10.6
ENSMUST00000067857	3582.94	4.64	17.33	8.62
ENSMUST00000080099	3582.94	4.64	17.33	8.62
ENSMUST00000099706	3582.94	4.64	17.33	8.62
ENSMUST00000105455	3582.94	4.64	17.33	8.62
ENSMUST00000105456	3582.94	4.64	17.33	8.62
ENSMUST00000067880	2832.35	26.1	13.41	19.31
ENSMUST00000067924	2604.32	17.7	26.57	4.44
ENSMUST00000067925	479166.51	4.48	76.51	10.11
ENSMUST00000067927	906.05	NA	100.71	NA
ENSMUST00000089333	906.05	NA	100.71	NA
ENSMUST00000067936	1105386.11	NA	144.05	23.67
ENSMUST00000106197	1105386.11	NA	144.05	23.67
ENSMUST00000067947	1918.47	5.54	47.32	9.11
ENSMUST00000067989	97871.54	46.04	167.98	19.05
ENSMUST00000094578	97871.54	46.04	167.98	19.05
ENSMUST00000112922	97871.54	46.04	167.98	19.05
ENSMUST00000067996	57176.96	NA	191.64	NA
ENSMUST00000102866	57176.96	NA	191.64	NA
ENSMUST00000067996	885209.65	35.71	285.1	10.54
ENSMUST00000102866	885209.65	35.71	285.1	10.54
ENSMUST00000099144	885209.65	35.71	285.1	10.54
ENSMUST00000068004	25701.11	9.61	147.92	30.01
ENSMUST00000113825	25701.11	9.61	147.92	30.01
ENSMUST00000068031	101668.67	106.85	9.71	9.43
ENSMUST00000068045	512739.21	121.67	92.6	16.2
ENSMUST00000068054	9054.77	5.35	39.3	5.78
ENSMUST00000068056	662272.83	113.7	216.16	7.6
ENSMUST00000093645	662272.83	113.7	216.16	7.6
ENSMUST00000068071	9488.38	5.91	94.48	7.4
ENSMUST00000081750	9488.38	5.91	94.48	7.4
ENSMUST00000068110	9476.58	57.02	6.22	11.48
ENSMUST00000068156	2081.72	4.86	57.28	15.93
ENSMUST00000112873	2081.72	4.86	57.28	15.93
ENSMUST00000068206	797.55	16.12	11.04	3.47
ENSMUST00000087256	797.55	16.12	11.04	3.47
ENSMUST00000113715	797.55	16.12	11.04	3.47
ENSMUST00000068271	136456.63	34.64	123.48	9.19
ENSMUST00000113277	136456.63	34.64	123.48	9.19
ENSMUST00000113278	136456.63	34.64	123.48	9.19
ENSMUST00000068282	7085.07	10.1	13.83	5.69
ENSMUST00000112437	7085.07	10.1	13.83	5.69
ENSMUST00000068333	97502.86	NA	379.74	NA
ENSMUST00000068333	586.86	29.67	283.06	10.5
ENSMUST00000068387	3544.1	17.21	25.3	5.12
ENSMUST00000068407	13803.19	18.07	71.47	6.36
ENSMUST00000109793	13803.19	18.07	71.47	6.36
ENSMUST00000068408	932288.25	793.39	271.11	21.92
ENSMUST00000077945	932288.25	793.39	271.11	21.92
ENSMUST00000068437	6048.01	4	29.1	16.49
ENSMUST00000068439	233354.21	65.15	49.02	9.5
ENSMUST00000068452	19269.29	29.87	59.03	13.1
ENSMUST00000098473	19269.29	29.87	59.03	13.1
ENSMUST00000109467	19269.29	29.87	59.03	13.1
ENSMUST00000068505	84911.19	55.11	107.37	12.34
ENSMUST00000068664	428.28	18.7	6.48	18.92
ENSMUST00000114096	428.28	18.7	6.48	18.92
ENSMUST00000114098	428.28	18.7	6.48	18.92
ENSMUST00000068697	11384.69	30	58.43	8.96
ENSMUST00000068700	981.32	17.66	10.55	14.62
ENSMUST00000068714	343.67	3.94	38.51	7.54
ENSMUST00000068725	28412.29	NA	41.05	24.68
ENSMUST00000068795	34466.03	87.71	2.25	9.94
ENSMUST00000068805	4362.02	11.04	74.3	12.5
ENSMUST00000086578	4362.02	11.04	74.3	12.5
ENSMUST00000068791	4362.02	11.04	74.3	12.5
ENSMUST00000068825	25270.49	22.61	23.75	11.37
ENSMUST00000068892	3353.1	35.04	44.63	12.51
ENSMUST00000068944	20327.77	36.72	42.9	6.29
ENSMUST00000068952	2345.96	NA	12.71	12.47
ENSMUST00000068973	1942.76	17.07	59.06	10.07
ENSMUST00000107100	1942.76	17.07	59.06	10.07
ENSMUST00000069036	234290.29	32.4	105.29	26.78
ENSMUST00000069041	2385.81	2.51	91.83	8.24
ENSMUST00000112294	2385.81	2.51	91.83	8.24
ENSMUST00000033734	2385.81	2.51	91.83	8.24
ENSMUST00000069098	257.13	4.86	5.99	6.18
ENSMUST00000069168	57021.32	11.2	132.79	10.6
ENSMUST00000069221	301041.96	40.46	107.92	8.32
ENSMUST00000069345	2411.21	59.88	18.84	18.11
ENSMUST00000115028	2411.21	59.88	18.84	18.11
ENSMUST00000069395	1270.8	9.89	24.12	10.2
ENSMUST00000069445	9777.49	15.19	15.1	11.71
ENSMUST00000069449	87219.93	23.31	30.37	8.49
ENSMUST00000069486	2038.73	10.52	23.1	8.78
ENSMUST00000069530	10118.8	27.21	58.36	10.74
ENSMUST00000069533	429260.62	129.52	68.07	13.52
ENSMUST00000106255	429260.62	129.52	68.07	13.52
ENSMUST00000106257	429260.62	129.52	68.07	13.52
ENSMUST00000069579	282103.35	121.05	30.99	12.91
ENSMUST00000069600	14641.77	16.77	33.07	14.38
ENSMUST00000072298	14641.77	16.77	33.07	14.38
ENSMUST00000109558	14641.77	16.77	33.07	14.38
ENSMUST00000069619	18564.4	NA	29.57	NA
ENSMUST00000115072	18564.4	NA	29.57	NA
ENSMUST00000115073	18564.4	NA	29.57	NA
ENSMUST00000069652	11253.67	NA	87.5	13.25
ENSMUST00000069673	1196.07	8.81	24.54	4.91
ENSMUST00000069712	4381.51	NA	22.96	NA
ENSMUST00000108799	4381.51	NA	22.96	NA
ENSMUST00000108800	4381.51	NA	22.96	NA
ENSMUST00000108801	4381.51	NA	22.96	NA
ENSMUST00000069718	3692.5	14.26	17.45	12.76
ENSMUST00000069747	48880.9	35.51	14.38	10.59
ENSMUST00000069782	14577.98	8.01	737.17	24.27
ENSMUST00000110069	14577.98	8.01	737.17	24.27
ENSMUST00000110073	14577.98	8.01	737.17	24.27
ENSMUST00000069792	1470.49	11.94	15.35	10.77
ENSMUST00000069794	1977.17	9.93	22.82	5.41
ENSMUST00000112692	1977.17	9.93	22.82	5.41
ENSMUST00000112693	1977.17	9.93	22.82	5.41
ENSMUST00000069808	2579.6	9.79	25	5.21
ENSMUST00000115206	2579.6	9.79	25	5.21
ENSMUST00000069831	2579.6	9.79	25	5.21
ENSMUST00000115199	2579.6	9.79	25	5.21
ENSMUST00000004761	2579.6	9.79	25	5.21
ENSMUST00000115209	2579.6	9.79	25	5.21
ENSMUST00000115211	2579.6	9.79	25	5.21
ENSMUST00000115212	2579.6	9.79	25	5.21
ENSMUST00000115213	2579.6	9.79	25	5.21
ENSMUST00000069817	3462.4	24.03	76.83	14.9
ENSMUST00000036691	3462.4	24.03	76.83	14.9
ENSMUST00000069922	4774.45	NA	57.61	NA
ENSMUST00000069949	35417.48	108.63	93.51	15.04
ENSMUST00000090002	35417.48	108.63	93.51	15.04
ENSMUST00000114459	35417.48	108.63	93.51	15.04
ENSMUST00000116609	35417.48	108.63	93.51	15.04
ENSMUST00000070039	2733.89	61.4	12.48	6.27
ENSMUST00000112487	2733.89	61.4	12.48	6.27
ENSMUST00000070064	10078.07	3.48	106.62	10.97
ENSMUST00000072585	10078.07	3.48	106.62	10.97
ENSMUST00000070075	1851.38	4.12	19.44	11.17
ENSMUST00000095950	1851.38	4.12	19.44	11.17
ENSMUST00000070112	97967.83	62	33.03	13.49
ENSMUST00000070117	3830.15	NA	43.76	13.7
ENSMUST00000070165	1732.68	26.97	17.57	5.53
ENSMUST00000096648	1732.68	26.97	17.57	5.53
ENSMUST00000070195	3273861.13	729.82	67.3	14.39
ENSMUST00000116560	3273861.13	729.82	67.3	14.39
ENSMUST00000070200	39899.43	19.64	71.2	11.17
ENSMUST00000111926	39899.43	19.64	71.2	11.17
ENSMUST00000070210	58589.42	23.24	25.3	7.47
ENSMUST00000070215	206906.18	72.72	65.67	12.73
ENSMUST00000070257	1325.57	15.74	15.09	9.35
ENSMUST00000109930	1325.57	15.74	15.09	9.35
ENSMUST00000109932	1325.57	15.74	15.09	9.35
ENSMUST00000070326	983.49	9.71	7.89	6.37
ENSMUST00000070334	2215.33	3.28	137.67	9.81
ENSMUST00000078975	2215.33	3.28	137.67	9.81
ENSMUST00000070345	21819.15	28.98	63.99	9.98
ENSMUST00000070377	1652.96	NA	57.8	NA
ENSMUST00000120580	1652.96	NA	57.8	NA
ENSMUST00000070402	857.1	NA	25.91	NA
ENSMUST00000101465	857.1	NA	25.91	NA
ENSMUST00000070461	672.41	10.4	13.22	18.48
ENSMUST00000102830	672.41	10.4	13.22	18.48
ENSMUST00000107261	672.41	10.4	13.22	18.48
ENSMUST00000070522	13522.54	9.26	34.87	9.02
ENSMUST00000070524	1936.5	23.15	11.39	7.36
ENSMUST00000070607	865.76	9.86	32.51	4.33
ENSMUST00000070635	122920.85	260.85	17.97	10.75
ENSMUST00000031890	122920.85	260.85	17.97	10.75
ENSMUST00000070642	9176.65	49.67	5.57	5.36
ENSMUST00000070663	27507.17	19.78	69.15	4.96
ENSMUST00000105279	27507.17	19.78	69.15	4.96
ENSMUST00000070673	61004.29	34.72	35.27	11.41
ENSMUST00000070731	1108.23	NA	1.71	9.19
ENSMUST00000070742	5222.37	6.02	20.5	3.61
ENSMUST00000085306	5222.37	6.02	20.5	3.61
ENSMUST00000113356	5222.37	6.02	20.5	3.61
ENSMUST00000070801	7235.21	4.15	7.85	6.45
ENSMUST00000070850	46254.42	100.21	46.48	16.43
ENSMUST00000070877	22297.35	3.25	276.9	12.1
ENSMUST00000070878	137516.9	27.86	134.2	11.78
ENSMUST00000070923	40848.64	25.49	57.7	13.11
ENSMUST00000070968	22108.9	5.74	641.81	17.53
ENSMUST00000071006	29433.15	48.77	31.91	12.49
ENSMUST00000071044	422979.09	116.74	88.59	13.77
ENSMUST00000114071	422979.09	116.74	88.59	13.77
ENSMUST00000114072	422979.09	116.74	88.59	13.77
ENSMUST00000114073	422979.09	116.74	88.59	13.77
ENSMUST00000071057	4262.46	5.87	14.42	2.9
ENSMUST00000071095	4313.94	13.5	47.56	12.48
ENSMUST00000085012	4313.94	13.5	47.56	12.48
ENSMUST00000071103	94803.25	63.37	44.35	12.64
ENSMUST00000071134	20550.73	NA	179.24	NA
ENSMUST00000071135	119033.49	NA	153.29	NA
ENSMUST00000071204	1336.35	9.85	165.64	16.66
ENSMUST00000071215	17507.63	24.81	144.04	8.29
ENSMUST00000071230	467187.9	19.96	194.28	11.92
ENSMUST00000071325	1802.41	8.7	77.35	8.32
ENSMUST00000097941	1802.41	8.7	77.35	8.32
ENSMUST00000108248	1802.41	8.7	77.35	8.32
ENSMUST00000108251	1802.41	8.7	77.35	8.32
ENSMUST00000071329	2056.36	7.31	58.13	16.72
ENSMUST00000071423	4371.9	7.17	88.1	9.68
ENSMUST00000071487	34278.31	53.52	34.11	11.18
ENSMUST00000071492	13186.85	12.71	119.47	7.13
ENSMUST00000071562	54790.12	10.26	32.48	6.79
ENSMUST00000071642	4400.09	8.32	53.22	9.28
ENSMUST00000071664	158804.5	NA	16.94	NA
ENSMUST00000107237	158804.5	NA	16.94	NA
ENSMUST00000071680	1162.65	9.3	43.86	14.66
ENSMUST00000096495	1162.65	9.3	43.86	14.66
ENSMUST00000071698	10159.19	16.31	30.41	8.15
ENSMUST00000112028	10159.19	16.31	30.41	8.15
ENSMUST00000071699	2633.48	8.01	43.65	9.82
ENSMUST00000074046	2633.48	8.01	43.65	9.82
ENSMUST00000094329	2633.48	8.01	43.65	9.82
ENSMUST00000103088	2633.48	8.01	43.65	9.82
ENSMUST00000103091	2633.48	8.01	43.65	9.82
ENSMUST00000071704	562253.87	9.84	149.53	12.33
ENSMUST00000071718	773680.66	NA	229.74	NA
ENSMUST00000071718	3904.6	67.37	186.4	18.24
ENSMUST00000028025	3904.6	67.37	186.4	18.24
ENSMUST00000071739	6209.8	29.24	56.03	9.33
ENSMUST00000071781	2816910.24	NA	149.73	NA
ENSMUST00000090749	2816910.24	NA	149.73	NA
ENSMUST00000071792	9595.64	18.58	10.85	6.11
ENSMUST00000071812	3023.02	10.17	11.16	12.74
ENSMUST00000071816	4052.73	8.18	99.99	5.65
ENSMUST00000080440	4052.73	8.18	99.99	5.65
ENSMUST00000100837	4052.73	8.18	99.99	5.65
ENSMUST00000071825	2462.98	20.59	34.96	6.38
ENSMUST00000071852	14766.06	NA	39.04	NA
ENSMUST00000094447	14766.06	NA	39.04	NA
ENSMUST00000109782	14766.06	NA	39.04	NA
ENSMUST00000071858	107094.17	22.31	119.83	7.98
ENSMUST00000030572	107094.17	22.31	119.83	7.98
ENSMUST00000095807	107094.17	22.31	119.83	7.98
ENSMUST00000116442	107094.17	22.31	119.83	7.98
ENSMUST00000116444	107094.17	22.31	119.83	7.98
ENSMUST00000071874	7702.92	NA	45.03	10.48
ENSMUST00000109239	7702.92	NA	45.03	10.48
ENSMUST00000071876	2628.41	NA	17.21	8.15
ENSMUST00000071891	14395.25	16.71	43.96	11.69
ENSMUST00000108697	14395.25	16.71	43.96	11.69
ENSMUST00000071898	4154.97	31.44	51.37	11.23
ENSMUST00000071926	21194.82	10.92	13.54	13.38
ENSMUST00000071935	333.48	14.59	34.86	9.52
ENSMUST00000098648	333.48	14.59	34.86	9.52
ENSMUST00000071942	105488.69	66.24	23.97	10.43
ENSMUST00000029446	105488.69	66.24	23.97	10.43
ENSMUST00000071949	8733.48	9.07	78.64	5.26
ENSMUST00000072018	246.97	3.03	31.53	8.54
ENSMUST00000072079	47804.75	28.77	33.29	4.67
ENSMUST00000072080	44849.04	NA	53.14	11.89
ENSMUST00000072113	4482.01	8.16	616.03	7.17
ENSMUST00000110159	4482.01	8.16	616.03	7.17
ENSMUST00000072141	33881.5	21.37	55.16	13.47
ENSMUST00000072232	82233.83	17.44	24.74	11.71
ENSMUST00000072237	611.29	30.58	21.32	12.2
ENSMUST00000102558	611.29	30.58	21.32	12.2
ENSMUST00000102559	611.29	30.58	21.32	12.2
ENSMUST00000079244	611.29	30.58	21.32	12.2
ENSMUST00000072243	76797.34	5.65	7.34	9.57
ENSMUST00000072244	432426.4	205.3	77.51	15.87
ENSMUST00000102926	432426.4	205.3	77.51	15.87
ENSMUST00000072276	12440.81	24.71	123.21	16.79
ENSMUST00000109610	12440.81	24.71	123.21	16.79
ENSMUST00000109612	12440.81	24.71	123.21	16.79
ENSMUST00000109613	12440.81	24.71	123.21	16.79
ENSMUST00000072287	1220.88	14.38	26.52	7.33
ENSMUST00000107251	1220.88	14.38	26.52	7.33
ENSMUST00000072334	11573.8	NA	41.8	8.75
ENSMUST00000108796	11573.8	NA	41.8	8.75
ENSMUST00000108797	11573.8	NA	41.8	8.75
ENSMUST00000108798	11573.8	NA	41.8	8.75
ENSMUST00000116365	11573.8	NA	41.8	8.75
ENSMUST00000072341	273514.74	NA	99.89	7.48
ENSMUST00000092403	273514.74	NA	99.89	7.48
ENSMUST00000092404	273514.74	NA	99.89	7.48
ENSMUST00000072362	37829.64	NA	72.02	NA
ENSMUST00000091087	37829.64	NA	72.02	NA
ENSMUST00000072383	8043.76	8.23	91.3	11.55
ENSMUST00000116556	8043.76	8.23	91.3	11.55
ENSMUST00000072492	22035.92	17.49	52.96	8.12
ENSMUST00000119946	22035.92	17.49	52.96	8.12
ENSMUST00000072503	2371931.47	408.9	121.22	18.14
ENSMUST00000075178	2371931.47	408.9	121.22	18.14
ENSMUST00000072576	35493.83	21.42	238.3	8.78
ENSMUST00000119329	35493.83	21.42	238.3	8.78
ENSMUST00000072607	2066.88	24.27	6.48	23.4
ENSMUST00000072697	55571.82	NA	957.25	11.46
ENSMUST00000072735	7490.55	11.88	25.74	7.24
ENSMUST00000072740	10572.69	43.09	49.78	10.83
ENSMUST00000094012	10572.69	43.09	49.78	10.83
ENSMUST00000072751	38146.6	32.36	29.6	11.44
ENSMUST00000072767	814.63	9.7	41.61	11.67
ENSMUST00000072777	25719.32	82.21	200.52	5.51
ENSMUST00000072836	931.04	5.23	40.84	8.9
ENSMUST00000107737	931.04	5.23	40.84	8.9
ENSMUST00000107738	931.04	5.23	40.84	8.9
ENSMUST00000072837	3785.71	9.59	20.62	7.06
ENSMUST00000072841	100737.05	29.04	158.99	14.83
ENSMUST00000108548	100737.05	29.04	158.99	14.83
ENSMUST00000072857	6290.96	4.05	75.77	11.93
ENSMUST00000075848	6290.96	4.05	75.77	11.93
ENSMUST00000113542	6290.96	4.05	75.77	11.93
ENSMUST00000072875	38389.88	NA	62.18	6.7
ENSMUST00000121326	38389.88	NA	62.18	6.7
ENSMUST00000069025	38389.88	NA	62.18	6.7
ENSMUST00000072889	1218.08	5.92	49.35	9.11
ENSMUST00000072896	25990.84	6.83	167.74	6.05
ENSMUST00000073956	25990.84	6.83	167.74	6.05
ENSMUST00000072904	290407.09	NA	48.78	12.27
ENSMUST00000080622	290407.09	NA	48.78	12.27
ENSMUST00000072921	4244.16	9.08	43.41	6.63
ENSMUST00000112431	4244.16	9.08	43.41	6.63
ENSMUST00000112432	4244.16	9.08	43.41	6.63
ENSMUST00000068356	4244.16	9.08	43.41	6.63
ENSMUST00000102726	4244.16	9.08	43.41	6.63
ENSMUST00000072961	49.59	13.73	22.9	18.62
ENSMUST00000073009	14845552.01	NA	104.65	NA
ENSMUST00000075596	14845552.01	NA	104.65	NA
ENSMUST00000076545	14845552.01	NA	104.65	NA
ENSMUST00000078578	14845552.01	NA	104.65	NA
ENSMUST00000079030	14845552.01	NA	104.65	NA
ENSMUST00000079084	14845552.01	NA	104.65	NA
ENSMUST00000082036	14845552.01	NA	104.65	NA
ENSMUST00000087714	14845552.01	NA	104.65	NA
ENSMUST00000090778	14845552.01	NA	104.65	NA
ENSMUST00000091702	14845552.01	NA	104.65	NA
ENSMUST00000091713	14845552.01	NA	104.65	NA
ENSMUST00000091746	14845552.01	NA	104.65	NA
ENSMUST00000091747	14845552.01	NA	104.65	NA
ENSMUST00000102964	14845552.01	NA	104.65	NA
ENSMUST00000102965	14845552.01	NA	104.65	NA
ENSMUST00000102967	14845552.01	NA	104.65	NA
ENSMUST00000102968	14845552.01	NA	104.65	NA
ENSMUST00000102971	14845552.01	NA	104.65	NA
ENSMUST00000102972	14845552.01	NA	104.65	NA
ENSMUST00000102977	14845552.01	NA	104.65	NA
ENSMUST00000102979	14845552.01	NA	104.65	NA
ENSMUST00000102983	14845552.01	NA	104.65	NA
ENSMUST00000102984	14845552.01	NA	104.65	NA
ENSMUST00000104941	14845552.01	NA	104.65	NA
ENSMUST00000073025	12436.94	21.37	25.24	10.63
ENSMUST00000076837	12436.94	21.37	25.24	10.63
ENSMUST00000078332	12436.94	21.37	25.24	10.63
ENSMUST00000073080	501131.74	NA	145.82	NA
ENSMUST00000077766	501131.74	NA	145.82	NA
ENSMUST00000073094	55713.67	30.8	46.34	15.6
ENSMUST00000080394	55713.67	30.8	46.34	15.6
ENSMUST00000112445	55713.67	30.8	46.34	15.6
ENSMUST00000112449	55713.67	30.8	46.34	15.6
ENSMUST00000112453	55713.67	30.8	46.34	15.6
ENSMUST00000112456	55713.67	30.8	46.34	15.6
ENSMUST00000073104	5267.52	24.65	74.59	10.2
ENSMUST00000097293	5267.52	24.65	74.59	10.2
ENSMUST00000112782	5267.52	24.65	74.59	10.2
ENSMUST00000073108	75798.16	NA	44.71	NA
ENSMUST00000113627	75798.16	NA	44.71	NA
ENSMUST00000073115	41930.82	NA	73.99	NA
ENSMUST00000073116	4281.13	53.49	6.67	11.47
ENSMUST00000111881	4281.13	53.49	6.67	11.47
ENSMUST00000073127	1543.84	8.64	16.66	9.86
ENSMUST00000086198	1543.84	8.64	16.66	9.86
ENSMUST00000073177	16356.23	12.69	9.15	16.31
ENSMUST00000105161	16356.23	12.69	9.15	16.31
ENSMUST00000073261	14587415.49	NA	94.71	NA
ENSMUST00000108817	14587415.49	NA	94.71	NA
ENSMUST00000070124	14587415.49	NA	94.71	NA
ENSMUST00000078369	14587415.49	NA	94.71	NA
ENSMUST00000081342	14587415.49	NA	94.71	NA
ENSMUST00000090776	14587415.49	NA	94.71	NA
ENSMUST00000091708	14587415.49	NA	94.71	NA
ENSMUST00000091741	14587415.49	NA	94.71	NA
ENSMUST00000091745	14587415.49	NA	94.71	NA
ENSMUST00000091751	14587415.49	NA	94.71	NA
ENSMUST00000102969	14587415.49	NA	94.71	NA
ENSMUST00000074752	14587415.49	NA	94.71	NA
ENSMUST00000091742	14587415.49	NA	94.71	NA
ENSMUST00000073292	12563.13	NA	33.1	NA
ENSMUST00000073292	1357.57	NA	34.81	NA
ENSMUST00000088621	1357.57	NA	34.81	NA
ENSMUST00000073339	473235.28	99.44	70.44	14.47
ENSMUST00000073371	12561.02	8	41.59	10.69
ENSMUST00000096272	12561.02	8	41.59	10.69
ENSMUST00000073456	45653.76	NA	7.58	NA
ENSMUST00000073466	22671.37	11.19	180.13	6.85
ENSMUST00000114023	22671.37	11.19	180.13	6.85
ENSMUST00000073471	1290998.09	675.81	136.95	11.6
ENSMUST00000101014	1290998.09	675.81	136.95	11.6
ENSMUST00000073572	33304.4	23.99	25.48	9.78
ENSMUST00000119222	33304.4	23.99	25.48	9.78
ENSMUST00000073691	39774.21	NA	29.05	6.37
ENSMUST00000109024	39774.21	NA	29.05	6.37
ENSMUST00000073764	16103.68	2.86	98.71	10.07
ENSMUST00000073787	29593.6	8.11	143.55	11.92
ENSMUST00000073926	1924251.02	NA	166.86	NA
ENSMUST00000080355	1924251.02	NA	166.86	NA
ENSMUST00000086764	1924251.02	NA	166.86	NA
ENSMUST00000093054	1924251.02	NA	166.86	NA
ENSMUST00000073945	17468.81	NA	88.94	NA
ENSMUST00000051758	17468.81	NA	88.94	NA
ENSMUST00000074058	1485.37	15.23	115.83	11.1
ENSMUST00000114946	1485.37	15.23	115.83	11.1
ENSMUST00000074144	910.27	11.41	11.11	9.46
ENSMUST00000074195	132298.59	26.65	26.71	11.61
ENSMUST00000106210	132298.59	26.65	26.71	11.61
ENSMUST00000074259	4495.35	4.36	59.12	6.04
ENSMUST00000074267	1964155.72	68.8	146.2	15.69
ENSMUST00000074346	1442.37	25.6	18.95	3.92
ENSMUST00000113322	1442.37	25.6	18.95	3.92
ENSMUST00000113324	1442.37	25.6	18.95	3.92
ENSMUST00000113329	1442.37	25.6	18.95	3.92
ENSMUST00000074447	2019.71	NA	48.72	NA
ENSMUST00000100499	2019.71	NA	48.72	NA
ENSMUST00000119943	2019.71	NA	48.72	NA
ENSMUST00000074521	1172683.09	38.43	196.11	11.13
ENSMUST00000112382	1172683.09	38.43	196.11	11.13
ENSMUST00000112384	1172683.09	38.43	196.11	11.13
ENSMUST00000074525	2117.84	1.56	38.91	12.78
ENSMUST00000074552	1347.14	NA	22.6	14.5
ENSMUST00000088717	1347.14	NA	22.6	14.5
ENSMUST00000074613	1615.97	2.97	57.84	10.15
ENSMUST00000109438	1615.97	2.97	57.84	10.15
ENSMUST00000074642	1251433	NA	148.32	13.78
ENSMUST00000074669	1271657.14	174.42	83.15	13
ENSMUST00000109103	1271657.14	174.42	83.15	13
ENSMUST00000101249	1271657.14	174.42	83.15	13
ENSMUST00000074733	161665.17	52.18	81.66	13.9
ENSMUST00000074741	276772.14	39.4	100.8	10.07
ENSMUST00000074840	13481.35	15.68	121.74	13.04
